"","DataItemLong","County","State","year","Wheat","StateFips","CountyCode","StateCountyFips"
"1217.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","GARRETT COUNTY"," MD","1992",77,"24","023","24023"
"1218.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","HARFORD COUNTY"," MD","1992",3206,"24","025","24025"
"1219.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","HOWARD COUNTY"," MD","1992",2286,"24","027","24027"
"1220.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","KENT COUNTY"," MD","1992",11933,"24","029","24029"
"1221.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","MONTGOMERY COUNTY"," MD","1992",6259,"24","031","24031"
"1222.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","PRINCE GEORGES COUNTY"," MD","1992",2038,"24","033","24033"
"1223.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","QUEEN ANNES COUNTY"," MD","1992",26940,"24","035","24035"
"1224.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","ST MARYS COUNTY"," MD","1992",4874,"24","037","24037"
"1225.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","SOMERSET COUNTY"," MD","1992",6608,"24","039","24039"
"1226.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","TALBOT COUNTY"," MD","1992",18526,"24","041","24041"
"1227.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","WASHINGTON COUNTY"," MD","1992",6725,"24","043","24043"
"1228.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","WICOMICO COUNTY"," MD","1992",9754,"24","045","24045"
"1229.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","WORCESTER COUNTY"," MD","1992",5205,"24","047","24047"
"1230.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","ALL OTHER COUNTIES"," MD","1992",-9999,"24","998","24998"
"1232.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","BARNSTABLE COUNTY"," MA","1992",-9999,"25","001","25001"
"1233.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","BERKSHIRE COUNTY"," MA","1992",-9999,"25","003","25003"
"1234.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","BRISTOL COUNTY"," MA","1992",-9999,"25","005","25005"
"1235.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","DUKES COUNTY"," MA","1992",-9999,"25","007","25007"
"1236.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","ESSEX COUNTY"," MA","1992",-9999,"25","009","25009"
"1237.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","FRANKLIN COUNTY"," MA","1992",-9999,"25","011","25011"
"1238.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","HAMPDEN COUNTY"," MA","1992",-9999,"25","013","25013"
"1239.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","HAMPSHIRE COUNTY"," MA","1992",-9999,"25","015","25015"
"1240.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","MIDDLESEX COUNTY"," MA","1992",-9999,"25","017","25017"
"1241.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","NANTUCKET COUNTY"," MA","1992",-9999,"25","019","25019"
"1242.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","NORFOLK COUNTY"," MA","1992",-9999,"25","021","25021"
"1243.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","PLYMOUTH COUNTY"," MA","1992",-9999,"25","023","25023"
"1244.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","SUFFOLK COUNTY"," MA","1992",-9999,"25","025","25025"
"1245.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","WORCESTER COUNTY"," MA","1992",-9999,"25","027","25027"
"1246.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","ALL OTHER COUNTIES"," MA","1992",-9999,"25","998","25998"
"1248.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","ALCONA COUNTY"," MI","1992",679,"26","001","26001"
"1249.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","ALGER COUNTY"," MI","1992",-9999,"26","003","26003"
"1250.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","ALLEGAN COUNTY"," MI","1992",8906,"26","005","26005"
"1251.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","ALPENA COUNTY"," MI","1992",1834,"26","007","26007"
"1252.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","ANTRIM COUNTY"," MI","1992",289,"26","009","26009"
"1253.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","ARENAC COUNTY"," MI","1992",4735,"26","011","26011"
"1254.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","BARAGA COUNTY"," MI","1992",-9999,"26","013","26013"
"1255.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","BARRY COUNTY"," MI","1992",11350,"26","015","26015"
"1256.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","BAY COUNTY"," MI","1992",7933,"26","017","26017"
"1257.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","BENZIE COUNTY"," MI","1992",-9999,"26","019","26019"
"1258.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","BERRIEN COUNTY"," MI","1992",6450,"26","021","26021"
"1259.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","BRANCH COUNTY"," MI","1992",8299,"26","023","26023"
"1260.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","CALHOUN COUNTY"," MI","1992",15298,"26","025","26025"
"1261.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","CASS COUNTY"," MI","1992",6010,"26","027","26027"
"1262.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","CHARLEVOIX COUNTY"," MI","1992",89,"26","029","26029"
"1263.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","CHEBOYGAN COUNTY"," MI","1992",359,"26","031","26031"
"1264.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","CHIPPEWA COUNTY"," MI","1992",-9999,"26","033","26033"
"1265.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","CLARE COUNTY"," MI","1992",1572,"26","035","26035"
"1266.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","CLINTON COUNTY"," MI","1992",27419,"26","037","26037"
"1267.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","CRAWFORD COUNTY"," MI","1992",-9999,"26","039","26039"
"1268.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","DELTA COUNTY"," MI","1992",1053,"26","041","26041"
"1269.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","DICKINSON COUNTY"," MI","1992",-9999,"26","043","26043"
"1270.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","EATON COUNTY"," MI","1992",26205,"26","045","26045"
"1271.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","EMMET COUNTY"," MI","1992",68,"26","047","26047"
"1272.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","GENESEE COUNTY"," MI","1992",11275,"26","049","26049"
"1273.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","GLADWIN COUNTY"," MI","1992",2613,"26","051","26051"
"1274.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","GOGEBIC COUNTY"," MI","1992",-9999,"26","053","26053"
"1275.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","GRAND TRAVERSE COUNTY"," MI","1992",2213,"26","055","26055"
"1276.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","GRATIOT COUNTY"," MI","1992",16131,"26","057","26057"
"1277.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","HILLSDALE COUNTY"," MI","1992",10527,"26","059","26059"
"1278.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","HOUGHTON COUNTY"," MI","1992",-9999,"26","061","26061"
"1279.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","HURON COUNTY"," MI","1992",47761,"26","063","26063"
"1280.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","INGHAM COUNTY"," MI","1992",17891,"26","065","26065"
"1281.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","IONIA COUNTY"," MI","1992",25347,"26","067","26067"
"1282.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","IOSCO COUNTY"," MI","1992",832,"26","069","26069"
"1283.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","IRON COUNTY"," MI","1992",-9999,"26","071","26071"
"1284.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","ISABELLA COUNTY"," MI","1992",11929,"26","073","26073"
"1285.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","JACKSON COUNTY"," MI","1992",11228,"26","075","26075"
"1286.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","KALAMAZOO COUNTY"," MI","1992",8747,"26","077","26077"
"1287.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","KALKASKA COUNTY"," MI","1992",-9999,"26","079","26079"
"1288.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","KENT COUNTY"," MI","1992",7744,"26","081","26081"
"1289.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","KEWEENAW COUNTY"," MI","1992",-9999,"26","083","26083"
"1290.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","LAKE COUNTY"," MI","1992",27,"26","085","26085"
"1291.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","LAPEER COUNTY"," MI","1992",10589,"26","087","26087"
"1292.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","LEELANAU COUNTY"," MI","1992",210,"26","089","26089"
"1293.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","LENAWEE COUNTY"," MI","1992",32062,"26","091","26091"
"1294.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","LIVINGSTON COUNTY"," MI","1992",7055,"26","093","26093"
"1295.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","LUCE COUNTY"," MI","1992",-9999,"26","095","26095"
"1296.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","MACKINAC COUNTY"," MI","1992",350,"26","097","26097"
"1297.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","MACOMB COUNTY"," MI","1992",4377,"26","099","26099"
"1298.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","MANISTEE COUNTY"," MI","1992",214,"26","101","26101"
"1299.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","MARQUETTE COUNTY"," MI","1992",-9999,"26","103","26103"
"1300.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","MASON COUNTY"," MI","1992",2820,"26","105","26105"
"1301.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","MECOSTA COUNTY"," MI","1992",2298,"26","107","26107"
"1302.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","MENOMINEE COUNTY"," MI","1992",-9999,"26","109","26109"
"1303.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","MIDLAND COUNTY"," MI","1992",3060,"26","111","26111"
"1304.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","MISSAUKEE COUNTY"," MI","1992",544,"26","113","26113"
"1305.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","MONROE COUNTY"," MI","1992",20039,"26","115","26115"
"1306.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","MONTCALM COUNTY"," MI","1992",15885,"26","117","26117"
"1307.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","MONTMORENCY COUNTY"," MI","1992",717,"26","119","26119"
"1308.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","MUSKEGON COUNTY"," MI","1992",1484,"26","121","26121"
"1309.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","NEWAYGO COUNTY"," MI","1992",1693,"26","123","26123"
"1310.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","OAKLAND COUNTY"," MI","1992",2270,"26","125","26125"
"1311.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","OCEANA COUNTY"," MI","1992",1532,"26","127","26127"
"1312.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","OGEMAW COUNTY"," MI","1992",2032,"26","129","26129"
"1313.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","ONTONAGON COUNTY"," MI","1992",-9999,"26","131","26131"
"1314.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","OSCEOLA COUNTY"," MI","1992",497,"26","133","26133"
"1315.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","OSCODA COUNTY"," MI","1992",-9999,"26","135","26135"
"1316.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","OTSEGO COUNTY"," MI","1992",243,"26","137","26137"
"1317.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","OTTAWA COUNTY"," MI","1992",4863,"26","139","26139"
"1318.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","PRESQUE ISLE COUNTY"," MI","1992",1253,"26","141","26141"
"1319.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","ROSCOMMON COUNTY"," MI","1992",-9999,"26","143","26143"
"1320.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","SAGINAW COUNTY"," MI","1992",24771,"26","145","26145"
"1321.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","ST CLAIR COUNTY"," MI","1992",16543,"26","147","26147"
"1322.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","ST JOSEPH COUNTY"," MI","1992",3755,"26","149","26149"
"1323.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","SANILAC COUNTY"," MI","1992",45662,"26","151","26151"
"1324.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","SCHOOLCRAFT COUNTY"," MI","1992",-9999,"26","153","26153"
"1325.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","SHIAWASSEE COUNTY"," MI","1992",26566,"26","155","26155"
"1326.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","TUSCOLA COUNTY"," MI","1992",24746,"26","157","26157"
"1327.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","VAN BUREN COUNTY"," MI","1992",3001,"26","159","26159"
"1328.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","WASHTENAW COUNTY"," MI","1992",16760,"26","161","26161"
"1329.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","WAYNE COUNTY"," MI","1992",1040,"26","163","26163"
"1330.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","WEXFORD COUNTY"," MI","1992",301,"26","165","26165"
"1331.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","ALL OTHER COUNTIES"," MI","1992",-9999,"26","998","26998"
"1333.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","AITKIN COUNTY"," MN","1992",-9999,"27","001","27001"
"1334.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","ANOKA COUNTY"," MN","1992",-9999,"27","003","27003"
"1335.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","BECKER COUNTY"," MN","1992",66644,"27","005","27005"
"1336.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","BELTRAMI COUNTY"," MN","1992",10869,"27","007","27007"
"1337.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","BENTON COUNTY"," MN","1992",454,"27","009","27009"
"1338.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","BIG STONE COUNTY"," MN","1992",56513,"27","011","27011"
"1339.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","BLUE EARTH COUNTY"," MN","1992",1583,"27","013","27013"
"1340.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","BROWN COUNTY"," MN","1992",2795,"27","015","27015"
"1341.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","CARLTON COUNTY"," MN","1992",-9999,"27","017","27017"
"1342.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","CARVER COUNTY"," MN","1992",2661,"27","019","27019"
"1343.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","CASS COUNTY"," MN","1992",-9999,"27","021","27021"
"1344.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","CHIPPEWA COUNTY"," MN","1992",19056,"27","023","27023"
"1345.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","CHISAGO COUNTY"," MN","1992",120,"27","025","27025"
"1346.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","CLAY COUNTY"," MN","1992",192755,"27","027","27027"
"1347.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","CLEARWATER COUNTY"," MN","1992",8339,"27","029","27029"
"1348.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","COOK COUNTY"," MN","1992",-9999,"27","031","27031"
"1349.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","COTTONWOOD COUNTY"," MN","1992",880,"27","033","27033"
"1350.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","CROW WING COUNTY"," MN","1992",-9999,"27","035","27035"
"1351.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","DAKOTA COUNTY"," MN","1992",4021,"27","037","27037"
"1352.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","DODGE COUNTY"," MN","1992",862,"27","039","27039"
"1353.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","DOUGLAS COUNTY"," MN","1992",22051,"27","041","27041"
"1354.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","FARIBAULT COUNTY"," MN","1992",668,"27","043","27043"
"1355.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","FILLMORE COUNTY"," MN","1992",239,"27","045","27045"
"1356.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","FREEBORN COUNTY"," MN","1992",91,"27","047","27047"
"1357.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","GOODHUE COUNTY"," MN","1992",1040,"27","049","27049"
"1358.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","GRANT COUNTY"," MN","1992",72656,"27","051","27051"
"1359.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","HENNEPIN COUNTY"," MN","1992",1124,"27","053","27053"
"1360.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","HOUSTON COUNTY"," MN","1992",307,"27","055","27055"
"1361.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","HUBBARD COUNTY"," MN","1992",437,"27","057","27057"
"1362.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","ISANTI COUNTY"," MN","1992",467,"27","059","27059"
"1363.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","ITASCA COUNTY"," MN","1992",-9999,"27","061","27061"
"1364.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","JACKSON COUNTY"," MN","1992",329,"27","063","27063"
"1365.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","KANABEC COUNTY"," MN","1992",62,"27","065","27065"
"1366.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","KANDIYOHI COUNTY"," MN","1992",7219,"27","067","27067"
"1367.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","KITTSON COUNTY"," MN","1992",227248,"27","069","27069"
"1368.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","KOOCHICHING COUNTY"," MN","1992",1160,"27","071","27071"
"1369.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","LAC QUI PARLE COUNTY"," MN","1992",50589,"27","073","27073"
"1370.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","LAKE COUNTY"," MN","1992",-9999,"27","075","27075"
"1371.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","LAKE OF THE WOODS COUNTY"," MN","1992",11961,"27","077","27077"
"1372.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","LE SUEUR COUNTY"," MN","1992",3777,"27","079","27079"
"1373.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","LINCOLN COUNTY"," MN","1992",8771,"27","081","27081"
"1374.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","LYON COUNTY"," MN","1992",9492,"27","083","27083"
"1375.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","MCLEOD COUNTY"," MN","1992",6669,"27","085","27085"
"1376.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","MAHNOMEN COUNTY"," MN","1992",48597,"27","087","27087"
"1377.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","MARSHALL COUNTY"," MN","1992",344609,"27","089","27089"
"1378.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","MARTIN COUNTY"," MN","1992",212,"27","091","27091"
"1379.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","MEEKER COUNTY"," MN","1992",6638,"27","093","27093"
"1380.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","MILLE LACS COUNTY"," MN","1992",279,"27","095","27095"
"1381.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","MORRISON COUNTY"," MN","1992",722,"27","097","27097"
"1382.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","MOWER COUNTY"," MN","1992",455,"27","099","27099"
"1383.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","MURRAY COUNTY"," MN","1992",1944,"27","101","27101"
"1384.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","NICOLLET COUNTY"," MN","1992",2138,"27","103","27103"
"1385.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","NOBLES COUNTY"," MN","1992",799,"27","105","27105"
"1386.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","NORMAN COUNTY"," MN","1992",178777,"27","107","27107"
"1387.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","OLMSTED COUNTY"," MN","1992",281,"27","109","27109"
"1388.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","OTTER TAIL COUNTY"," MN","1992",64101,"27","111","27111"
"1389.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","PENNINGTON COUNTY"," MN","1992",103908,"27","113","27113"
"1390.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","PINE COUNTY"," MN","1992",416,"27","115","27115"
"1391.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","PIPESTONE COUNTY"," MN","1992",1122,"27","117","27117"
"1392.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","POLK COUNTY"," MN","1992",437837,"27","119","27119"
"1393.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","POPE COUNTY"," MN","1992",21976,"27","121","27121"
"1394.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","RAMSEY COUNTY"," MN","1992",-9999,"27","123","27123"
"1395.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","RED LAKE COUNTY"," MN","1992",55402,"27","125","27125"
"1396.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","REDWOOD COUNTY"," MN","1992",5798,"27","127","27127"
"1397.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","RENVILLE COUNTY"," MN","1992",13121,"27","129","27129"
"1398.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","RICE COUNTY"," MN","1992",1635,"27","131","27131"
"1399.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","ROCK COUNTY"," MN","1992",68,"27","133","27133"
"1400.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","ROSEAU COUNTY"," MN","1992",150202,"27","135","27135"
"1401.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","ST LOUIS COUNTY"," MN","1992",315,"27","137","27137"
"1402.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","SCOTT COUNTY"," MN","1992",2250,"27","139","27139"
"1403.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","SHERBURNE COUNTY"," MN","1992",726,"27","141","27141"
"1404.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","SIBLEY COUNTY"," MN","1992",4633,"27","143","27143"
"1405.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","STEARNS COUNTY"," MN","1992",5571,"27","145","27145"
"1406.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","STEELE COUNTY"," MN","1992",1128,"27","147","27147"
"1407.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","STEVENS COUNTY"," MN","1992",54543,"27","149","27149"
"1408.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","SWIFT COUNTY"," MN","1992",32234,"27","151","27151"
"1409.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","TODD COUNTY"," MN","1992",3284,"27","153","27153"
"1410.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","TRAVERSE COUNTY"," MN","1992",94217,"27","155","27155"
"1411.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","WABASHA COUNTY"," MN","1992",461,"27","157","27157"
"1412.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","WADENA COUNTY"," MN","1992",966,"27","159","27159"
"1413.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","WASECA COUNTY"," MN","1992",1423,"27","161","27161"
"1414.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","WASHINGTON COUNTY"," MN","1992",829,"27","163","27163"
"1415.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","WATONWAN COUNTY"," MN","1992",615,"27","165","27165"
"1416.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","WILKIN COUNTY"," MN","1992",149169,"27","167","27167"
"1417.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","WINONA COUNTY"," MN","1992",303,"27","169","27169"
"1418.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","WRIGHT COUNTY"," MN","1992",2483,"27","171","27171"
"1419.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","YELLOW MEDICINE COUNTY"," MN","1992",18125,"27","173","27173"
"1420.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","ALL OTHER COUNTIES"," MN","1992",-9999,"27","998","27998"
"1422.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","ADAMS COUNTY"," MS","1992",-9999,"28","001","28001"
"1423.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","ALCORN COUNTY"," MS","1992",-9999,"28","003","28003"
"1424.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","AMITE COUNTY"," MS","1992",-9999,"28","005","28005"
"1425.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","ATTALA COUNTY"," MS","1992",-9999,"28","007","28007"
"1426.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","BENTON COUNTY"," MS","1992",351,"28","009","28009"
"1427.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","BOLIVAR COUNTY"," MS","1992",22577,"28","011","28011"
"1428.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","CALHOUN COUNTY"," MS","1992",678,"28","013","28013"
"1429.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","CARROLL COUNTY"," MS","1992",876,"28","015","28015"
"1430.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","CHICKASAW COUNTY"," MS","1992",1237,"28","017","28017"
"1431.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","CHOCTAW COUNTY"," MS","1992",-9999,"28","019","28019"
"1432.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","CLAIBORNE COUNTY"," MS","1992",-9999,"28","021","28021"
"1433.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","CLARKE COUNTY"," MS","1992",-9999,"28","023","28023"
"1434.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","CLAY COUNTY"," MS","1992",807,"28","025","28025"
"1435.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","COAHOMA COUNTY"," MS","1992",18239,"28","027","28027"
"1436.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","COPIAH COUNTY"," MS","1992",-9999,"28","029","28029"
"1437.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","COVINGTON COUNTY"," MS","1992",902,"28","031","28031"
"1438.1992","Wheat for grain, total (see text) (bushels), harvested (acres)","DE SOTO COUNTY"," MS","1992",13719,"28","033","28033"
