StPostal,Fips,Category_001,Category_002,Category_003,Category_004,Category_005,Category_006,Category_010,Category_011,Category_012,Category_013,Category_014,Category_021,Category_022,Category_023,Category_024,Category_025,Category_026,Category_027,Category_028,Category_029,Category_030,Category_031,Category_032,Category_033,Category_034,Category_035,Category_036,Category_037,Category_038,Category_039,Category_041,Category_042,Category_043,Category_044,Category_045,Category_046,Category_047,Category_048,Category_049,Category_050,Category_052,Category_053,Category_054,Category_055,Category_056,Category_057,Category_058,Category_059,Category_060,Category_061,Category_066,Category_067,Category_068,Category_069,Category_070,Category_071,Category_072,Category_074,Category_075,Category_076,Category_077,Category_092,Category_111,Category_112,Category_121,Category_122,Category_123,Category_124,Category_131,Category_141,Category_142,Category_143,Category_152,Category_176,Category_190,Category_195,Category_204,Category_205,Category_206,Category_207,Category_208,Category_209,Category_211,Category_212,Category_213,Category_214,Category_216,Category_217,Category_218,Category_219,Category_220,Category_221,Category_222,Category_223,Category_224,Category_225,Category_226,Category_227,Category_229,Category_236,Category_237,Category_238,Category_240,Category_241,Category_242,Category_243,Category_244,Category_245,Category_246,Category_247,Category_248,Category_249,Category_250,Category_254,Corn_all,Cotton_all,Sorghum_all,Soybeans_all,Barley_all,Wheat_Durum_all,Wheat_Winter_all,Oats_all,Canteloupe_all,Lettuce_all
FL,12073,478,403,0,0,12,0,19,0,0,0,0,0,0,0,11,0,0,4,543,0,0,0,0,0,0,0,0,769,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18,0,2131,0,0,0,0,0,0,0,3,0,0,0,0,5877,0,48212,13561,6455,1767,502,5676,183887,12789,35666,14352,98915,17290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478,403,0,12,0,0,11,543,0,0
FL,12075,3853,274,0,234,292,0,23396,128,0,0,0,0,0,0,20,0,0,602,741,596,0,0,0,0,0,0,0,15117,0,0,0,0,18,0,0,0,0,25,0,0,0,56,0,0,0,145,7,3166,0,6175,0,0,0,0,0,0,2,0,0,0,0,0,3622,0,34316,6167,1328,201,464,11,242083,23,105947,73821,144478,57167,0,23,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3939,274,234,292,0,0,20,827,0,0
FL,12077,150,232,0,1,32,0,240,0,0,0,0,0,0,0,32,0,0,1,56,1,0,0,0,0,0,0,6,944,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11,0,1545,0,0,0,0,0,0,0,0,0,0,0,0,4083,0,13712,1034,217,44,479,52,188502,157,24357,7309,289877,6468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,153,232,1,46,0,0,32,67,0,0
FL,12079,13286,1234,0,477,4125,0,12010,0,1,0,0,0,0,0,3,0,0,1052,1615,1450,0,0,0,0,0,0,0,13680,0,0,0,0,4,0,0,0,0,34,0,0,0,2622,0,0,0,5,0,72,0,1411,0,0,0,0,0,0,0,1,0,0,0,0,1677,0,19462,2197,429,109,339,1351,121483,11470,58375,28495,146308,13242,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,13291,1234,477,4212,0,0,3,1707,0,0
FL,12081,14,0,0,7,0,0,402,3,0,0,0,0,0,0,0,0,0,28,6,10,0,0,0,0,0,0,0,589,0,0,0,0,4,0,675,0,0,42,0,0,0,0,0,0,0,0,0,14,0,26,0,0,0,0,0,0,554,0,0,0,0,123,17175,0,36910,31101,19510,4861,7882,86,3938,10,35101,132362,141960,16301,0,0,0,0,0,0,0,37367,0,0,2,0,0,0,0,341,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,7,0,0,0,0,6,0,0
FL,12083,138,576,0,26,34,0,10285,105,0,0,0,0,0,0,66,0,0,265,12,82,0,0,0,0,0,0,0,3824,0,0,0,0,5,0,1,0,0,4,0,0,0,31,0,0,0,419,50,849,0,2106,0,0,0,0,0,0,154,0,0,0,0,0,18413,0,108900,34973,11329,2714,2361,83,451822,70,142422,165802,78038,25881,0,0,0,0,0,1,0,2447,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,138,576,26,34,0,0,66,12,1,0
FL,12085,4,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,1,0,2,13270,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4049,0,0,0,0,0,36,1906,0,0,0,0,0,69817,0,32559,20791,7868,1493,2688,2,1921,2,1498,80726,122552,37754,0,0,0,0,0,0,0,21794,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
FL,12086,46,0,30,0,6,0,4,0,0,0,0,0,0,0,0,0,0,32,0,175,0,0,0,0,0,0,0,0,0,0,0,7208,0,1296,4043,0,698,0,0,0,0,10,0,0,0,0,0,24,0,3156,0,0,0,0,0,32599,24,0,0,0,0,0,38098,0,59583,101330,61682,29756,974,59,571,127,1857,750,165973,760482,0,0,0,0,0,0,0,153,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,6,0,0,0,0,0,0
FL,12087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,72,0,0,0,0,0,0,31751,0,7577,7500,7126,1662,42,0,75,0,28,2,357560,222544,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FL,12089,215,2,0,2,6,0,202,0,1,0,0,0,0,0,6,0,0,200,70,37,0,0,0,0,0,0,0,1005,0,0,0,0,8,0,0,0,0,12,0,0,0,6,0,0,0,0,0,69,0,759,0,0,0,0,0,0,0,0,0,0,0,0,12641,0,24080,6994,2665,641,1580,18,170915,518,65648,14237,93100,31103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,2,2,6,0,0,6,70,0,0
FL,12091,419,3280,0,0,1565,0,2773,0,0,0,0,0,0,0,0,0,0,0,308,4,0,0,0,0,0,0,2,4194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,21353,0,0,0,0,0,0,0,570,0,0,0,0,5192,0,45896,21209,9433,3682,6137,561,293583,7234,84131,22269,66115,1031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,419,3280,0,1621,0,0,0,364,0,0
FL,12093,0,0,0,255,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13318,0,0,0,0,2,0,20,0,0,0,0,0,0,0,0,0,0,0,0,10,0,153,0,0,0,25,0,0,1924,0,0,0,0,0,64592,0,18361,5119,1384,384,21,0,2254,49,38144,227865,139943,45017,0,0,0,0,0,0,0,11946,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0
FL,12095,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,339,0,0,0,0,2,57022,0,91266,78879,45476,15842,2074,9,17827,316,41177,50600,192022,38517,0,0,0,0,0,0,0,11250,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
FL,12097,1,0,0,10,0,0,3,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,131,0,0,0,0,4,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1118,0,0,0,0,1,79143,0,46026,22950,11217,2151,808,2,7314,110,137452,271028,308245,59920,0,0,0,0,0,1,0,15746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,614,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,1,0
FL,12099,4,0,21571,0,0,0,0,0,1290,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,61,0,0,0,58,1,16,360783,0,4,0,0,0,0,0,0,0,0,0,0,12966,0,72145,0,0,0,0,0,215,145,0,0,0,0,0,147175,0,103875,109797,59352,12655,3546,0,209,0,199,7756,145710,357890,0,0,0,0,0,0,0,1551,0,0,818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
FL,12101,70,2,0,0,8,0,589,0,0,0,0,0,0,0,0,0,0,43,8,1,0,0,0,0,0,0,0,6502,0,0,0,0,29,0,1,0,0,222,0,1,0,1,0,0,0,0,0,100,0,59,0,0,0,0,8,0,226,0,0,0,0,0,5228,0,60239,37471,27999,5547,1362,47,71276,39,38422,68628,130101,23058,0,0,0,0,0,1,0,12169,0,0,3,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,70,2,0,8,0,0,0,8,1,0
FL,12103,3,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,2,0,0,0,0,6,6708,0,25298,63437,42872,13243,1282,2,3621,16,2399,483,21767,4289,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0
FL,12105,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,262,0,0,0,0,0,0,0,0,0,1456,0,0,0,0,1,0,33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3549,0,0,0,0,23,97262,0,114907,51715,24894,8268,20827,17,16972,61,112895,223878,399507,68812,0,0,0,0,0,13,0,140767,0,0,4,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,0
FL,12107,842,0,0,0,1,0,210,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,807,0,0,0,0,4853,0,11,0,0,0,0,0,0,0,0,0,0,0,0,57,0,1422,0,0,0,0,0,0,53,0,0,0,0,0,53773,0,47889,8954,2425,664,1511,40,185968,230,85003,25320,97485,11601,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,842,0,0,1,0,0,0,0,0,0
FL,12109,660,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,13023,0,8,0,0,0,0,0,0,0,0,0,0,0,0,78,0,2652,0,0,0,0,0,0,12,0,0,0,0,0,37228,0,32568,23882,8413,1575,3328,42,105571,136,50682,11927,109821,20646,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,660,0,3,0,0,0,0,0,0,0
FL,12111,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448,0,0,0,0,0,3,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10008,0,0,0,4442,0,29,37256,0,0,0,0,4,3689,0,49178,31445,10997,2717,2248,2,1417,4,1641,66151,93776,15665,0,0,0,0,0,0,0,36922,0,0,92,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0
FL,12113,683,19866,0,29,2584,0,25611,0,0,0,0,0,0,0,0,0,65,0,272,167,0,0,0,0,0,0,70,13824,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,578,0,3526,0,0,0,0,0,0,0,67,0,0,0,0,6961,0,54814,16014,5300,1422,3062,282,247233,1682,101115,18557,123388,9077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,683,19866,29,2651,0,0,65,274,0,0
FL,12115,2,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,19,0,0,6,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,3,0,242,0,0,0,0,1,5870,0,56324,40411,25283,6633,450,310,5956,13,16337,46680,133164,30312,0,0,0,0,0,0,0,2465,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
FL,12117,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,0,0,1,20032,0,42876,29333,13059,3521,180,0,10954,36,6008,8419,66723,17212,0,0,0,0,0,2,0,2013,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0
FL,12119,19,0,0,0,0,0,742,0,0,0,0,0,0,0,0,0,0,832,0,0,0,0,0,0,0,0,0,9187,0,0,0,0,0,0,17,0,0,125,0,0,0,0,0,0,0,0,0,299,0,15,0,0,0,0,2,0,10,0,0,0,0,0,5188,0,20433,8325,6714,1161,1728,24,60858,2,15462,84163,136942,18441,0,0,0,0,0,0,0,389,0,0,10,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,2,0,0,0,19,0,0,0,0,0,0,0,0,0
FL,12121,9833,408,0,431,671,1,13488,1,1463,0,0,0,0,0,269,0,64,5320,1369,2011,0,0,0,0,0,0,0,28535,0,0,0,0,1785,147,0,0,0,1425,0,0,0,1310,0,0,0,160,0,6504,0,6688,0,0,0,0,0,0,0,2,0,0,0,0,1797,0,25060,6883,912,203,467,701,130427,7515,95338,63580,27006,991,0,11,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,9980,408,431,744,0,0,333,1525,0,0
FL,12123,330,30,0,60,32,0,77,0,1,0,0,0,0,0,6,0,0,295,501,25,0,0,0,0,0,0,0,1400,0,0,0,0,2,0,0,0,0,1,0,0,0,74,0,0,0,0,0,20,0,71,0,0,0,0,0,0,0,0,0,0,0,0,1442,0,28862,5683,1312,270,4972,177,163351,4242,116974,21325,274773,45503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,330,30,60,32,0,0,6,501,0,0
FL,12125,97,0,0,9,50,0,305,0,0,0,0,0,0,0,22,0,0,173,46,121,0,0,0,0,0,0,0,3769,0,0,0,1,0,2,0,0,0,3,0,0,0,17,0,0,0,10,0,161,0,2064,0,0,0,0,0,0,0,0,0,0,0,0,1956,0,7042,1499,255,53,148,15,61887,348,29550,13601,35779,838,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,9,50,0,0,22,46,0,0
FL,12127,495,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,38,0,0,0,0,48,0,22,0,0,0,0,0,0,0,0,0,0,0,0,6,0,101,0,0,0,0,0,0,340,0,0,0,0,1,66798,0,84807,51825,15946,3708,1761,20,177768,108,49186,29908,203815,83824,0,0,0,0,0,5,0,2535,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,495,0,0,0,0,0,0,0,5,0
FL,12129,64,30,0,0,4,0,12,0,0,0,0,0,0,0,9,0,0,115,22,0,0,0,0,0,0,0,0,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,421,0,0,0,0,0,0,0,0,0,0,0,0,4644,0,16739,3273,791,141,1380,4353,135470,11591,12650,3848,169625,28648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,30,0,4,0,0,9,22,0,0
FL,12131,121,3886,0,11,1472,0,5876,0,0,0,0,0,0,0,586,0,40,0,3505,318,0,0,0,0,0,0,0,7856,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,264,0,15580,0,0,0,0,0,22,0,179,0,0,0,0,7789,0,36950,10209,3617,618,4379,866,298166,5600,144972,15556,109335,6322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,346,0,0,0,0,0,0,0,0,0,0,0,135,3886,11,1858,0,0,626,3865,0,0
FL,12133,477,4428,0,32,1311,0,4692,0,0,0,0,0,0,0,151,0,88,1,1426,232,0,0,0,0,0,0,3,11002,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,100,344,0,7653,0,0,0,0,0,0,0,42,0,0,0,0,10639,0,21319,4090,585,124,1276,130,128629,914,94744,11919,85508,2456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,517,4428,32,1404,0,0,239,1471,0,0
GA,13001,5379,28528,0,181,7174,0,10171,370,0,0,0,0,0,0,48,0,1719,107,1,105,0,0,0,0,0,0,0,5935,0,0,0,0,0,0,0,0,0,2,14,0,0,2,0,0,0,2,0,42,0,6419,0,0,0,0,0,0,0,2029,0,0,0,0,2103,0,12693,6027,1066,350,64,221,76035,197,46755,5030,100405,3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,388,77,0,4970,0,0,0,0,0,0,0,0,0,5380,28916,181,8970,0,0,2156,78,0,0
GA,13003,3451,16129,0,29,2097,0,9286,559,0,0,0,0,0,0,6,0,16,514,155,190,0,0,0,0,0,0,2,4754,0,0,0,0,0,0,19,0,0,0,1,1,0,0,0,0,0,70,0,3,0,2032,0,0,0,11,5,0,0,306,0,0,0,0,843,0,8658,2240,378,72,32,242,71715,377,22834,6005,60961,4199,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,65,24,0,1488,0,0,0,0,0,0,0,0,0,3455,16194,29,2137,0,0,87,183,0,0
GA,13005,3669,17082,0,159,1717,0,5042,167,0,0,0,0,0,0,4,0,205,52,11,9,0,0,0,0,0,0,0,8758,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,2,0,4015,0,0,0,1,0,0,0,583,0,0,0,0,692,0,7708,3248,613,172,21,110,39663,95,26026,2381,49271,2353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,10,0,8748,0,0,0,0,0,0,0,0,0,3669,17474,159,1932,0,0,601,21,0,0
GA,13007,9853,17716,0,486,161,0,24889,0,0,0,0,0,0,0,205,0,5,113,57,105,0,0,0,0,0,0,0,1891,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,131,0,30542,0,0,0,34,0,0,0,3152,0,0,0,0,1784,0,7964,1385,167,16,57,19349,60640,3296,5865,5006,26768,1722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,4,0,0,1,0,0,0,0,0,0,0,0,0,9853,17720,507,166,0,0,235,57,0,0
GA,13009,29,98,0,17,113,0,3,0,0,0,0,0,0,0,64,0,10,14,0,1,0,3,0,0,0,0,0,4231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,1,0,1181,0,1,0,0,0,0,0,64,0,0,0,0,6809,0,12333,3600,1279,374,721,55676,43268,1895,7275,22261,9812,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,31,100,30,123,0,0,91,0,0,0
GA,13011,182,5,0,4,111,2,0,0,0,0,0,0,0,0,12,0,79,8,4,71,0,10,0,0,0,0,0,3702,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,65,0,0,0,0,0,0,0,1,0,0,0,0,1050,0,8505,3545,1042,251,977,85099,7001,42,806,35259,1748,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,3,0,0,73,0,0,0,0,0,0,0,0,0,0,0,188,5,7,263,0,0,99,78,0,0
GA,13013,33,2,0,2,13,0,0,0,0,0,0,0,0,0,4,0,2,5,0,1,0,20,0,0,0,0,0,5551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,59,0,1,0,0,0,0,0,1,0,0,0,0,939,0,12910,10775,2642,820,808,33333,7931,36,423,26779,1156,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,33,2,4,17,0,0,8,2,0,0
GA,13015,3220,2383,0,132,2451,140,13,0,0,0,0,0,0,0,39,0,526,0,0,4,0,0,0,0,0,0,4,15989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31,0,443,0,0,6,0,0,0,0,2,0,0,0,0,7402,0,30663,12075,3679,1822,733,106973,60072,8064,16901,26958,81,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3220,2383,132,2979,0,0,565,2,0,0
GA,13017,1864,13087,0,36,561,0,6390,126,0,0,0,0,0,0,11,0,15,353,36,177,0,0,0,0,0,0,0,3300,0,0,0,0,0,0,0,0,0,205,0,2,0,2,0,0,0,5,0,62,0,7073,0,0,0,14,0,0,0,2234,0,0,0,0,1424,0,8669,2256,534,368,50,5139,72120,1541,5024,4517,23559,1737,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,11,2,1,55,0,0,0,0,0,0,0,0,0,1865,13098,43,579,0,0,44,38,0,0
GA,13019,5514,32751,0,54,1913,0,19145,646,3,0,0,0,0,0,23,0,7,304,279,862,0,0,0,0,0,0,1,4071,0,0,0,0,0,0,0,0,0,46,0,3,0,51,0,0,0,10,0,375,0,21015,0,1,0,533,2,0,0,2620,0,0,0,0,1647,0,10792,2229,400,191,89,3234,98911,2489,8669,4377,65709,3599,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,3,0,21,4,0,363,0,0,0,0,0,0,0,0,0,5516,32772,57,1924,0,0,55,284,0,0
GA,13021,111,268,0,24,284,0,83,0,1,0,0,0,0,0,753,0,432,84,144,8,0,10,0,0,0,0,0,3018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,118,0,3412,0,34,0,0,16,0,0,877,0,0,0,0,3897,0,26679,13260,6744,3081,1494,42600,15000,2469,3717,13406,20586,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,14,0,25,21,0,0,0,0,0,0,0,0,0,0,0,113,293,38,737,0,0,1226,165,0,0
GA,13023,2836,9351,0,443,5795,3,3933,0,0,271,0,0,0,0,679,0,2838,142,113,37,0,1,0,0,0,0,0,8187,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,13,0,196,0,9227,0,0,0,0,0,0,0,1126,0,0,0,0,1094,0,6387,1548,296,109,41,19933,33501,2080,3827,8462,16026,771,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,87,0,586,27,4,1,0,0,0,0,0,0,0,0,0,2842,9937,530,8664,0,0,4192,140,0,0
GA,13025,512,1223,0,7,346,0,554,8,0,0,0,0,0,0,1,0,28,32,0,16,0,0,0,0,0,0,0,4351,0,0,0,0,0,0,0,0,0,5,2,0,0,1,0,0,0,0,0,0,0,1884,0,0,0,0,0,0,0,198,0,0,0,0,1302,0,13575,2914,421,47,233,37,78547,27,53313,8614,113365,4113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,938,0,0,0,0,0,0,0,0,0,512,1226,7,376,0,0,32,2,0,0
GA,13027,6748,38649,0,205,7202,0,14120,1,7,0,0,0,0,0,203,0,103,402,28,153,0,0,0,0,0,0,0,5154,0,0,0,0,0,0,0,0,0,11,0,46,0,156,0,0,0,2,0,336,0,24568,0,35,0,0,0,0,0,4152,0,0,0,0,1843,0,13824,2022,334,118,38,5179,82612,7712,14798,6585,76682,4175,0,79,0,0,0,0,0,0,0,0,26,0,0,0,0,0,68,0,0,4,23,0,0,0,0,10,2,152,4,0,0,0,0,0,0,0,0,0,6927,38659,205,7459,0,0,320,53,0,0
GA,13029,614,711,0,0,2004,0,378,0,0,0,0,0,0,0,2,0,119,11,12,4,0,0,0,0,0,0,0,1056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,1485,0,0,0,0,0,0,0,40,0,0,0,0,5572,0,13909,3839,1023,215,1497,96,106838,373,19585,3553,97983,25885,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,86,0,4,0,0,0,0,0,0,0,0,0,614,724,0,2209,0,0,134,98,0,0
GA,13031,3976,47117,0,153,7881,17,19384,4,0,0,0,0,0,0,604,0,441,539,318,430,0,0,0,0,0,0,0,10320,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,2,0,150,0,29043,0,0,0,0,0,0,0,2268,0,0,0,0,3619,0,20389,9463,2604,920,598,515,56725,718,41334,5677,168417,6418,0,0,0,0,0,0,3,35,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,42,0,782,14,25,23,0,0,0,0,0,0,0,0,0,4003,47899,195,8361,0,0,1869,334,0,0
GA,13033,16498,31560,0,538,5007,4,22410,0,0,0,0,0,0,0,1648,0,3737,3804,2504,599,0,0,0,0,0,0,0,16005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,130,0,30867,0,0,0,0,0,0,0,2942,0,0,0,25,3026,0,21501,6525,1482,481,681,12275,104470,1107,67599,14796,156292,5560,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,5,14,0,0,18,0,360,50,5,26,4,0,0,0,0,0,0,0,0,16522,31920,556,8799,0,0,5768,2568,0,0
