StPostal,Fips,Category_001,Category_002,Category_003,Category_004,Category_005,Category_006,Category_010,Category_011,Category_012,Category_013,Category_014,Category_021,Category_022,Category_023,Category_024,Category_025,Category_026,Category_027,Category_028,Category_029,Category_030,Category_031,Category_032,Category_033,Category_034,Category_035,Category_036,Category_037,Category_038,Category_039,Category_041,Category_042,Category_043,Category_044,Category_045,Category_046,Category_047,Category_048,Category_049,Category_050,Category_051,Category_052,Category_053,Category_054,Category_055,Category_056,Category_057,Category_058,Category_059,Category_060,Category_061,Category_066,Category_067,Category_068,Category_069,Category_070,Category_071,Category_072,Category_074,Category_075,Category_076,Category_077,Category_092,Category_111,Category_112,Category_121,Category_122,Category_123,Category_124,Category_131,Category_141,Category_142,Category_143,Category_152,Category_176,Category_190,Category_195,Category_204,Category_205,Category_206,Category_207,Category_208,Category_209,Category_210,Category_211,Category_212,Category_213,Category_214,Category_216,Category_217,Category_218,Category_219,Category_220,Category_221,Category_222,Category_223,Category_224,Category_225,Category_226,Category_227,Category_229,Category_230,Category_231,Category_232,Category_233,Category_234,Category_235,Category_236,Category_237,Category_238,Category_239,Category_240,Category_241,Category_242,Category_243,Category_244,Category_245,Category_246,Category_247,Category_248,Category_249,Category_250,Category_254,Corn_all,Cotton_all,Sorghum_all,Soybeans_all,Barley_all,Wheat_Durum_all,Wheat_Winter_all,Oats_all,Canteloupe_all,Lettuce_all
GA,13025,1719,1662,0,10,545,0,651,45,0,0,0,0,0,0,14,0,42,21,0,78,0,0,0,0,0,0,0,3131,0,0,0,3,0,0,0,0,46,0,5,0,0,0,0,0,0,0,0,0,3,0,2806,0,0,0,0,0,111,0,144,0,0,0,0,944,0,13684,2560,230,31,79,39,76710,33,37965,20245,117338,4961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,761,0,0,0,0,0,0,0,0,0,1719,1665,10,588,0,0,59,1,0,0
GA,13027,6479,33950,0,84,9824,1,14729,34,8,0,0,0,0,0,562,0,362,147,42,193,0,24,0,0,0,0,2,4718,0,0,0,9,0,0,0,0,1,59,0,90,0,0,156,4,0,0,0,0,452,0,33166,0,229,0,5,0,418,0,3756,0,0,0,1,1347,0,13202,1772,252,96,28,4000,70232,7432,10867,15143,78990,5098,0,0,0,0,0,5,0,0,0,0,1,0,0,4,11,0,0,77,0,0,1,53,0,0,0,0,0,0,0,0,9,0,347,0,76,0,13,16,0,0,0,0,0,0,0,0,6533,34297,93,10262,0,0,1281,171,5,0
GA,13029,1315,470,0,2,2149,4,488,0,0,0,0,0,0,0,46,0,312,85,0,26,0,0,0,0,0,0,0,797,0,0,0,0,0,1,0,0,4,8,8,0,0,0,0,0,0,0,0,0,38,0,3902,0,0,0,0,0,18,0,94,0,0,0,0,5393,0,13823,3229,707,128,318,211,107513,414,19858,8040,92774,24748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,25,0,0,0,0,0,0,0,0,0,1315,470,2,2464,0,0,358,3,0,0
GA,13031,14971,25063,0,24,30905,6,14608,0,0,0,0,0,0,0,294,0,3515,367,8,532,0,0,0,0,0,0,1,9658,0,0,0,0,0,10,0,0,5,38,48,0,0,0,0,0,0,0,0,3,472,0,37957,0,6,0,0,0,240,0,2608,0,0,2,0,3183,0,19892,8531,2034,855,42,987,59933,773,36284,17372,145329,4248,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,36,0,96,0,14,0,0,0,0,0,0,0,0,0,14977,25099,27,34516,0,0,3854,104,0,0
GA,13033,18751,17877,0,43,12441,99,20088,0,0,0,0,0,0,0,1968,0,6274,892,217,610,0,5,0,0,0,0,15,16682,0,0,0,0,0,10,0,0,14,5,20,0,0,0,3,0,0,0,0,8,247,0,65021,0,2,0,1,0,563,0,5301,0,0,0,42,2574,0,21136,6297,1152,439,138,15856,94850,1340,47778,28007,144143,3193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,241,0,185,0,35,0,7,0,0,0,0,0,0,0,0,3,18760,18062,284,18753,3,0,8673,256,0,0
GA,13035,28,10,0,2,9,1,2,0,0,0,0,0,0,0,103,0,103,2,4,2,0,0,0,0,0,0,0,1860,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,0,147,0,41,0,0,0,21,0,45,0,0,0,0,3053,0,6754,1510,489,145,235,43305,30082,361,292,30697,2331,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,10,2,112,0,0,214,4,0,0
GA,13037,10692,10710,0,10,1146,1,17534,0,3,0,0,0,0,0,4776,0,997,48,49,36,0,0,0,0,0,0,0,1585,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,76,0,23736,0,0,0,139,0,342,0,4864,0,0,0,2,1569,0,4742,859,130,15,38,21929,33327,2313,2018,6590,30141,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,532,0,27,0,12,0,0,0,0,0,0,0,0,0,0,0,10696,10737,542,2155,0,0,6334,63,0,0
GA,13039,319,151,0,0,121,0,51,1,0,0,0,0,0,0,4,0,2,0,0,4,0,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,481,0,0,0,0,0,10,0,50,0,0,0,0,17099,0,18712,5921,1708,463,2273,90,136845,142,28218,6358,121528,82303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,319,151,0,123,0,0,6,0,0,0
GA,13043,3708,9670,0,3,8482,2,3748,0,0,0,0,0,0,0,137,0,1426,114,3,201,0,0,0,0,0,0,7,4344,0,0,0,0,0,2,0,1,4,28,44,0,0,0,0,0,0,0,0,0,50,0,17614,0,1,0,0,0,66,0,692,0,0,0,0,1438,0,6436,2386,415,106,8,712,25046,287,15820,8606,45712,1853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,0,14,1,39,0,0,0,0,0,0,0,0,0,3713,9679,3,9923,0,0,1576,17,0,0
GA,13045,232,25,0,0,694,6,16,0,0,0,0,0,0,0,40,0,62,10,1,8,0,0,0,0,0,0,0,4392,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475,0,711,0,2,0,0,0,1,0,49,0,0,0,0,4922,0,21106,11880,2756,1251,87,114602,63427,201,3868,90392,1117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,248,39,0,756,16,0,116,1,0,0
GA,13047,364,1,0,12,301,2,2,0,0,0,0,0,0,0,5,0,20,0,2,0,0,0,0,0,0,0,2,2564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,0,39,0,0,0,0,0,0,0,1,0,0,0,0,208,0,12753,6143,1765,604,44,34537,7285,8883,1629,26596,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,1,12,321,2,0,25,2,0,0
GA,13049,1451,289,0,6,162,0,135,27,0,0,0,0,0,0,7,0,12,8,0,7,0,0,0,0,0,0,0,1045,0,0,0,1,0,0,0,0,36,1,4,0,0,0,0,0,0,0,0,0,1,0,1029,0,0,0,0,0,14,0,42,0,0,0,0,733,0,14973,3233,447,47,24,48,141332,238,55628,13826,257788,7622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702,0,0,0,0,0,0,0,0,0,1451,289,6,174,0,0,19,0,0,0
GA,13051,52,22,0,0,202,0,38,0,0,0,0,0,0,0,0,0,1,123,0,3,0,0,0,0,0,0,0,639,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,2,0,965,0,0,0,0,0,0,0,6,0,0,0,0,32677,0,30151,20461,9602,5434,2592,174,39730,191,5802,6434,53262,99053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,52,22,0,203,0,0,1,0,0,0
GA,13053,248,80,0,0,342,0,133,0,0,0,0,0,0,0,79,0,27,104,5,3,0,0,0,0,0,0,0,755,0,0,0,0,0,2,0,0,0,17,0,0,0,0,0,0,0,0,0,0,5,0,4579,0,0,0,0,0,2,0,62,0,0,0,6,1520,0,8606,2292,1092,480,246,57741,52283,6638,4931,12935,5593,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,80,2,369,0,0,110,5,0,0
GA,13055,1242,310,0,2,3906,18,255,0,0,0,0,0,0,0,2,0,253,0,0,2,0,0,0,0,0,0,2,7150,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,601,0,0,0,0,0,0,0,14,0,0,0,0,473,0,11620,2263,455,183,15,88807,27306,17952,4791,32800,130,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1242,310,2,4159,0,0,255,0,0,0
GA,13057,47,7,0,6,30,52,0,0,0,0,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,1064,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,2,0,0,0,0,0,0,0,0,0,0,7392,0,38398,16465,4118,1092,250,140737,35737,1397,567,30256,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,7,6,31,0,0,6,0,0,0
GA,13059,40,18,0,2,18,0,0,0,0,0,0,0,0,0,87,0,207,6,0,3,0,0,0,0,0,0,0,1438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,42,0,0,0,0,0,0,0,0,0,0,0,0,639,0,15522,9153,2871,1049,82,26631,6858,42,25,12064,914,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,18,13,225,0,0,305,0,0,0
GA,13061,2698,3704,0,4,971,0,10231,0,0,0,0,0,0,0,3709,0,388,129,39,19,0,0,0,0,0,0,0,2533,0,0,0,0,0,0,0,0,0,237,0,0,0,0,0,0,0,0,0,0,47,0,13902,0,0,0,0,0,40,0,473,0,0,0,1,13974,0,3056,537,62,7,18,24653,40489,3198,2463,4852,6040,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,61,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2701,3713,65,1359,0,0,4170,39,0,0
GA,13063,2,1,0,0,6,0,0,0,0,0,0,0,0,0,13,0,0,9,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,79,0,2,0,0,0,0,0,0,0,0,0,0,1255,0,20218,22438,8532,6604,256,13721,12131,42,124,6339,661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,6,0,0,13,0,0,0
GA,13065,1262,1180,0,3,350,2,408,2,0,0,0,0,0,0,5,0,27,13,57,45,0,0,0,0,0,0,0,544,0,0,0,28,0,0,0,0,184,1,0,2,0,0,1,0,0,0,0,0,14,0,7664,0,0,0,1,0,10,0,179,0,0,0,9,695,0,20785,5053,302,102,75,162,181957,495,53074,11666,234418,5496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1372,0,0,0,0,0,0,0,0,0,1264,1181,4,378,0,0,34,60,0,0
GA,13067,11,1,0,0,20,1,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,2703,0,64048,53459,16570,8238,221,35183,29872,61,125,9578,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,20,0,0,7,0,0,0
GA,13069,5590,40814,0,157,3952,6,17216,273,2,0,0,0,0,0,89,0,673,635,212,1094,0,1,0,0,0,0,84,8628,0,0,0,0,0,1,0,0,75,10,0,4,0,0,9,0,0,0,0,0,283,0,34981,0,1,0,61,0,102,0,1391,0,0,0,129,2831,0,15245,4429,987,613,131,1306,104275,2174,23668,19756,88462,4726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,310,0,0,0,0,0,0,0,0,2,0,124,0,13,0,332,0,0,0,0,0,0,0,0,0,5900,40938,159,4638,0,0,888,535,0,0
GA,13071,9198,55276,0,394,2262,6,20973,28,3,0,0,0,0,0,3001,0,680,294,79,204,0,2,0,0,0,0,0,8128,0,0,0,84,0,0,0,0,3,238,0,72,0,0,373,0,0,0,0,3,1094,0,38588,0,2,0,0,0,702,0,5631,0,0,0,3,2956,0,14354,5188,1272,645,119,11334,84712,6602,1165,22691,54150,3009,0,0,0,0,0,5,0,0,0,0,1,0,0,0,34,0,0,46,0,0,13,0,0,0,0,0,0,0,0,0,44,0,538,0,2,0,31,6,0,0,0,0,0,0,0,0,9211,55814,438,2944,0,0,4276,81,5,0
GA,13073,191,135,0,26,253,2,39,2,0,0,0,0,0,0,46,0,95,12,18,31,0,0,0,0,0,0,1,2552,0,0,0,0,0,1,0,0,4,2,1,0,0,0,1,0,0,0,0,0,48,0,4092,0,0,0,0,0,24,0,115,0,0,0,48,12434,0,18079,11178,2591,823,431,45406,62296,981,1408,26218,6796,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,195,135,32,349,0,0,151,19,0,0
GA,13075,2606,21614,0,177,1713,0,10392,84,0,0,0,0,0,0,157,0,77,69,21,183,0,0,0,0,0,0,31,2531,0,0,0,1,0,0,0,0,2,513,0,20,0,0,49,4,0,0,0,0,2384,0,18251,0,11,0,3,0,104,0,790,0,0,0,1,761,0,6626,2173,847,340,53,2393,28166,2070,1843,7686,32291,1951,0,0,0,0,0,86,0,0,0,0,0,0,0,0,66,0,0,3,0,0,4,3,0,0,0,0,0,0,0,0,5,0,75,0,4,0,2,27,0,0,0,0,0,0,0,0,2613,21689,182,1794,0,0,318,28,86,0
GA,13077,6,6,0,0,60,3,0,0,0,0,0,0,0,0,566,0,16,131,0,0,0,0,0,0,0,0,0,2437,0,0,0,0,0,56,0,0,3,0,0,0,0,0,0,0,0,0,0,1,200,0,466,0,52,0,0,0,0,0,2,0,0,0,0,4424,0,22330,12684,2829,1274,211,91869,79795,98,821,57235,7783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,7,6,0,88,1,0,582,12,0,0
GA,13079,234,1285,0,10,719,62,213,0,18,0,0,0,0,0,203,0,311,35,5,25,0,1,0,0,0,0,13,1587,0,0,0,0,0,613,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1762,0,2384,0,2144,0,1,3,773,0,2773,0,1,0,0,1328,0,7427,1177,177,43,608,60594,65413,2354,966,38828,14651,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,246,1290,15,1030,0,0,536,5,0,0
GA,13081,3601,36836,0,399,1553,7,12499,0,0,0,0,0,0,0,1289,0,1467,107,183,41,0,12,0,0,0,0,0,3507,0,0,0,1,0,1,0,0,1,282,0,3,0,0,30,0,0,0,0,2,498,0,20265,0,3,0,0,0,591,0,4751,0,0,0,0,4187,0,8189,3986,922,455,40,12998,30440,3449,140,9323,16450,1104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,32,0,148,0,114,0,2,0,0,0,0,0,0,0,0,0,3602,36984,431,3134,0,0,2937,297,0,0
GA,13083,811,7,0,0,1350,0,5,0,0,0,0,0,0,0,21,0,51,0,4,1,0,0,0,0,0,0,0,1851,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,28,0,101,0,0,0,0,0,0,0,1,0,0,0,0,237,0,7177,1986,312,81,0,67946,4246,6638,1903,16580,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,813,7,0,1408,0,0,74,11,0,0
GA,13085,179,0,0,0,21,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1041,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1935,0,9719,1835,508,226,34,95062,13037,448,274,12739,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,0,21,0,0,3,0,0,0
GA,13087,17521,24493,0,1130,3489,7,31996,2,791,0,0,0,0,0,1841,0,407,300,248,81,0,7,0,0,0,0,0,3734,0,0,0,4,1,0,0,0,1,106,0,5,0,0,35,0,0,0,0,0,2535,0,44034,0,7,0,25,0,451,0,3415,0,0,0,2,12576,0,13240,5372,1151,452,106,8943,130620,4827,7678,19147,54619,2980,0,8,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,15,0,0,75,6,0,0,0,0,0,0,0,0,7,0,292,0,28,0,12,0,0,0,0,0,0,0,0,0,17602,24785,1137,3924,0,0,2622,282,0,0
GA,13089,6,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,0,2,0,0,0,0,0,0,0,0,0,0,1611,0,52137,39967,14552,8674,981,23927,24609,78,105,5847,716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,2,0,0,0
GA,13091,1914,10231,0,171,5168,44,3576,2,0,0,0,0,0,0,928,0,2515,1144,493,84,0,1,0,0,0,0,1,5290,0,0,0,2,0,30,0,0,0,204,5,3,0,0,15,3,0,0,0,1,578,0,32957,0,21,0,1,0,197,0,2801,0,0,0,1,2185,0,12882,2590,471,181,217,15458,110779,3166,15885,29962,57331,1610,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,96,0,0,0,0,0,0,0,0,12,0,634,0,95,0,106,0,0,0,0,0,0,0,0,0,2086,10865,183,7778,0,0,4165,684,1,0
GA,13093,3673,66947,0,433,4665,350,17778,0,10,0,0,0,0,0,2092,0,8546,110,238,52,0,413,0,0,0,0,0,3523,0,0,0,0,0,129,0,0,1,57,0,2,0,0,29,0,0,0,0,0,840,0,17443,0,54,0,0,0,624,0,3823,0,2,0,0,855,0,6461,2364,544,162,51,18549,47976,3468,135,10096,28142,1156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,504,0,1720,0,58,0,1,0,0,0,0,0,0,0,0,0,3741,68667,937,13269,0,0,12930,296,0,0
GA,13095,3065,4868,0,2,512,0,3175,0,6,0,0,0,0,0,1044,0,943,7,32,8,0,1,0,0,0,0,0,608,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,832,0,22099,0,0,0,11,0,818,0,15303,0,0,0,1,1748,0,19357,12126,4059,2195,44,17084,42554,3198,903,12481,42756,2170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,11,0,187,0,4,0,0,0,0,0,0,0,0,0,0,0,3069,5055,13,1459,0,0,2189,36,0,0
GA,13097,23,1,0,0,54,4,0,0,0,0,0,0,0,0,18,0,4,1,0,0,0,0,0,0,0,0,0,458,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,28,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1573,0,17106,13627,3274,1551,300,52311,21227,41,380,15830,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,0,58,1,0,22,0,0,0
GA,13099,11795,27861,0,42,3608,2,36861,0,0,0,0,0,0,0,3930,0,2183,46,492,86,0,0,0,0,0,0,0,5254,0,0,0,0,0,1,0,0,0,23,0,0,0,0,0,0,0,0,0,0,1302,0,39192,0,0,0,0,0,192,0,1829,0,0,0,4,2920,0,8793,2036,372,138,43,36194,82758,4748,6185,15652,35055,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,84,0,0,0,0,0,0,0,0,0,53,0,622,0,26,0,0,0,0,0,0,0,0,0,0,0,11879,28483,95,5817,0,0,6872,518,0,0
GA,13101,566,299,0,40,150,0,199,4,1,0,0,0,0,0,2,0,11,38,25,183,0,0,0,0,0,0,1,725,0,0,0,0,0,0,0,0,69,2,0,0,0,0,36,0,0,0,0,0,57,0,7957,0,1,0,2,0,10,0,153,0,0,0,3,178,0,8845,1374,46,11,17,181,93291,1108,27182,4385,120275,1849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35,0,0,0,0,0,0,0,0,0,569,299,40,162,0,0,13,29,0,0
GA,13103,4472,1654,0,2,6049,22,1837,0,0,0,0,0,0,0,248,0,421,144,0,216,0,0,0,0,0,0,0,2874,0,0,0,0,0,0,0,1,1,7,4,0,0,0,0,0,0,0,0,0,506,0,12124,0,1,0,0,0,31,0,371,0,0,0,0,2359,0,14741,4271,957,410,244,365,76746,627,28187,12316,134581,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,30,0,0,0,0,0,0,0,0,0,4473,1654,2,6474,0,0,670,4,0,0
GA,13105,738,193,0,3,1359,0,26,0,0,0,0,0,0,0,602,0,364,71,7,10,0,18,0,0,0,0,0,9624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,604,0,0,0,0,0,3,0,12,0,0,0,0,14355,0,12280,3207,901,344,125,81437,52847,162,617,57509,2230,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,761,194,11,1723,0,0,981,24,0,0
GA,13107,4606,11808,0,12,9906,10,8069,0,0,0,0,0,0,0,180,0,1869,107,107,222,0,0,0,0,0,0,2,8821,0,0,0,0,0,6,0,0,11,2,8,0,0,0,4,0,0,0,0,0,394,0,38858,0,0,0,0,0,111,0,1186,0,0,1,19,1974,0,20958,5744,968,257,73,9405,123952,2295,57084,31636,97999,3063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,2,0,80,0,32,0,11,0,0,0,0,0,0,0,0,2,4618,11888,14,11809,2,0,2141,141,0,0
GA,13109,2587,2997,0,4,4548,4,1460,0,0,0,0,0,0,0,111,0,341,95,2,107,0,0,0,0,0,0,1,3420,0,0,0,0,0,4,0,0,2,0,40,0,0,0,1,0,0,0,0,2,187,0,9846,0,0,0,0,0,68,0,578,0,0,0,0,780,0,7425,2237,460,149,16,415,27446,253,10686,6570,35671,1084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,8,0,0,0,0,0,0,0,0,0,2587,2999,4,4892,0,0,454,5,0,0
GA,13111,380,0,0,5,33,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3716,0,0,0,0,0,1,0,0,41,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,2,0,0,0,0,0,0,0,0,0,3068,0,12021,1243,320,93,173,198397,16935,2083,324,11436,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394,0,5,34,2,0,14,0,0,0
GA,13113,3,1,0,0,8,0,0,0,0,0,0,0,0,0,68,0,0,36,0,0,0,0,0,0,0,0,0,749,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,232,0,8,0,0,0,0,0,3,0,0,0,0,3134,0,17457,11700,2823,1118,255,30506,30502,32,249,24440,3987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,8,0,0,68,0,0,0
GA,13115,3744,1265,0,28,5171,338,18,0,0,0,0,0,0,0,61,0,745,0,0,0,0,0,0,0,0,0,1,8754,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,0,1909,0,0,0,0,0,0,0,12,0,0,0,0,5157,0,24675,10322,3041,1357,214,105268,60934,32466,9460,55458,1054,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3744,1265,28,5916,0,0,806,0,0,0
GA,13117,27,0,0,1,14,0,0,0,0,0,0,0,0,0,26,0,0,4,0,2,0,0,0,0,0,0,1,1484,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,14144,0,25671,16756,4045,1303,352,54332,13313,71,201,26458,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,1,14,4,0,28,0,0,0
