StPostal,Fips,Category_001,Category_002,Category_003,Category_004,Category_005,Category_006,Category_010,Category_011,Category_012,Category_013,Category_014,Category_021,Category_022,Category_023,Category_024,Category_025,Category_026,Category_027,Category_028,Category_029,Category_030,Category_031,Category_032,Category_033,Category_034,Category_035,Category_036,Category_037,Category_038,Category_039,Category_041,Category_042,Category_043,Category_044,Category_045,Category_046,Category_047,Category_048,Category_049,Category_050,Category_051,Category_052,Category_053,Category_054,Category_055,Category_056,Category_057,Category_058,Category_059,Category_060,Category_061,Category_066,Category_067,Category_068,Category_069,Category_070,Category_071,Category_072,Category_074,Category_075,Category_076,Category_077,Category_092,Category_111,Category_112,Category_121,Category_122,Category_123,Category_124,Category_131,Category_141,Category_142,Category_143,Category_152,Category_176,Category_190,Category_195,Category_204,Category_205,Category_206,Category_207,Category_208,Category_209,Category_210,Category_211,Category_212,Category_213,Category_214,Category_216,Category_217,Category_218,Category_219,Category_220,Category_221,Category_222,Category_223,Category_224,Category_225,Category_226,Category_227,Category_229,Category_230,Category_231,Category_232,Category_233,Category_234,Category_235,Category_236,Category_237,Category_238,Category_239,Category_240,Category_241,Category_242,Category_243,Category_244,Category_245,Category_246,Category_247,Category_248,Category_249,Category_250,Category_254,Corn_all,Cotton_all,Sorghum_all,Soybeans_all,Barley_all,Wheat_Durum_all,Wheat_Winter_all,Oats_all,Canteloupe_all,Lettuce_all
FL,12087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,132591,0,35892,33905,29465,7473,169,0,73,10,90,9,1695244,924572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,12089,2527,3722,0,104,1,0,952,7,0,0,0,0,0,0,60,0,0,61,45,57,0,0,0,0,0,0,0,4495,0,0,0,37,1507,2,0,0,1,35,0,0,0,0,26,0,0,0,0,0,1292,0,4101,0,0,0,0,0,0,0,0,0,0,0,1,56088,0,105881,27862,8009,2121,2996,70,784666,2788,255166,79741,434634,139769,0,0,0,0,0,0,0,0,18,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2527,3722,104,1,0,0,60,45,0,0
FL,12091,2294,20716,0,14,3445,12,15088,0,0,0,0,0,0,0,224,0,1216,0,365,449,0,0,0,0,0,0,0,16949,0,0,0,0,0,506,0,0,0,0,0,0,0,0,0,0,0,0,0,1,685,0,88828,0,0,0,0,0,16,0,1980,0,0,1,56,19341,0,210323,94784,36415,14109,20388,2172,1325771,20279,301441,186682,313460,4849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,94,143,0,0,0,0,0,0,0,0,0,0,2437,20765,14,4898,0,0,1489,459,0,0
FL,12093,0,0,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1117,0,0,0,19,5,3,23,0,0,339,0,3,0,0,1,0,0,0,0,0,129,0,18,0,0,0,0,0,0,11680,0,0,0,0,1,286904,0,86506,22277,4941,1312,204,1,12533,892,186993,1119227,593598,177528,0,0,0,0,0,0,0,0,60260,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,12095,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,0,0,0,59,32,93,0,0,0,141,0,64,0,0,27,0,0,0,0,0,150,0,259,0,0,0,0,0,0,4434,0,0,0,0,14,250894,0,433635,340287,171602,55923,8426,20,134835,503,157450,266667,837773,136482,0,0,0,0,0,0,0,0,90279,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,12097,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,0,76,17,46,0,0,0,26,0,58,0,0,7,0,0,0,0,0,739,0,147,0,0,0,0,0,0,6760,0,0,0,0,16,368458,0,222872,94023,37417,6486,3137,12,62189,960,513950,1276940,1425807,216223,0,0,0,0,0,0,0,0,98611,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,12099,822,0,21932,0,0,0,0,0,29060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3616,96,2677,1673909,19,702,4,0,0,0,0,0,0,0,0,0,0,48835,0,102148,0,0,0,0,0,53,25284,0,0,0,0,4,678540,0,486829,501795,236214,49741,12325,0,982,1,779,89466,726931,1674683,0,0,0,0,0,0,0,0,12918,0,0,0,0,0,596,0,0,19,0,0,0,0,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2864,0,0,0,0,0,0,822,0,0,0,0,0,0,0,0,322
FL,12101,40,0,0,0,0,0,1510,0,0,0,0,0,0,0,0,0,0,513,0,173,0,0,0,0,0,0,0,21984,0,0,0,0,1,1,0,0,0,220,0,1,0,0,9,0,0,0,0,26,13,0,571,0,0,0,0,0,0,1962,0,0,0,0,0,19353,0,286212,166992,112188,20791,2019,119,377811,76,113098,403457,528631,68113,0,0,0,0,0,0,0,0,75615,0,0,0,0,0,0,0,40,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0
FL,12103,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,31722,0,122540,290896,184774,54696,4455,3,21028,30,3268,4673,101669,14101,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,12105,0,0,0,0,0,0,136,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1292,0,0,0,34,42,60,0,0,0,187,0,169,0,0,81,0,0,0,0,0,4543,0,152,0,0,0,0,0,0,38747,0,0,0,0,34,429490,0,551725,222359,89386,28846,58886,16,91606,398,419580,1227174,1694939,182893,0,0,0,0,0,0,0,0,740886,0,0,0,0,0,0,0,137,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,12107,2675,0,0,1,0,0,197,0,0,0,0,0,0,0,0,0,0,44,0,2,0,0,0,0,0,0,0,3135,0,0,0,4,21476,1549,0,0,0,24,0,7,0,0,11,0,0,0,0,0,34,0,2514,0,0,0,0,0,0,627,0,0,0,0,0,239522,0,220804,40112,7541,2573,5639,141,845628,1004,277618,176218,462688,55456,0,0,0,0,0,0,0,0,12511,0,0,0,0,0,608,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2675,0,1,0,0,0,0,0,0,0
FL,12109,469,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,30,0,0,0,0,70681,16,1,0,0,33,0,0,0,0,0,0,0,0,0,0,12147,0,1798,0,0,0,0,0,0,3,0,0,0,0,0,162135,0,145408,98583,27078,4586,18145,202,463570,1314,219184,65524,513916,92244,0,0,0,0,0,0,0,0,74,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2364,0,0,0,0,0,469,0,0,0,0,0,0,1,0,0
FL,12111,0,0,1,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,1597,1467,0,1,31,0,0,0,0,0,0,0,0,0,0,826,0,173,0,0,0,0,0,0,186493,0,0,0,0,0,15067,0,228262,138924,38862,10808,3436,4,3993,8,3377,413825,317620,68983,0,0,0,0,0,0,0,0,221675,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,12113,4503,122633,0,13,8740,0,68444,0,0,0,0,0,0,0,722,0,5029,0,258,4185,0,0,0,0,0,0,0,23413,0,0,0,0,0,2217,0,0,0,12,0,0,0,0,0,0,0,0,0,0,4034,0,72473,0,0,0,0,0,0,0,2199,0,0,0,27,26596,0,251055,70470,17234,4814,9347,1047,1186063,8340,336219,159425,520196,41214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,0,2,0,0,0,0,0,0,0,0,0,0,0,4503,122828,13,13771,0,0,5946,260,0,0
FL,12115,3,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,61,0,0,0,11,98,3,5,0,0,1,0,0,0,0,0,0,0,0,0,9,9,0,44,0,0,0,0,0,0,3157,0,0,0,0,6,22680,0,259184,177760,104240,26207,2436,933,47213,20,77674,253261,578822,96884,0,0,0,0,0,0,0,0,15185,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
FL,12117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9,42,20,5,0,0,57,0,5,0,0,0,0,0,0,0,0,98,0,166,0,0,0,0,0,0,618,0,0,0,0,0,86955,0,205678,129924,49609,12106,546,1,48193,100,18068,50051,306581,75567,0,0,0,0,0,0,0,0,7981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,12119,31,1,0,0,0,0,5742,0,0,0,0,0,0,0,0,0,0,7,0,1462,0,0,0,0,0,0,0,41496,0,0,0,1,3,124,0,0,0,326,0,1,0,0,2,0,0,0,0,606,17,0,1514,0,0,0,0,3,0,846,0,0,0,0,0,22983,0,93650,29895,19492,3429,5496,134,261394,58,67284,448715,611989,48105,0,0,0,0,0,0,0,0,4548,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,31,1,0,0,0,0,0,0,0,0
FL,12121,29228,69,0,4255,3235,0,46338,27,495,0,0,0,0,0,24,0,72,1721,1281,7669,0,0,0,0,0,0,0,88071,0,0,0,2020,3326,179,0,0,151,1140,0,0,0,0,10008,0,0,0,0,1,45402,0,57518,0,0,0,0,0,0,0,15,0,0,0,0,5682,0,114875,30584,3511,612,1881,2836,489477,46874,357673,459287,165566,6903,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,2570,0,0,0,0,0,0,0,0,0,0,0,0,256,862,0,0,0,0,0,0,0,0,0,0,32660,69,4255,4425,0,0,96,4107,0,0
FL,12123,2486,15,0,61,1172,0,1606,0,18,0,0,0,0,0,0,0,2,1697,367,391,0,0,0,0,0,0,0,2308,0,0,0,78,138,176,0,0,0,0,0,0,0,0,286,0,0,0,0,0,362,0,1167,0,0,0,0,0,0,0,69,0,0,0,0,5151,0,132332,24728,4721,1048,7847,1324,883622,23364,296037,230439,1199523,198120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,2,102,0,0,0,0,0,0,0,0,0,0,2654,15,61,1278,0,0,2,435,0,0
FL,12125,598,6,0,224,12,0,788,32,0,0,0,0,0,0,16,0,0,751,43,246,0,0,0,0,0,0,0,18357,0,0,0,3,1,0,0,0,0,3,0,0,0,0,285,0,0,0,0,0,5861,0,10529,0,0,0,0,0,0,0,0,0,0,0,0,8555,0,31758,6570,997,214,422,41,277659,1756,119444,83519,145934,4012,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598,6,224,12,0,0,16,43,0,0
FL,12127,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,16,1392,497,57,0,0,16,0,17,0,0,0,0,0,0,0,0,308,0,334,0,0,0,0,0,0,2294,0,0,0,0,1,295179,0,399925,227845,58641,12220,7638,14,632615,167,218435,178083,1050128,350629,0,0,0,0,0,0,0,0,39691,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,12129,407,13,0,0,158,0,99,0,0,0,0,0,0,0,0,0,17,55,2,49,0,0,0,0,0,0,0,5270,0,0,0,26,23,22,0,0,0,0,0,0,0,0,70,0,0,0,0,0,7,0,343,0,0,0,0,0,2,0,103,0,0,0,0,13601,0,75035,13707,2310,371,6270,10407,567145,42537,59875,45748,801562,129785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,411,13,0,179,0,0,17,2,0,0
FL,12131,4516,15788,0,8,15131,11,22869,0,0,0,0,0,0,0,372,0,1413,0,2420,634,0,0,0,0,0,0,0,28730,0,0,0,0,1,0,0,2,3,175,0,0,0,0,0,0,0,0,0,19,1013,0,102467,0,0,0,0,0,51,0,3934,0,0,34,90,31070,0,164286,41939,10542,1323,16470,4538,1385805,24172,478785,191164,500657,26554,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,655,84,0,0,0,0,0,0,0,0,0,0,4600,15788,8,17283,0,0,1785,3075,2,0
FL,12133,3289,20672,0,41,4380,1,21278,0,0,0,0,0,0,0,241,0,582,40,1023,1135,0,0,0,0,0,0,0,33877,0,0,0,0,0,0,0,7,1,8,0,0,0,0,33,0,0,0,0,7,2622,0,51282,0,0,0,0,0,1,0,97,0,0,0,3,36820,0,95210,18388,2176,513,3906,585,565177,5018,385426,123034,388950,6192,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,19,0,1036,207,0,0,0,0,0,0,0,0,0,0,3501,20691,41,6205,0,0,842,2064,2,0
GA,13001,37732,141614,0,33,37226,3,45385,218,0,0,0,0,0,0,74,0,1251,155,16,1273,0,0,0,0,0,0,0,27528,0,0,0,69,0,4,0,0,1573,19,30,0,0,0,2,0,0,0,0,7,214,0,41849,0,0,0,0,0,528,0,2834,0,0,0,0,7439,0,58437,23113,3510,1460,672,2978,330852,1075,175010,71629,433881,11923,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,13,0,0,1,0,0,0,0,0,0,0,0,0,8,0,320,0,11,2,12619,0,0,0,0,0,0,0,0,0,37735,141934,41,38490,0,0,1654,27,0,0
GA,13003,15465,59580,0,370,8554,34,30310,1338,30,0,0,0,0,0,120,0,586,1243,978,1711,0,3,0,0,0,0,32,16724,0,0,0,0,0,2,0,0,145,47,1,1,0,0,34,0,0,0,0,0,300,0,57001,0,23,0,39,0,166,0,2620,0,0,0,81,3594,0,38997,8776,1175,349,313,1417,299771,3456,97751,39446,277110,16720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,211,0,0,0,0,0,0,0,0,6,0,23,0,5,0,1827,12,0,0,0,0,0,0,0,0,15677,59603,376,9145,0,0,736,1194,0,0
GA,13005,26539,78261,0,18,14903,7,22358,137,0,0,0,0,0,0,32,0,1126,124,24,300,0,0,0,0,0,0,1,34102,0,0,0,81,0,1,0,1,2486,0,7,0,0,0,34,0,0,0,0,0,35,0,26068,0,0,0,0,0,238,0,1230,0,0,0,1,1905,0,35006,12714,2092,673,43,814,167799,315,92275,36170,227518,10659,0,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,8,0,662,0,5,1,25984,0,0,0,0,0,0,0,0,13,26541,78923,26,16048,13,0,1828,30,0,0
GA,13007,48213,67149,0,129,8091,5,98083,0,403,0,0,0,0,0,9618,0,2014,120,3618,305,0,11,0,0,0,0,0,3478,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,1,900,0,174721,0,3,0,10,0,1679,0,11527,0,0,0,0,7313,0,34486,5797,394,64,392,67429,246251,13811,4743,56468,126038,10216,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,259,2,0,0,0,0,0,0,0,0,15,0,828,0,32,0,3,0,0,0,0,0,0,0,0,0,48474,67977,144,10137,0,0,12734,3652,0,0
GA,13009,549,251,0,22,315,67,77,2,0,0,0,0,0,0,388,0,160,128,12,15,0,7,0,0,0,0,0,12629,0,0,0,0,0,4,0,0,0,5,0,0,0,0,1,0,0,0,0,0,106,0,17366,0,12,0,0,1,38,0,847,0,0,0,0,28358,0,53470,17112,4666,1579,1278,259697,165780,12609,1517,146830,42641,1608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,2,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,560,254,24,475,0,0,562,14,0,0
GA,13011,358,28,0,3,246,0,0,0,0,0,0,3,0,0,254,0,125,7,14,26,0,0,0,0,0,0,0,16925,0,0,0,0,0,18,0,0,0,1,0,0,0,0,1,0,0,0,0,9,3,0,118,0,33,0,0,0,0,0,0,0,0,0,0,4467,0,35281,14062,3850,940,539,363967,29852,160,444,194826,6467,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,39,0,0,0,0,3,0,0,0,0,0,0,0,0,362,67,8,371,3,0,427,14,0,0
GA,13013,115,38,0,4,32,0,1,0,0,0,0,0,0,0,109,0,13,15,28,17,0,1,0,0,0,0,0,16041,0,0,0,0,0,16,0,0,1,1,0,0,0,0,1,0,0,0,0,8,11,0,186,0,1,0,0,0,1,0,0,0,0,0,0,3785,0,43047,41386,8110,3273,1076,145012,35623,225,205,164879,5514,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,1,0,10,0,1,0,0,4,0,0,0,0,0,0,0,0,134,48,5,46,0,0,152,29,0,0
GA,13015,11043,4770,0,4,18718,443,560,0,0,0,0,0,0,0,31,0,2274,2,8,13,0,6,0,0,0,0,16,36648,0,0,0,0,0,14,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1192,0,3745,0,0,0,0,0,0,0,12,0,0,0,0,32332,0,129170,50237,13750,6317,1432,482638,242312,25603,21319,267185,773,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11152,4771,4,20992,108,0,2307,8,0,0
GA,13017,17522,47061,0,60,3696,10,32498,85,0,0,0,0,0,0,545,0,781,548,373,256,0,0,0,0,0,0,1,10013,0,0,0,1,0,1,0,0,4,150,0,10,0,0,20,10,0,0,0,2,683,0,56016,0,1,0,5,0,1077,0,9434,0,0,0,4,5767,0,37799,9332,2302,1610,129,24645,289170,8272,14090,50045,101585,4930,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,35,14,0,0,0,0,0,0,0,0,101,0,85,0,5,0,199,0,0,0,0,0,0,0,0,0,17571,47146,161,4482,0,0,1547,392,1,0
GA,13019,32463,120379,0,1559,15088,16,75286,1981,8,0,0,0,0,0,1309,0,431,326,237,3144,0,10,0,0,0,0,185,13386,0,0,0,5,0,1,0,0,70,2586,0,29,0,0,740,12,0,0,0,0,2001,0,134570,0,66,0,68,0,641,0,10901,0,0,0,72,6276,0,46650,8537,1446,750,350,11793,404289,13504,35576,52769,301225,14713,0,0,0,0,0,225,0,0,0,0,2,0,0,1,28,0,0,4,0,0,22,52,0,0,0,0,0,0,0,0,670,0,362,0,25,0,475,0,0,0,0,0,0,0,0,0,32537,120741,2229,15544,0,0,2794,314,225,0
GA,13021,743,1154,0,58,2641,102,331,1,2,0,0,0,0,0,1178,0,3295,181,36,192,0,0,0,0,0,0,0,10779,0,0,0,0,0,55,0,0,0,7,0,0,0,0,165,7,0,0,0,0,756,0,8643,0,318,0,1,1,139,0,1256,0,1,0,2,17074,0,120111,60564,26403,12234,3512,174790,73582,11685,653,95729,100673,4959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,82,0,133,0,15,0,74,0,0,0,0,0,0,0,0,0,756,1287,140,5951,0,0,4698,54,0,0
GA,13023,20945,42554,0,61,12398,76,7521,0,4,0,0,0,0,0,3829,0,19521,619,229,68,0,0,0,0,0,0,0,26384,0,0,0,0,0,294,0,0,0,5,0,3,0,0,19,1,0,0,0,2,1103,0,69580,0,85,0,0,2,829,0,8178,0,5,0,4,3968,0,27941,6386,1106,458,234,78579,150950,9312,3698,54888,72610,2503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,67,6,0,0,0,0,0,0,0,0,757,0,1693,0,13,0,10,0,0,0,0,0,0,0,0,0,21018,44247,818,31932,0,0,25867,248,0,0
GA,13025,7728,7473,0,47,2451,2,2926,202,2,0,0,0,0,0,65,0,190,93,0,351,0,0,0,0,0,0,0,14077,0,0,0,13,0,1,0,0,205,2,21,0,0,0,0,0,0,0,0,0,12,0,12617,0,0,0,0,0,500,0,649,0,0,0,0,4244,0,61532,11510,1036,139,357,176,344930,148,170712,91030,527615,22309,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,4,0,3420,0,0,0,0,0,0,0,0,0,7728,7486,47,2645,0,0,268,4,0,0
GA,13027,29135,152655,0,376,44174,5,66229,154,35,0,0,0,0,0,2526,0,1628,660,189,869,0,108,0,0,0,0,8,21213,0,0,0,39,0,0,0,0,6,264,0,405,0,0,701,16,0,0,0,0,2034,0,149132,0,1030,0,23,0,1879,0,16887,0,0,0,4,6058,0,59363,7970,1133,430,126,17986,315800,33418,48862,68090,355179,22924,0,0,0,0,0,21,0,0,0,0,5,0,0,20,49,0,0,345,0,0,4,240,0,0,0,0,0,0,0,0,39,0,1559,0,340,0,57,74,0,0,0,0,0,0,0,0,29379,154214,415,46142,0,0,5756,769,21,0
GA,13029,5913,2113,0,11,9662,17,2195,0,0,0,0,0,0,0,207,0,1401,382,2,117,0,0,0,0,0,0,0,3583,0,0,0,0,0,5,0,0,16,34,37,0,0,0,1,0,0,0,0,1,172,0,17547,0,1,0,0,0,81,0,424,0,0,0,0,24249,0,62154,14520,3177,574,1430,949,483436,1861,89294,36150,417160,111280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,1,111,0,0,0,0,0,0,0,0,0,5914,2114,11,11077,0,0,1609,15,0,0
GA,13031,67316,112698,0,108,138966,29,65685,1,0,0,0,0,0,0,1323,0,15807,1651,36,2391,0,0,0,0,0,0,4,43426,0,0,0,0,0,43,0,0,24,173,216,2,0,0,1,0,0,0,0,12,2124,0,170675,0,29,0,1,0,1079,0,11728,0,0,7,2,14314,0,89445,38358,9146,3844,188,4439,269491,3477,163152,78113,653477,19102,0,0,50,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,27,0,0,0,0,0,0,0,0,0,12,0,163,0,430,1,62,0,0,0,0,0,0,0,0,0,67344,112861,120,155204,0,0,17332,466,0,0
GA,13033,84313,80385,0,193,55943,447,90327,1,0,0,0,0,0,0,8849,0,28210,4010,976,2744,0,24,0,0,0,0,67,75010,0,0,0,0,0,46,0,1,63,24,91,0,0,0,13,0,0,0,0,36,1112,0,292368,0,10,0,5,0,2532,0,23837,0,0,2,187,11572,0,95037,28316,5181,1976,622,71296,426496,6025,214837,125934,648142,14358,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,24,20,0,0,0,0,0,0,0,0,1084,0,832,0,159,0,32,0,0,0,0,0,0,0,0,12,84357,81217,1277,84324,12,0,38999,1155,0,0
GA,13035,126,46,0,8,39,3,7,0,0,0,0,0,0,0,464,0,465,9,16,11,0,0,0,0,0,0,1,8365,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,22,85,0,663,0,183,0,0,0,96,0,202,0,0,0,0,13726,0,30370,6790,2197,651,1058,194721,135266,1622,1312,138032,10483,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,164,47,8,504,0,0,968,16,0,0
GA,13037,48075,48159,0,45,5153,4,78843,0,15,0,0,0,0,0,21475,0,4483,218,220,162,0,0,0,0,0,0,0,7125,0,0,0,1,0,1,0,0,1,9,0,0,0,0,0,0,0,0,0,0,341,0,106731,0,1,0,623,0,1539,0,21871,0,0,0,11,7054,0,21322,3862,585,67,169,98606,149856,10400,9073,29630,135532,2835,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,8,8,0,0,0,0,0,0,0,0,2394,0,121,0,55,0,0,0,0,0,0,0,0,0,0,0,48091,48280,2439,9691,0,0,28481,283,0,0
GA,13039,1436,681,0,1,544,0,228,4,0,0,0,0,0,0,19,0,7,1,0,20,0,0,0,0,0,0,0,781,0,0,0,0,0,0,0,0,34,1,0,0,0,0,0,0,0,0,0,0,2,0,2165,0,0,0,0,0,43,0,223,0,0,0,0,76887,0,84139,26623,7680,2084,10222,406,615329,638,126881,28587,546454,370076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,0,0,0,0,0,0,0,0,0,1436,681,1,551,0,0,26,0,0,0
GA,13043,16672,43480,0,14,38138,9,16854,0,0,0,0,0,0,0,616,0,6414,514,14,905,0,0,0,0,0,0,31,19532,0,0,0,0,0,8,0,3,17,126,196,1,0,0,0,0,0,0,0,1,227,0,79204,0,3,0,0,0,296,0,3113,0,0,1,0,6468,0,28940,10730,1866,478,37,3200,112620,1289,71135,38696,205544,8331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,41,0,63,3,176,0,0,0,0,0,0,0,0,0,16692,43521,14,44618,0,0,7088,77,0,0
