StPostal,Fips,Category_001,Category_002,Category_003,Category_004,Category_005,Category_006,Category_010,Category_011,Category_012,Category_013,Category_014,Category_021,Category_022,Category_023,Category_024,Category_025,Category_026,Category_027,Category_028,Category_029,Category_030,Category_031,Category_032,Category_033,Category_034,Category_035,Category_036,Category_037,Category_038,Category_041,Category_042,Category_043,Category_044,Category_045,Category_046,Category_047,Category_048,Category_049,Category_050,Category_052,Category_053,Category_054,Category_055,Category_056,Category_057,Category_058,Category_059,Category_060,Category_061,Category_063,Category_066,Category_067,Category_068,Category_069,Category_070,Category_071,Category_072,Category_074,Category_075,Category_076,Category_077,Category_087,Category_092,Category_111,Category_112,Category_121,Category_122,Category_123,Category_124,Category_131,Category_141,Category_142,Category_143,Category_152,Category_176,Category_190,Category_195,Category_204,Category_205,Category_206,Category_207,Category_208,Category_209,Category_210,Category_211,Category_212,Category_213,Category_214,Category_216,Category_217,Category_218,Category_219,Category_220,Category_221,Category_222,Category_223,Category_224,Category_225,Category_226,Category_227,Category_229,Category_230,Category_231,Category_232,Category_234,Category_235,Category_236,Category_237,Category_238,Category_239,Category_240,Category_241,Category_242,Category_243,Category_244,Category_245,Category_246,Category_247,Category_248,Category_249,Category_250,Category_254,Corn_all,Cotton_all,Sorghum_all,Soybeans_all,Barley_all,Wheat_Durum_all,Wheat_Winter_all,Oats_all,Canteloupe_all,Lettuce_all
IL,17123,110869,0,0,0,66021,0,0,0,610,8,0,0,0,0,314,0,52,0,9,0,0,0,0,0,0,0,924,97,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8075,0,7434,6348,774,214,97,29943,1,0,0,19342,3424,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110869,0,0,66073,0,0,366,9,0,0
IL,17125,146000,0,0,2,76281,6,0,0,173,16464,0,1,0,0,1065,0,278,63,50,0,0,0,0,0,0,0,501,144,0,0,1014,497,0,0,0,0,0,0,0,0,3,0,0,0,0,14,6,0,131,0,0,1,2,0,0,0,0,0,0,80,0,0,0,17790,0,10268,8681,1062,217,88,36731,532,3,0,23736,9395,7272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1974,0,0,0,0,0,0,0,0,0,0,6,0,30,0,0,0,0,0,0,0,0,146007,0,2,76565,1,0,1344,50,0,0
IL,17127,23087,0,2,19,27709,1,0,2,0,0,0,0,0,0,29,0,525,0,0,0,0,0,0,0,0,0,13,1229,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2553,0,7911,2839,637,191,49,43597,436,0,0,41070,2308,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,471,0,0,0,0,0,0,0,0,0,0,23559,0,19,28705,0,0,555,0,0,0
IL,17129,82507,0,0,0,59280,0,0,0,16,110,0,0,0,0,449,0,125,0,5,0,0,0,0,0,0,0,514,123,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1432,0,6415,4879,576,107,61,22852,0,0,0,21817,486,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,82508,0,0,59406,0,0,574,5,0,0
IL,17131,146258,0,0,0,98634,1,0,0,0,165,0,6,0,0,114,0,3,1,131,0,0,0,0,0,0,0,2284,442,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9,0,0,0,0,0,0,0,0,0,0,37,0,0,0,6000,0,8596,7440,647,167,42,44450,1,0,1,43353,4888,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,146260,0,0,98639,6,0,117,131,0,0
IL,17133,50000,0,1,51,45811,7,0,0,26,19,0,0,0,0,648,0,9698,1,2,0,0,0,0,0,0,0,781,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,7,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11530,0,6224,11167,2639,330,269,63854,4,7,1,42942,5036,3008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,7,0,0,0,0,0,329,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50015,0,380,55510,0,0,10689,2,0,0
IL,17135,177851,0,0,2,129188,3,0,0,0,0,0,0,0,0,366,0,515,0,2,0,0,0,0,0,0,0,323,193,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,14,1,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4942,0,17304,12018,1613,374,359,65380,0,0,0,43383,239,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,2,0,0,0,2,70,0,3,0,0,0,0,0,0,0,0,177925,0,4,129775,0,0,887,4,0,0
IL,17137,148739,0,0,0,95304,1,0,0,13,7,0,0,0,0,261,0,60,3,10,0,0,0,0,0,0,0,374,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2912,0,8276,13041,3977,701,82,51602,5,0,0,37601,1636,1236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,148741,0,4,95366,0,0,325,10,0,0
IL,17139,97983,0,0,3,71887,4,0,0,2,0,0,0,0,2,226,0,14,0,13,0,0,0,0,0,0,0,500,136,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6142,0,6414,6513,695,198,36,16340,0,0,0,13260,68,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,97986,0,3,71904,0,0,240,13,0,0
IL,17141,251927,0,0,0,85486,4,0,0,952,8,0,0,0,0,1521,0,6,0,138,0,0,0,0,0,0,0,2961,104,0,0,48,0,23,0,0,0,0,0,0,0,56,0,0,0,0,0,5,3,25,0,0,1,0,0,0,0,0,0,0,8,0,0,0,3275,0,18791,12771,2916,1042,661,52657,354,1,8,51561,967,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,251927,0,0,85499,0,0,1527,145,0,0
IL,17143,115070,0,0,1,74665,2,0,0,434,56,0,0,0,0,335,0,30,6,20,0,0,0,0,0,0,0,1176,242,0,0,26,4,1,0,0,0,0,0,0,0,0,0,0,0,1,20,28,0,57,0,0,0,3,0,0,0,0,0,0,14,0,0,0,9818,0,18061,22298,11319,3288,529,99880,2,1,0,41747,3120,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1020,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,115074,0,1,74698,0,0,366,20,0,0
IL,17145,47262,0,0,177,61548,8,0,0,0,0,0,0,0,0,353,0,7133,0,0,0,0,0,0,0,0,0,598,559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8611,0,12832,6100,630,105,101,67591,0,1,0,69188,2805,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,47276,0,177,68686,0,0,7495,0,0,0
IL,17147,140309,0,0,2,102972,0,0,0,0,0,0,0,0,1,336,0,6,0,3,0,0,0,0,0,0,0,89,107,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367,0,9632,7420,1033,185,49,8411,0,0,0,10265,588,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140309,0,2,102978,0,0,342,3,0,0
IL,17149,163792,0,0,0,81723,0,0,0,0,0,0,1,0,0,820,0,367,1,14,0,0,0,0,0,0,0,1706,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,29,0,0,0,0,0,0,0,0,0,0,10,0,0,0,11787,0,10581,12723,2514,316,259,151801,4,0,2,93901,9053,1544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,163794,0,0,82092,1,0,1187,14,0,0
IL,17151,6803,0,0,10,9758,0,0,0,0,1,0,0,0,0,5,0,78,0,4,0,0,0,0,0,0,0,0,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,73,0,0,0,0,1,0,0,0,0,0,0,0,0,6,3371,0,6523,995,78,18,7,150226,15495,23,0,42597,1457,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,6859,0,10,9892,0,0,83,4,0,0
IL,17153,20178,0,4,85,30902,1,0,0,0,1,0,0,0,0,24,0,660,0,0,0,0,0,0,0,0,0,7,753,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2590,0,4766,3377,361,20,56,34539,44,0,0,28015,2736,728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,20180,0,85,31564,0,0,684,0,0,0
IL,17155,40397,0,0,0,18648,0,0,0,75,4,0,0,0,0,125,0,5,1,10,0,0,0,0,0,0,0,325,22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9222,0,3923,3404,334,145,182,18241,1,0,0,11059,3559,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40397,0,0,18653,0,0,130,10,0,0
IL,17157,57680,0,9,135,68189,8,0,0,8,259,0,0,0,0,379,0,11945,1,4,0,0,0,0,0,0,0,901,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,4,0,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,22213,0,13645,10739,1300,228,284,95984,6,4,1,91607,4708,1460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,2,0,0,0,0,0,76,0,0,0,1,107,0,0,0,0,0,0,0,0,0,0,57807,0,211,80242,0,0,12420,5,0,0
IL,17159,73900,0,0,94,73955,0,0,5,0,27,0,0,0,0,53,0,2796,0,0,0,0,40,0,0,0,0,41,528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1380,0,13148,3150,497,181,35,36198,0,0,0,24021,1584,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,73903,0,94,76752,0,0,2851,0,0,0
IL,17161,74129,0,0,0,40788,0,0,0,287,3,0,3,0,0,188,0,1,18,166,0,0,0,0,0,0,0,2472,129,0,0,383,703,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,56,0,0,0,16847,0,13206,18834,10516,4946,133,52354,39,0,6,43203,8898,544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74129,0,0,40789,3,0,189,166,0,0
IL,17163,92024,0,0,43,90616,3,0,0,45,8,0,0,0,0,402,0,4355,1,2,0,0,0,0,0,0,0,840,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,31,4,0,22,0,0,15,0,0,0,0,0,0,0,0,0,0,0,10602,0,33497,39810,12076,4331,1039,69291,4,7,0,59481,11679,823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,13,0,0,0,0,0,48,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,92088,0,91,94978,0,0,4862,2,0,0
IL,17165,44065,0,2,167,54757,0,0,0,3,26,0,0,0,0,61,0,288,0,4,0,0,17,0,0,0,0,40,1627,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4804,0,11664,5173,900,204,133,69030,2115,10,0,50894,1100,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,11,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,44071,0,173,55051,0,0,355,4,0,0
IL,17167,244754,0,0,0,132716,5,0,0,58,12,0,0,0,0,394,0,28,2,6,0,0,0,0,0,0,0,810,421,0,0,17,0,5,0,0,0,0,0,0,0,0,0,0,0,0,18,8,0,54,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6623,0,22933,32206,14513,3533,340,45545,2,0,0,52124,3936,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,244758,0,0,132748,0,0,422,6,0,0
IL,17169,62370,0,0,0,40847,3,0,0,0,0,0,0,0,0,338,0,34,0,10,0,0,0,0,0,0,0,1387,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,15,0,0,0,0,0,0,0,0,0,0,15,0,0,0,3516,0,4477,7323,1069,93,75,109375,2,0,1,46408,3459,1154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,62374,0,0,40885,0,0,372,10,0,0
IL,17171,59889,0,0,0,36289,0,0,0,0,0,0,0,0,0,82,0,4,1,3,0,0,0,0,0,0,0,311,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1694,0,2358,4873,1007,92,61,32756,2,0,0,20361,1285,522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59889,0,0,36293,0,0,86,3,0,0
IL,17173,187435,0,0,7,145269,6,0,0,2,1,0,0,0,1,864,0,660,0,20,0,0,0,0,0,0,0,506,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6831,0,19420,6838,724,198,102,75805,0,0,0,46129,81,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,187441,0,7,145931,0,0,1528,20,0,0
IL,17175,96296,0,0,0,58826,0,0,0,2,8,0,0,0,0,30,0,1,0,10,0,0,0,0,0,0,0,400,35,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,6,0,0,0,0,0,0,12,0,0,0,340,0,5635,2226,215,75,32,9300,0,0,0,10422,58,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,96451,0,0,58982,0,0,31,10,0,0
IL,17177,169175,0,0,0,64178,0,0,0,34,4,0,2,0,0,902,0,60,7,10,0,0,0,0,0,0,0,5337,249,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,34,0,0,0,1424,0,14672,8961,2002,625,250,22520,99,8,38,69525,1279,245,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169175,0,0,64238,2,0,962,10,0,0
IL,17179,159095,0,0,1,107765,1,0,0,121,2860,0,0,0,0,703,0,303,3,68,0,0,0,0,0,0,0,898,120,0,0,693,0,1,0,0,0,0,0,0,0,3,0,0,0,0,9,3,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8445,0,19395,22634,6406,2301,671,43163,22,1,1,39144,2467,736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2968,0,0,0,0,0,1,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,159097,0,2,108070,0,0,1007,68,0,0
IL,17181,12409,0,122,79,21292,6,0,0,0,1,0,0,0,1,34,0,604,0,0,0,0,0,0,0,0,0,29,1995,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,25,0,0,123,0,0,5,0,1,0,0,0,0,0,0,0,0,0,9269,0,12098,4967,437,54,124,137358,442,0,0,64791,3230,593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,12417,0,79,21904,0,0,638,0,0,0
IL,17183,235468,0,0,9,201605,0,0,0,26,0,0,0,0,0,762,0,266,0,1,0,0,0,0,0,0,0,282,498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3645,0,24662,19482,2143,1233,306,53117,0,0,1,33326,485,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,235470,0,9,201874,0,0,1028,2,0,0
IL,17185,52068,0,0,139,46855,0,0,26,0,0,0,0,0,0,30,0,1225,0,0,0,0,0,0,0,0,0,1,95,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3344,0,8563,2405,454,79,59,18285,4,0,0,11297,727,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,52080,0,139,48092,0,0,1255,0,0,0
IL,17187,162940,0,0,0,101582,0,0,0,0,0,0,0,0,0,43,0,1,0,26,0,0,0,0,0,0,0,772,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,114,0,0,0,585,0,7017,9810,1748,296,179,31139,0,0,0,30776,97,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,162941,0,0,101584,0,0,44,26,0,0
IL,17189,98077,0,0,53,107966,1,0,0,0,0,0,0,0,0,544,0,13287,0,1,0,0,0,0,0,0,0,2307,230,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,0,14102,6650,1135,292,172,54962,0,0,0,52710,6275,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,14,0,0,0,0,0,0,0,8,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,98224,0,61,121274,0,0,13951,15,0,0
IL,17191,122246,0,0,1452,123495,0,0,3,0,11,0,0,0,0,44,0,2369,0,0,0,0,1,0,0,0,0,87,2244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2324,0,22334,6667,542,142,34,68283,2,0,0,100537,4798,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,17,0,0,6,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,40,0,0,122381,0,1452,125982,0,0,2430,0,0,0
IL,17193,97300,0,0,383,97224,0,0,20,0,62,0,0,0,0,99,0,4032,0,1,0,0,2,0,0,0,0,7,740,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,58,0,0,0,0,1,0,0,0,0,0,0,0,0,3,5496,0,18365,4851,556,144,45,49883,34,0,0,39194,1907,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,560,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,97389,0,383,101316,0,0,4160,1,0,0
IL,17195,248950,0,0,0,74014,0,0,0,916,6,0,2,0,0,802,0,60,176,7,0,0,0,0,0,0,0,1559,44,0,0,44,17,2,0,0,0,0,0,0,0,12,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,108,0,0,0,9142,0,13679,12105,3837,1357,244,31898,49,0,14,43344,3239,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,248951,0,0,74075,2,0,862,7,0,0
IL,17197,111650,0,0,1,96231,2,0,0,15,0,0,0,0,0,2941,0,7,0,32,0,0,0,0,0,0,0,1470,287,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,30,0,348,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15159,0,44967,77746,26891,8959,2846,56279,1,0,918,96020,578,57,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,29,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,111681,0,1,96241,0,0,2977,33,0,0
IL,17199,15189,0,2,255,24868,8,0,0,0,1,0,0,0,0,34,0,380,0,0,0,0,0,0,0,0,0,16,1961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14708,0,13934,12659,2848,478,95,114749,1478,2,0,78581,1381,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,15192,0,255,25251,0,0,414,0,0,0
IL,17201,106155,0,0,0,40971,54,0,0,202,9,0,1,0,0,2045,0,7,4,169,0,0,0,0,0,0,0,2134,81,0,0,33,0,31,0,0,0,0,0,0,0,8,0,0,0,0,0,2,0,132,0,0,0,0,0,18,0,0,0,0,1,0,0,0,4965,0,25318,34937,13933,5502,880,37344,149,14,116,52271,3598,1204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106155,0,0,40978,1,0,2052,169,0,0
IL,17203,144343,0,0,0,96660,0,0,0,30,22,0,0,0,0,583,0,58,0,27,1,0,0,0,0,0,0,636,122,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,1,0,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10502,0,11188,13690,1939,413,203,35440,3,0,0,29096,1508,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,315,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,144403,0,0,96776,0,0,643,27,0,0
IN,18001,58283,0,0,10,85154,0,0,3,0,26,0,0,0,0,8526,0,125,0,267,0,0,0,0,0,0,0,3146,460,0,0,91,0,0,0,0,0,1,0,0,0,0,68,0,0,0,1,2,0,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1023,0,13715,3369,930,495,133,13951,6,0,41,27527,70,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,58286,0,10,85280,0,0,8654,268,0,0
IN,18003,74024,0,0,1,110890,0,0,3,0,5,0,0,0,0,11498,0,36,0,255,0,0,0,0,0,0,0,2401,398,0,0,28,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,8,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5226,0,56403,35199,9852,5038,232,44058,224,0,419,63135,2061,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,74051,0,1,110953,0,0,11534,255,0,0
IN,18005,59989,0,0,0,56779,0,0,0,0,2,0,0,0,0,374,0,1889,0,0,0,0,0,0,0,0,0,292,322,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3382,0,17153,5763,2244,753,90,76064,546,2,155,36076,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0,0,0,5,0,0,0,0,60021,0,0,58688,0,0,2276,1,0,0
IN,18007,128006,0,0,0,105356,0,0,0,0,78,0,0,0,0,770,0,4,0,0,0,0,0,0,0,0,0,315,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,6127,6483,342,105,177,3382,0,0,0,8317,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,314,0,0,0,0,0,0,0,0,0,0,128320,0,5,105674,0,0,779,0,0,0
IN,18009,34928,0,0,2,40530,0,0,0,0,1,0,0,0,0,882,0,88,0,192,0,0,0,0,0,0,0,116,95,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390,0,6716,1481,302,139,31,10549,1,0,22,9411,17,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34928,0,2,40618,0,0,970,192,0,0
IN,18011,99534,0,0,3,95176,0,0,0,0,255,0,0,0,0,1561,0,187,0,0,0,0,0,0,0,0,0,1022,448,0,0,0,0,0,0,0,0,2,0,0,0,0,11,0,0,1,2,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,809,0,21216,5208,1298,521,144,15057,3,0,50,28227,41,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99537,0,3,95364,0,0,1750,0,0,0
