StPostal,Fips,Category_001,Category_002,Category_003,Category_004,Category_005,Category_006,Category_010,Category_011,Category_012,Category_013,Category_014,Category_021,Category_022,Category_023,Category_024,Category_025,Category_026,Category_027,Category_028,Category_029,Category_030,Category_031,Category_032,Category_033,Category_034,Category_035,Category_036,Category_037,Category_038,Category_039,Category_041,Category_042,Category_043,Category_044,Category_045,Category_046,Category_047,Category_048,Category_049,Category_050,Category_051,Category_052,Category_053,Category_054,Category_055,Category_056,Category_057,Category_058,Category_059,Category_060,Category_061,Category_066,Category_067,Category_068,Category_069,Category_070,Category_071,Category_072,Category_074,Category_075,Category_076,Category_077,Category_092,Category_111,Category_112,Category_121,Category_122,Category_123,Category_124,Category_131,Category_141,Category_142,Category_143,Category_152,Category_176,Category_190,Category_195,Category_204,Category_205,Category_206,Category_207,Category_208,Category_209,Category_211,Category_212,Category_213,Category_214,Category_216,Category_217,Category_218,Category_219,Category_220,Category_221,Category_222,Category_223,Category_224,Category_225,Category_226,Category_227,Category_229,Category_232,Category_236,Category_237,Category_238,Category_240,Category_241,Category_242,Category_243,Category_244,Category_245,Category_246,Category_247,Category_248,Category_249,Category_250,Category_254,Corn_all,Cotton_all,Sorghum_all,Soybeans_all,Barley_all,Wheat_Durum_all,Wheat_Winter_all,Oats_all,Canteloupe_all,Lettuce_all
GA,13213,12135,62,0,281,10662,36,0,0,0,0,0,0,0,0,48,0,117,0,4,4,0,2,0,0,0,0,0,22515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,86,0,1144,0,0,10,0,0,0,0,13,0,0,0,0,9630,0,75402,17332,5320,3102,563,495103,173243,38357,45136,85793,1391,200,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12359,62,281,10779,0,0,389,4,0,0
GA,13215,62,14,0,37,122,0,3,0,0,0,0,0,0,0,93,0,6,14,9,7,0,0,0,0,0,0,0,2103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,0,1589,0,3,0,0,0,0,0,22,0,0,0,0,15290,0,75202,95833,32420,16167,5583,183490,111066,16714,38778,22398,18357,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,62,14,37,130,0,0,99,11,0,0
GA,13217,1211,445,0,116,1542,2,2,0,0,0,0,0,0,0,2171,0,123,14,1987,71,0,21,0,0,0,0,0,21683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,375,0,1,0,0,0,0,0,18,0,0,0,0,15390,0,83149,35198,8604,2968,4650,264348,147823,882,15504,177621,17394,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,22,0,1,49,0,0,0,0,0,0,0,0,0,0,0,1294,446,138,1714,0,0,2400,2036,0,0
GA,13219,994,1289,0,131,1396,1,1,0,0,0,0,0,0,0,738,0,388,180,33,57,0,4,0,0,0,0,4,32636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,239,0,7,21,0,0,0,0,17,0,0,0,0,5189,0,46739,19275,4540,832,2924,203570,73129,918,8917,124313,7090,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,295,0,5,4,3,0,0,0,0,0,0,0,0,0,0,1050,1294,426,1791,0,0,1479,37,0,0
GA,13221,1022,168,0,115,1092,0,2,0,1,0,0,0,0,0,9399,0,2772,426,66,809,0,41,0,0,0,0,1,40185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,374,0,0,1,0,0,0,0,43,0,0,0,0,8158,0,63282,9563,3004,502,3583,430313,430858,1857,43264,196746,22630,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1510,0,0,0,0,241,0,1,134,0,0,0,0,0,0,0,0,0,0,0,2532,169,356,3998,0,0,13923,200,0,0
GA,13223,126,30,0,1,49,36,0,0,0,0,0,0,0,0,3,0,3,0,2,0,0,0,0,0,0,0,4,6386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0,32,0,0,0,0,0,0,0,0,0,0,0,0,7257,0,94734,59083,12320,3555,2372,415577,198593,261,36258,68893,1440,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,30,1,52,0,0,6,2,0,0
GA,13225,9994,11375,0,20,11754,681,1921,0,0,0,0,0,0,0,887,0,5343,29,50,420,0,0,0,0,0,0,0,9134,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,4363,0,27004,0,6070,0,1,0,0,0,59498,0,0,0,0,1741,0,31498,12400,4164,1434,1609,104118,60495,5590,7052,36467,19511,457,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428,5,0,2,0,0,0,0,0,0,0,0,0,9994,11803,20,17102,0,0,6658,55,0,0
GA,13227,325,1,0,19,348,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,99,0,0,45,0,0,0,0,0,0,0,0,0,2936,0,63776,10231,3678,1153,584,465615,69765,6913,8125,27991,135,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,1,19,348,0,0,0,0,0,0
GA,13229,28271,75734,0,19,6362,0,28968,2103,1,0,0,0,0,0,1475,0,6,1184,12,234,0,0,0,0,0,0,0,36460,0,0,0,0,0,0,0,1,2,135,143,0,0,0,1,0,0,0,0,0,7,0,20600,0,0,0,1,0,0,0,6069,0,0,0,0,2354,0,36538,15717,2413,488,147,379,213526,104,128123,18235,340358,9879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,762,0,0,12419,0,0,0,0,0,0,0,0,0,28273,76496,19,6368,0,0,2243,14,0,0
GA,13231,635,6,0,693,1093,3,0,0,0,0,0,0,0,0,662,0,34,5,14,692,0,0,0,0,0,0,0,28484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,15,0,3003,0,304,0,0,0,0,0,84,0,0,0,0,12664,0,28914,9090,1547,415,500,207339,142106,338,30807,135684,25816,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,639,6,693,1131,0,0,700,18,0,0
GA,13233,7068,4882,0,1,7350,508,0,0,0,0,0,0,0,0,234,0,139,0,0,55,0,0,0,0,0,0,8,36625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,50,0,42,0,0,0,0,0,0,0,0,0,0,0,0,4652,0,68995,24106,5516,2571,1123,316844,223313,34521,60517,98854,355,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7069,4882,1,7494,0,0,374,5,0,0
GA,13235,21247,99704,0,392,5468,180,31158,0,1,9,0,0,0,0,1058,0,2675,355,112,188,0,42,0,0,0,0,0,10592,0,0,0,1,0,0,0,0,2,290,0,0,0,0,119,0,0,0,0,0,2885,0,87355,0,1,0,9,0,0,0,12194,0,0,0,0,5331,0,29857,7054,1460,489,30,56984,152525,11668,12174,13417,143752,4747,0,15,0,0,0,1,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3401,158,0,19,0,0,0,0,0,0,0,0,0,21247,103105,394,8301,0,0,7136,270,1,0
GA,13237,2330,131,0,218,978,12,6,0,0,0,0,0,0,0,1324,0,78,120,0,11,0,2,0,0,0,0,260,32318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,1124,0,1,0,0,0,0,0,41,0,0,0,0,54563,0,54794,6548,2708,986,2948,399318,283173,6939,45882,125839,14406,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465,0,0,0,0,395,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2795,133,613,1058,0,0,2264,2,0,0
GA,13239,199,3642,0,0,174,0,3670,0,0,0,0,0,0,0,137,0,0,3,0,3,0,0,0,0,0,0,0,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,24755,0,0,0,0,0,0,0,153,0,0,0,0,26770,0,10808,1169,249,66,7,106839,202642,11617,33425,10562,24387,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,201,3642,0,174,0,0,139,0,0,0
GA,13241,680,1,0,1,471,9,0,0,291,0,0,0,0,0,10,0,1,1,1,7,0,5,0,0,0,0,0,433,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,571,0,0,0,0,16,0,68,0,0,102,0,0,0,0,15,0,0,0,0,16901,0,68347,5721,2950,688,1214,818995,119895,17633,2741,26045,108,58,0,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,12,0,0,0,0,1,0,0,1,0,0,1211,0,0,0,0,0,0,0,0,692,1,2,473,0,0,24,2,0,0
GA,13243,44718,59451,0,1893,19669,0,50059,0,0,0,0,0,0,0,1578,0,108,470,5,483,0,0,0,0,0,0,0,1883,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,142,0,119058,0,0,3,0,0,0,0,5212,0,0,0,0,5492,0,29163,3428,739,263,216,247837,455530,13386,74333,25794,76886,2428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,4,0,0,0,0,0,0,0,0,0,44718,59460,1893,19778,0,0,1695,6,0,0
GA,13245,2836,4525,0,58,4484,1,966,14,2,0,0,201,0,0,34,0,1940,221,176,202,0,7,0,0,0,0,0,19229,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,177,0,9237,0,0,0,0,0,0,0,1862,0,0,0,8,19346,0,112377,110317,47684,23249,10862,124368,192460,6151,48848,66716,129564,7095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,3,21,1,7,0,0,0,0,0,0,0,0,0,2844,4528,65,6446,201,0,1991,197,0,0
GA,13247,63,23,0,0,33,0,0,0,0,0,0,0,0,0,23,0,5,1,76,5,0,0,0,0,0,0,0,2550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,62,0,0,0,0,0,0,0,6,0,0,0,0,7119,0,57872,40468,12291,6262,1258,113098,84373,210,5326,44622,4937,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,23,0,38,0,0,30,76,0,0
GA,13249,3485,5417,0,256,932,1,4150,0,0,0,0,0,0,0,427,0,103,53,40,13,0,0,0,0,0,0,0,5975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,9,633,0,51696,0,1025,0,2,0,0,0,3984,0,0,0,0,1551,0,15384,2326,767,359,45,140038,183697,14344,14071,14393,17117,593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,88,30,0,3,0,0,0,0,0,0,0,0,0,3487,5505,256,1065,0,0,620,70,0,0
GA,13251,81321,122965,0,188,12890,0,37125,4,2,0,0,0,0,0,1266,0,524,302,743,4145,0,0,0,0,0,0,0,54205,0,0,0,0,0,0,0,0,0,23,30,0,0,0,0,0,0,0,0,0,1321,0,99130,0,0,0,0,0,0,0,13884,0,0,0,0,14846,0,54354,15220,3722,769,1024,3304,358764,4726,216937,40068,714552,26400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1532,0,189,48,0,0,0,0,0,0,0,0,0,81511,124497,188,13603,0,0,3322,744,0,0
GA,13253,67371,97850,0,1441,9578,1793,117130,0,133,0,0,0,0,0,5,0,6,367,127,1336,0,0,0,0,0,0,80,14519,0,0,0,0,1022,0,0,0,0,0,0,0,0,0,0,281,0,0,0,0,841,0,36094,0,4,0,0,0,10,0,7776,0,0,0,0,42378,0,28707,8214,1321,614,145,28425,154606,1707,22525,26349,63272,2231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,67372,97852,1441,9584,0,0,14,127,0,0
GA,13255,271,59,0,65,1977,4,0,0,0,0,0,0,0,0,867,0,976,4,408,18,0,0,0,0,0,0,0,12363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373,28,0,1979,0,94,0,0,0,0,0,65,0,0,0,0,10608,0,51181,29644,7413,4002,1422,181126,116598,476,16921,113884,21517,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,299,59,73,2953,1,0,1878,408,0,0
GA,13257,455,1,0,19,180,0,0,0,1,0,0,0,0,0,21,0,10,0,3,20,0,17,0,0,0,0,0,2524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,4,29,0,120,0,0,5,0,0,0,0,10,0,0,0,0,13474,0,45921,19565,4705,1993,2364,291781,54502,807,5726,85477,408,11,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,465,1,19,190,0,0,41,3,0,0
GA,13259,3688,12531,0,445,526,1,15233,0,0,0,0,0,0,0,249,0,2,579,2,126,0,0,0,0,0,0,0,4866,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,68917,0,1,0,0,0,0,0,4638,0,0,0,0,11692,0,27592,4714,850,143,250,434335,548911,22371,93384,28923,47444,1205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,3,0,0,0,0,0,0,0,0,0,0,0,3688,12581,445,531,0,0,301,5,0,0
GA,13261,65708,114833,0,474,20718,46,58329,0,220,0,0,0,0,0,5539,0,15273,753,1499,123,0,0,0,0,0,0,1,17802,0,0,0,58,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,10205,0,189933,0,26,0,4,0,0,0,33562,0,0,0,0,17578,0,59035,17529,4260,2238,735,218246,351737,29948,25761,29769,117422,6496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,702,0,866,4,0,31,0,0,0,0,0,1,0,0,0,65711,115699,1176,35995,0,0,22382,1504,0,0
GA,13263,71,1,0,8,213,1,0,0,0,0,0,0,0,0,12,0,4,169,0,1,0,0,0,0,0,0,0,9975,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1055,0,91,0,0,0,0,0,49,0,0,0,0,10373,0,36451,6792,1010,109,4468,445993,427983,4059,105247,62447,19038,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,71,1,8,218,0,0,16,1,0,0
GA,13265,16,18,0,15,115,0,0,0,0,0,0,0,0,0,77,0,37,2,0,1,0,1,0,0,0,0,0,7176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,49,0,0,0,0,1413,0,22635,2089,290,18,784,159488,263932,1392,30318,57311,15345,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,5,0,0,0,0,0,0,0,0,0,0,0,16,18,29,157,0,0,128,5,0,0
GA,13267,24558,57107,0,203,25377,10,22949,492,105,0,0,0,0,0,397,0,2310,163,117,2010,0,0,0,0,0,0,0,53828,0,0,0,0,0,0,0,658,0,506,1682,0,0,0,0,0,0,0,0,0,261,0,83375,0,0,0,8,0,0,0,17160,0,0,0,0,12202,0,66527,21912,4126,781,1218,2014,286582,2270,201229,40939,451845,16674,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,33,1,0,3362,0,0,0,0,0,0,0,0,0,24563,57140,203,27688,0,0,2741,122,0,0
GA,13269,1791,7554,0,346,24844,175,3490,0,0,0,0,1,0,0,1653,0,6275,862,683,59,0,0,0,0,0,0,0,40009,0,0,0,0,0,0,0,0,0,223,0,0,0,0,0,0,0,0,0,0,3287,0,64465,0,6026,0,3,0,0,0,4335,0,0,0,0,6792,0,34460,9603,2242,406,6972,298682,301484,10685,66937,122293,63524,1430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,2,0,0,0,0,0,346,1066,0,7,0,0,0,0,0,0,0,0,0,1836,7900,346,32185,1,0,8317,1751,0,0
GA,13271,14616,48115,0,31,6726,110,13542,103,8,0,0,0,0,0,567,0,1321,214,4012,997,0,0,0,0,0,0,0,32942,0,0,0,5,0,0,0,1,0,85,0,0,0,0,16,0,0,0,6,5,417,0,37837,0,0,0,15,0,0,0,5760,0,0,0,1,9390,0,46784,8809,1998,830,223,8130,504430,6905,115741,44169,349242,10900,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1034,0,0,0,3,0,576,489,0,777,0,0,0,0,0,0,0,0,0,15651,48691,34,8536,0,0,2468,5535,0,0
GA,13273,69937,104994,0,603,8604,9,57294,0,6,0,0,0,0,0,1774,0,349,66,24,154,0,0,0,0,0,0,7,2169,0,0,0,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,738,0,115332,0,5,0,0,0,0,0,18803,0,0,0,0,5039,0,31161,6621,1264,389,190,112062,257217,14576,12706,7528,137845,4589,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,2,0,16,0,0,0,0,0,0,0,0,0,69937,105049,603,8955,0,0,2178,26,0,0
GA,13275,14597,158057,0,248,10250,0,46595,0,2,0,0,0,0,0,38,0,2,266,79,950,0,0,0,0,0,0,0,15651,0,0,0,10,0,0,0,1,0,0,0,0,0,0,95,0,0,0,0,0,327,0,132844,0,25,0,0,0,0,0,33387,0,0,0,0,11185,0,84678,22994,6726,3481,303,16204,558289,58553,61423,18505,313621,19078,0,0,0,0,0,10,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,280,2,0,0,0,0,8,0,0,0,14598,158065,248,10252,0,0,48,80,10,0
GA,13277,9626,118443,0,76,2691,0,51196,0,773,0,0,0,0,0,357,0,156,696,72,1216,0,0,0,0,0,0,0,13798,0,0,0,443,0,0,0,0,0,53,0,0,0,0,327,0,0,0,0,0,3139,0,108970,0,41,0,0,0,0,0,8297,0,0,0,0,14340,0,47700,25697,8298,5189,224,37797,171027,9807,4162,17842,99250,11485,0,1,0,0,0,35,0,0,0,0,363,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,77,2,0,3,7,0,0,0,0,0,0,0,0,9631,118520,76,2849,0,0,590,79,35,0
GA,13279,19750,41897,0,85,19089,4,10407,47,486,0,0,0,0,0,333,0,2312,123,300,1406,0,0,0,0,0,0,0,43699,0,0,0,0,0,0,0,8,0,338,731,0,0,0,0,0,0,0,0,0,128,0,55168,0,0,0,0,0,0,0,9202,0,0,0,0,11819,0,50975,23625,4882,2038,867,2559,236154,1190,171126,34091,299775,10165,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,50,1,0,6051,0,0,0,0,0,0,0,0,0,19761,41947,85,21402,0,0,2695,312,0,0
GA,13281,226,3,0,1,49,0,0,0,3,0,0,0,0,0,0,0,4,1,2,6,0,0,0,0,0,0,0,6106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,480,0,0,1,0,0,0,0,2,0,0,0,0,13297,0,35816,3376,1149,192,543,405340,9089,1181,1474,15691,35,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,3,1,53,0,0,5,2,0,0
GA,13283,3009,11517,0,87,5192,0,3691,165,6,0,0,0,0,0,53,0,660,30,294,65,0,0,0,0,0,0,0,7251,0,0,0,7,0,0,0,1,0,0,5,0,0,0,3,0,0,0,0,0,1424,0,30095,0,0,0,1,1,0,0,1381,0,0,0,3,3840,0,27860,6304,948,169,101,9569,259658,4557,57200,22662,118468,4617,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,1,0,176,323,0,151,0,0,0,0,0,0,0,0,0,3019,11693,88,6175,0,0,893,624,0,0
GA,13285,107,46,0,0,436,25,0,0,0,0,0,0,0,0,154,0,2,0,0,1,0,4,0,0,0,0,0,12061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,321,0,195,0,0,0,0,0,26,0,0,0,0,101521,0,80382,37505,10821,4696,2373,379107,407708,294,77627,148056,20329,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,46,0,438,0,0,156,0,0,0
GA,13287,11229,140862,0,17,4387,5,52615,0,12,0,0,0,0,0,574,0,108,283,45,1241,0,0,0,0,0,0,0,20717,0,0,0,31,0,0,0,0,5,0,0,0,0,0,100,0,0,0,0,0,1901,0,90646,0,14,0,0,0,0,0,12767,0,0,0,0,9727,0,32256,11438,2349,729,242,69838,234581,11555,7407,25101,83688,7211,0,2,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,431,0,0,9,0,0,0,0,0,0,0,0,0,11240,141293,17,4495,0,0,1121,48,1,0
GA,13289,5073,26463,0,23,3329,1,5501,0,0,0,0,0,0,0,89,0,1074,22,41,6,0,0,0,0,0,0,0,10507,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,2,369,0,21130,0,6,0,25,0,0,0,1479,0,0,0,0,7494,0,31471,6745,1116,317,9302,333562,297003,26304,52453,70963,129532,2099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1,0,0,0,1,0,52,3,0,1,0,0,0,0,0,0,0,0,0,5139,26515,24,4406,0,0,1281,45,0,0
GA,13291,1967,13,0,2,586,1,0,0,1,0,0,0,0,0,2,0,0,0,2,3,0,0,0,0,0,0,0,25871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,1349,0,0,52,0,0,0,0,1,0,0,0,0,17105,0,70756,5369,2204,661,822,750780,45839,3588,2105,19199,77,17,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1967,13,2,586,0,0,2,2,0,0
GA,13293,542,10,0,215,450,2,0,0,0,0,0,0,0,0,315,0,16,75,171,29,0,0,0,0,0,0,0,15786,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,11,0,5961,0,292,0,0,0,0,0,756,0,0,0,0,10967,0,42032,13836,3192,1616,1097,356587,308238,1503,43629,121805,12981,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,898,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1443,10,215,466,3,0,1229,171,0,0
GA,13295,11420,132,0,17,9443,20,0,0,0,0,0,0,0,0,89,0,325,0,43,112,0,3,0,0,0,0,17,63075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,216,0,0,0,0,0,0,0,0,0,0,0,0,5190,0,98862,26810,6445,2583,793,636304,120754,119929,49006,134201,578,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,11613,132,17,9770,0,0,607,45,0,0
GA,13297,677,2750,0,28,774,1,0,0,0,0,0,0,0,0,6122,0,457,37,896,11,0,8,0,0,0,0,0,50515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,355,0,0,0,0,0,0,0,12,0,0,0,3,10934,0,78046,40028,7821,3475,8253,289623,162104,1055,11976,248668,24234,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,130,0,1,13,2,0,0,0,0,0,0,0,0,0,0,692,2751,158,1246,0,0,6723,909,0,0
GA,13299,15640,31886,0,9,5590,0,9464,779,0,0,0,0,0,0,18,0,4,54,19,210,0,0,0,0,0,0,0,20346,0,0,0,0,0,0,0,0,5,89,5,0,0,0,1,0,0,0,0,0,6,0,12125,0,0,0,0,0,0,0,4358,0,0,0,0,4644,0,91200,41188,8787,4577,435,364,460106,288,335732,56849,1415678,69695,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,719,0,0,0,0,0,28,3,0,18373,0,0,0,0,0,0,0,0,0,16359,31914,9,5597,0,0,50,741,0,0
GA,13301,2212,6158,0,504,1191,0,32,0,0,0,0,0,0,0,3207,0,1277,54,27,43,0,30,0,0,0,0,0,21688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,38,0,18964,0,0,0,0,0,0,0,739,0,0,0,1,6838,0,36854,5348,1250,247,8015,196606,377717,4791,41701,71909,17406,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1,0,0,0,34,0,4,239,1,3,0,0,0,0,0,0,0,0,0,2241,6162,538,2708,0,0,4549,267,0,0
GA,13303,22546,19770,0,658,12309,93,11851,2,2,1,0,0,0,0,1808,0,3523,481,326,686,0,2,0,0,0,0,0,47645,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,45,0,1251,0,100685,0,3,0,10,0,0,0,17487,0,0,0,97,20029,0,53704,9638,3455,1724,25467,402417,734689,48180,94427,87174,244061,3566,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,17,4,0,0,0,11,0,526,14,0,18,0,0,0,0,0,0,0,0,0,22567,20296,669,15846,0,0,5885,344,0,0
GA,13305,16310,54068,0,32,8674,18,17285,954,32,0,0,0,0,0,50,0,209,146,58,513,0,0,0,0,0,0,0,20652,0,0,0,0,0,0,0,18,0,464,35,0,0,0,0,0,0,0,0,0,59,0,37503,0,0,0,8,0,0,0,3539,0,0,0,0,14890,0,96447,27660,6693,1893,1190,608,494606,764,303489,35839,690390,25716,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,271,1,0,4294,0,0,0,0,0,0,0,0,0,16315,54339,33,8884,0,0,531,64,0,0
GA,13307,7281,35534,0,47,682,1,24288,0,0,0,0,0,0,0,379,0,36,3956,119,914,0,0,0,0,0,0,0,4585,0,0,0,0,0,297,0,0,0,0,0,0,0,0,3,0,0,0,0,0,231,0,47468,0,1,0,0,0,0,0,8968,0,0,0,0,3381,0,14972,1874,272,94,134,125996,205235,9789,38467,22715,46380,843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,2,0,0,0,0,0,1,0,0,0,7281,35556,47,718,0,0,437,119,0,0
