StPostal,Fips,Category_001,Category_002,Category_003,Category_004,Category_005,Category_006,Category_010,Category_011,Category_012,Category_013,Category_014,Category_021,Category_022,Category_023,Category_024,Category_025,Category_026,Category_027,Category_028,Category_029,Category_030,Category_031,Category_032,Category_033,Category_034,Category_035,Category_036,Category_037,Category_038,Category_039,Category_041,Category_042,Category_043,Category_044,Category_045,Category_046,Category_047,Category_048,Category_049,Category_050,Category_051,Category_052,Category_053,Category_054,Category_055,Category_056,Category_057,Category_058,Category_059,Category_060,Category_061,Category_066,Category_067,Category_068,Category_069,Category_070,Category_071,Category_072,Category_074,Category_075,Category_076,Category_077,Category_092,Category_111,Category_112,Category_121,Category_122,Category_123,Category_124,Category_131,Category_141,Category_142,Category_143,Category_152,Category_176,Category_190,Category_195,Category_204,Category_205,Category_206,Category_207,Category_208,Category_209,Category_211,Category_212,Category_213,Category_214,Category_216,Category_217,Category_218,Category_219,Category_220,Category_221,Category_222,Category_223,Category_224,Category_225,Category_226,Category_227,Category_229,Category_231,Category_232,Category_233,Category_236,Category_237,Category_238,Category_239,Category_240,Category_241,Category_242,Category_243,Category_244,Category_245,Category_246,Category_247,Category_248,Category_249,Category_250,Category_254,Corn_all,Cotton_all,Sorghum_all,Soybeans_all,Barley_all,Wheat_Durum_all,Wheat_Winter_all,Oats_all,Canteloupe_all,Lettuce_all
ID,16049,11,0,0,143,0,0,0,0,0,0,0,37778,0,17265,289941,0,0,0,7091,679,0,26770,0,0,1332,17,70929,204112,0,283,0,23091,0,2,0,0,0,0,0,0,0,13197,3041,0,0,0,1,46,15487,0,216213,0,0,1,0,0,0,0,0,0,0,0,0,48668,1005,79895,20322,3429,1245,1333,440,17573648,2165,4449859,1357276,818,1329,0,805,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,143,0,37778,0,289941,7091,0,0
ID,16051,26124,0,0,12,0,0,0,0,0,0,0,227143,1507,160234,49025,0,0,0,2286,0,0,1188,120,3738,0,2092,515937,19668,0,0,121,50,105838,1,0,0,0,0,0,0,0,14,1387,0,0,0,0,559,683,0,35445,0,0,0,0,1,0,0,0,0,0,0,0,32231,0,75258,17302,7358,537,689,422,3441,15,1722646,110912,50083,6020,0,1384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26124,0,12,0,227143,1507,49025,2286,0,0
ID,16053,214697,0,0,1,27,0,0,0,0,0,0,88971,76,17153,28249,0,0,0,1792,0,0,0,0,10,0,0,242147,8113,0,0,58269,49351,49289,1098,0,0,0,0,257,0,0,0,1269,0,0,0,29,0,7,0,33721,0,0,0,0,0,0,0,0,0,0,0,0,7820,1,83669,16221,3394,628,157,0,87,0,286168,535715,539,119,0,2940,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214697,0,1,27,88971,76,28249,1792,0,0
ID,16055,2,0,0,0,0,4,0,0,0,0,0,4324,0,12851,29278,0,0,0,1901,0,0,2211,0,0,1,0,35598,83952,0,0,0,7694,0,0,0,0,0,0,0,0,0,13070,1605,0,0,0,960,19,36284,0,33206,0,0,0,0,0,0,0,0,0,0,0,0,201762,0,68754,101640,41515,4587,96,279,2537463,0,517429,22711,16389,10369,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4324,0,29278,1901,0,0
ID,16057,16,0,0,2,0,0,0,0,0,0,0,22714,0,86454,314577,0,0,0,221,3,0,2491,0,0,3126,479,15564,169350,0,118,0,229348,0,1,0,0,0,0,0,0,0,31897,5040,0,0,0,6,1325,30793,0,102839,0,0,0,0,0,0,0,0,0,0,0,0,611,0,54144,19243,7764,966,11,970,1443438,10,503962,49069,389,1078,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,2,0,22714,0,314577,221,0,0
ID,16059,828,0,0,0,0,0,0,0,0,0,0,2085,1,2187,76,0,0,8,25,0,0,5,0,0,0,0,94421,22546,0,0,3,63,697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,366,0,0,0,0,0,0,0,0,0,0,0,0,9210,592,50957,28790,11328,55,256933,21,6063433,112,4866410,1721892,12607,4431,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,828,0,0,0,2085,1,76,25,0,0
ID,16061,7,0,0,320,0,0,0,0,0,0,0,25372,0,17260,281044,0,0,0,5470,140,0,13917,0,0,2383,12,31116,49849,0,2041,0,67024,0,1,0,0,0,0,2,0,0,18855,6701,0,0,0,4,1357,48648,0,136724,0,0,0,0,0,0,0,0,0,0,0,0,2171,0,37117,3331,655,114,0,22,317998,3,164963,146181,10,329,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,320,0,25372,0,281044,5470,0,0
ID,16063,73722,0,0,3,2,0,0,0,0,0,0,32980,532,14051,7732,0,0,1,2568,0,0,0,0,0,0,0,205963,2559,0,0,30721,7208,17541,48,0,0,0,0,92,0,0,0,421,0,0,0,8,0,3,0,22152,0,0,0,0,0,0,0,0,0,0,0,0,1126,2,55738,7252,681,128,18095,0,166,0,2444567,522326,766,261,0,684,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73722,0,3,2,32980,532,7732,2568,0,0
ID,16065,2381,0,0,7,0,0,0,0,0,0,0,200458,9184,229558,17901,0,0,0,374,0,79,0,121,86,0,4226,128124,5474,0,0,8,5,129577,9,0,0,0,0,0,0,0,121,640,0,0,0,0,0,193,0,5063,0,0,0,0,0,0,0,0,0,0,0,0,10841,0,31514,13628,4366,437,155,22297,185133,4,290646,24693,43076,566,0,1308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2381,0,7,0,200458,9184,17901,374,0,0
ID,16067,54809,0,0,0,0,0,0,0,0,0,0,178493,4435,95830,30569,0,0,0,1570,0,0,1,0,5,0,81,219138,3941,0,0,158457,32157,106990,1,0,0,0,0,766,0,0,0,3336,0,0,0,0,517,8,0,44092,0,0,0,0,0,0,0,0,0,0,0,0,11647,0,48231,16924,4627,217,316463,0,20,1,800321,56074,1488,276,0,4167,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54809,0,0,0,178493,4435,30569,1570,0,0
ID,16069,21,0,0,32,0,2,0,0,0,0,0,16868,0,64656,353192,0,0,0,445,101,0,14246,0,0,3111,7,28050,43610,0,192,0,178895,0,0,0,0,0,0,2,0,0,23261,19130,0,0,0,5,409,37634,0,109788,0,0,0,0,0,0,0,0,0,0,0,0,19136,0,73382,24885,10227,1516,11,4308,548536,49,427581,458091,1170,2155,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,32,0,16868,0,353192,445,0,0
ID,16071,11187,0,0,12,0,0,0,0,0,0,0,11087,9,46605,127479,0,0,0,3935,0,441,9,351,23294,0,1414,233939,79548,0,0,0,18,4831,0,0,0,0,0,1,0,0,118,640,0,0,0,2,0,8683,0,159332,0,0,0,0,2,0,0,0,0,0,0,0,3446,0,62038,6611,1249,188,140,41500,174000,23,2140719,306527,1692,6101,0,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11187,0,12,0,11087,9,127479,3935,0,0
ID,16073,142060,0,0,940,0,5410,0,0,0,501,73,930,5,10007,36931,26,0,208,1450,0,0,0,0,0,0,0,312075,12737,0,0,19147,15841,15435,195,0,3,2,0,1613,0,0,0,2732,0,0,311,2242,177,469,0,43778,0,302,1711,872,0,0,0,0,0,0,3,0,66986,1,60242,18279,3324,879,2255,16707,654684,0,18745168,1877526,40579,23072,0,10194,127,0,0,0,0,0,0,0,4,0,0,7,49,0,7,0,0,411,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,50,374,0,0,0,0,142471,0,940,0,930,5,37342,1450,0,9
ID,16075,54861,0,0,0,0,0,0,0,0,0,0,1422,0,2241,24282,0,0,0,188,0,0,1,8,0,0,84,141510,6692,0,0,10337,5844,7211,654,0,2,9,0,11240,0,0,0,1288,0,0,41,4956,9,82,0,9912,0,433,1208,77,0,0,0,0,0,0,11,0,12835,0,28505,11204,2968,85,35,4,715,0,235777,591474,2105,2583,0,647,58,0,0,0,0,0,0,0,16,0,0,12,559,0,26,0,0,55,0,4373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,889,271,0,0,0,0,54916,0,0,0,1422,0,24337,188,0,4373
ID,16077,18798,0,0,2,0,0,0,0,0,0,0,18146,10068,163167,285269,0,0,0,106,0,0,1521,657,45210,0,1152,94631,7124,0,0,63745,398,144795,0,0,0,0,0,4,0,0,379,666,0,0,0,0,0,2221,0,245011,0,0,0,0,0,0,0,0,0,0,0,0,106656,0,78017,12321,5084,1383,159150,22311,203398,3,2330865,105376,22322,285,0,1155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18798,0,2,0,18146,10068,285269,106,0,0
ID,16079,0,0,0,0,0,0,0,0,0,0,0,7,0,40,34,0,0,0,79,1,0,31,0,0,4,0,194,1650,0,3,0,65,0,0,0,0,0,0,0,0,0,11,4,0,0,0,0,1,21,0,400,0,0,0,0,0,0,0,0,0,0,0,0,4559,5,14190,12668,7946,1281,92,160,6060998,11,1468429,3518,2547,5058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,34,79,0,0
ID,16081,215,0,0,0,0,0,0,0,0,0,0,146647,105,44426,10549,0,0,0,371,0,0,11,16,17,0,3010,127028,15340,0,0,5,2,21156,263,0,0,0,0,0,0,0,7,79,0,0,0,0,0,357,0,15478,0,0,0,0,0,0,0,0,0,0,0,0,1252,0,31179,2765,612,183,68,35678,355618,11,392496,12217,33721,45746,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,0,0,0,146647,105,10549,371,0,0
ID,16083,286680,0,0,2,0,0,0,0,0,0,34,135583,2690,11769,72036,8,0,566,3789,0,0,0,0,0,0,1,415249,13134,0,0,42178,144746,42122,93,0,0,0,0,1176,0,0,0,14258,0,0,1,82,353,58,0,81095,0,0,0,0,0,0,0,0,0,0,0,0,33799,1,106723,42845,21890,4788,140,3010,13768,0,3353647,685695,4996,539,0,9290,830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286680,0,2,0,135583,2690,72036,3789,0,0
ID,16085,112,0,0,0,0,0,0,0,0,0,0,10,0,1,18,0,0,0,42,0,0,0,0,0,0,0,4736,2626,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,24,0,3,0,140,0,0,0,0,0,0,0,0,0,0,0,0,165044,951,22438,9053,1275,263,3292,3155,6174354,0,3272715,1037349,31970,13888,0,35,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,10,0,18,42,0,0
ID,16087,18154,0,0,2,0,0,0,0,0,9,0,2702,0,1765,25209,0,0,0,572,74,0,11,2,0,2,0,218192,13481,0,0,5514,5492,1128,104,0,0,0,0,7754,0,0,0,105,0,0,0,176,80,36,0,16766,0,26,133,0,0,0,0,0,0,0,1,0,56012,0,26068,9938,3117,185,4,16,572338,0,2776618,472606,1763,1696,0,2336,7,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,18154,0,2,0,2702,0,25209,572,0,15
IL,17001,680210,0,0,239,543936,13,0,0,0,0,0,0,0,0,8453,0,4975,68,70,0,0,0,0,0,0,0,9270,9633,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1527,3,0,401,0,0,0,0,0,0,0,0,0,20,0,0,45782,0,52522,99947,39826,8453,1278,578834,20,1,943,357753,59908,3113,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680210,0,239,548911,0,0,13428,70,0,0
IL,17003,21248,0,1435,7,173023,0,0,0,0,0,0,0,0,0,15,0,4632,0,0,0,0,0,0,0,0,0,1,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,26115,0,0,0,0,0,0,0,0,0,0,0,0,71536,0,33057,12268,3299,766,1463,304785,36,0,0,31410,37916,3589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21248,0,7,177655,0,0,4647,0,0,0
IL,17005,292264,0,0,8,311456,0,0,0,0,0,0,0,0,0,1100,0,39343,0,0,2,0,0,0,0,0,0,3764,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,10438,0,60461,23332,3084,729,181,241858,2,0,0,110183,2237,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292265,0,8,350799,0,0,40444,0,0,0
IL,17007,325140,0,0,2,231498,0,0,0,0,0,0,0,0,0,6499,0,0,55,469,0,0,0,0,0,0,0,7831,3419,0,0,1,0,0,0,0,0,0,0,0,0,0,0,961,0,0,0,0,18,58,0,1704,0,0,0,0,0,0,0,0,0,0,0,0,2615,0,38435,45438,11982,4258,1484,54342,76,1,2878,68706,1458,2120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325140,0,2,231498,0,0,6499,469,0,0
IL,17009,158960,0,0,0,143956,0,0,0,0,0,0,0,0,0,3093,0,523,37,21,0,0,0,0,0,0,0,3504,3188,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,8,0,38,0,0,0,0,0,0,0,0,0,49,0,0,8214,0,16226,22344,3275,625,173,380317,11,0,107,119411,9767,10160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158960,0,0,144479,0,0,3616,21,0,0
IL,17011,1214708,0,0,7,716149,0,0,0,0,1834,0,1,0,0,5103,0,38,1056,165,0,0,0,0,0,0,0,9208,3697,0,0,41,518,47,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,105,0,1279,0,0,0,24,0,0,0,1,0,186,0,0,21456,0,95133,51291,13696,3525,1658,228777,1,1,248,112634,28083,808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1214708,0,7,716187,1,0,5141,165,0,0
IL,17013,76300,0,0,160,82985,0,0,0,0,0,0,0,0,0,644,0,2034,0,0,0,0,0,0,0,0,0,537,922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,27,0,0,0,0,0,0,0,2,0,11,0,0,89044,0,29038,7516,961,169,314,341849,1,0,1,83814,78734,21323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76300,0,160,85019,0,0,2678,0,0,0
IL,17015,622902,0,0,2,185590,2,0,0,0,0,0,0,0,0,5081,0,0,412,29,0,0,0,0,0,0,0,11754,1722,0,0,0,1367,3551,0,0,0,0,219,0,0,0,0,1,0,0,0,0,0,7,0,331,0,0,0,0,0,0,0,6,0,149,0,0,57195,0,41544,27401,4959,1462,755,191676,131,6,3505,144150,21838,11960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,622902,0,2,185590,0,0,5081,29,0,0
IL,17017,391962,0,0,28,256376,11,0,0,0,282,0,0,0,0,3733,0,265,338,210,0,0,0,0,0,0,0,3037,708,0,0,0,17,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,14,0,726,0,0,0,0,2,0,0,0,0,1,0,0,26194,0,20600,30332,7423,1457,284,192778,164,0,3,81075,52646,33137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391962,0,28,256641,0,0,3998,210,0,0
IL,17019,1266769,0,0,1,1113130,0,0,0,0,1,0,0,0,71,5887,0,2128,6,372,0,0,0,0,0,0,0,4591,6366,0,0,0,19,11,0,0,0,0,0,0,0,0,0,629,0,0,0,0,7,1030,130,109,0,0,0,0,0,0,0,0,0,0,0,0,5699,0,110572,153863,39344,13492,1054,54219,1,7,0,87586,3136,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1266770,0,1,1115258,0,0,8016,372,0,0
IL,17021,841431,0,0,0,805493,0,0,0,0,0,0,0,0,0,1515,0,2790,1,3,0,0,0,0,0,0,0,2556,1381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,16,0,2,37,0,0,0,0,0,0,0,0,0,19640,0,84088,53297,8555,2460,882,120539,0,0,0,101857,12868,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,841432,0,0,808283,0,0,4306,3,0,0
IL,17023,441135,0,0,2,408582,148,0,0,0,572,0,0,0,0,2017,0,7587,3,12,0,0,0,0,0,0,0,752,2570,0,0,0,1,22,13,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,16424,0,73047,26979,3872,959,1059,359103,5,0,2,103741,4355,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441135,0,2,416169,0,0,9604,12,0,0
IL,17025,338210,0,0,93,435534,0,0,0,0,1257,0,0,0,0,987,0,31481,0,1,0,0,0,0,0,0,0,706,4357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,125,324,0,65,0,0,0,0,0,0,0,0,0,0,0,0,3431,0,73986,16272,2591,830,237,284790,2,0,0,146496,9510,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,248,0,0,0,0,0,0,0,266,0,0,0,0,0,0,0,0,0,0,0,338215,0,93,467281,0,0,32473,267,0,0
IL,17027,384761,0,0,60,383472,0,0,0,0,2,0,0,0,0,2832,0,93285,0,0,0,0,0,0,0,0,0,16938,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,156,0,0,391,0,4,0,0,0,0,0,126,0,0,0,0,95721,0,64339,48287,12148,2384,610,141112,1,0,0,105415,93291,725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,710,0,0,11,0,0,0,1,14,0,0,2,0,0,0,0,0,0,0,0,0,0,0,385485,0,61,476759,14,0,96828,2,0,0
IL,17029,523759,0,0,11,521961,1,0,0,0,10,0,0,0,0,3657,0,1515,0,22,0,0,0,0,0,0,0,2228,1530,0,0,0,0,5,0,0,0,0,0,0,0,0,0,17,0,0,0,0,388,10,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7586,0,59098,59875,12703,3700,671,178204,0,0,2,89954,889,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,523760,0,11,523476,0,0,5173,22,0,0
IL,17031,15622,0,0,1,26236,0,0,0,0,0,0,0,0,2,427,0,0,0,23,0,0,0,0,0,0,0,314,605,0,0,0,0,64,3,0,0,0,0,0,0,0,0,1,0,0,0,139,1,331,0,925,0,0,0,0,6,0,0,0,0,0,0,0,54509,0,241216,954090,741385,398137,16913,143994,662,8795,6293,41575,100986,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15622,0,1,26236,0,0,427,23,0,0
IL,17033,397652,0,0,493,352574,0,0,0,0,38,0,0,0,0,467,0,20805,0,0,0,0,0,0,0,0,0,447,3625,0,0,0,0,35,12,0,0,0,359,0,0,0,0,0,0,0,0,0,4,0,0,1487,0,0,0,0,0,0,0,0,0,0,0,0,18373,0,78342,18576,3873,1507,482,284786,4,0,5,85987,12665,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397652,0,493,373379,0,0,21272,0,0,0
IL,17035,298861,0,0,30,329789,1,0,0,0,3,0,0,0,0,1653,0,2167,0,0,0,0,0,0,0,0,0,1734,2033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,88,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5314,0,51751,15567,1713,416,426,190952,0,0,0,95402,665,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298862,0,30,331956,0,0,3821,0,0,0
IL,17037,947801,0,0,687,537859,0,0,0,0,2,0,0,0,0,12781,0,4,249,10412,0,0,0,0,0,0,0,7436,3397,0,0,3,2,0,0,0,0,0,0,0,0,0,0,213,0,0,0,0,8,88,0,1183,0,0,0,0,0,0,0,0,0,0,0,0,4105,0,58580,82680,25658,8166,2661,51650,2,0,227,67307,1646,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,947801,0,687,537863,0,0,12785,10412,0,0
IL,17039,458588,0,0,0,455331,0,0,0,0,0,0,2,0,0,2025,0,206,0,179,0,0,0,0,0,0,0,1471,1572,0,0,0,10,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,26,65,0,5,0,0,0,0,0,0,0,0,0,0,0,0,24522,0,31091,32050,7014,1879,490,78233,0,0,0,70798,272,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458588,0,0,455537,2,0,2231,179,0,0
IL,17041,512734,0,0,4,498239,0,0,0,0,1,0,0,0,0,2075,0,1252,0,13,0,0,0,0,0,0,0,4422,3324,0,0,0,0,6,0,0,0,0,0,0,0,0,0,25,0,0,0,0,351,149,0,65,0,0,0,0,0,0,0,0,0,0,0,0,2525,0,40615,43544,6996,2364,518,36198,0,0,0,43570,2202,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512734,0,4,499491,0,0,3327,13,0,0
IL,17043,10874,0,0,0,9057,0,0,0,0,0,0,0,0,2,69,0,1,0,100,0,0,0,0,0,0,0,316,516,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,174,0,28,0,0,0,0,1,0,0,0,0,0,0,0,13367,0,147115,414552,174413,76641,1354,59532,159,5648,1104,35112,17792,693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10874,0,0,9058,0,0,70,100,0,0
IL,17045,723925,0,0,0,698721,2,0,0,0,7,0,0,0,0,1316,0,1401,0,21,0,0,0,0,0,0,0,587,1115,0,0,0,1,13,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,2539,0,76847,32855,3379,1214,400,162057,0,0,0,89743,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,723925,0,57,700122,0,0,2774,21,0,0
IL,17047,203251,0,0,412,193425,0,0,0,0,0,0,0,0,0,1837,0,13834,0,0,0,0,0,0,0,0,0,27,2536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1484,0,34792,9395,1062,400,95,89621,7,0,2,80613,7609,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203251,0,412,207259,0,0,15671,0,0,0
IL,17049,363149,0,0,32,418500,0,0,0,0,10,0,0,0,0,1636,0,14863,0,4,0,0,0,0,0,0,0,3097,3969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,54,0,31,0,0,0,0,0,0,0,0,0,0,0,0,5404,0,96205,30436,8904,4110,548,304357,1,0,3,125496,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,363149,0,32,433365,0,0,16499,6,0,0
IL,17051,468306,0,0,24,616249,0,0,0,0,252,0,0,0,0,2530,0,25440,0,0,0,0,0,0,0,0,0,4005,644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,177,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,41120,0,121203,26951,4674,1292,445,570358,0,0,0,191732,9624,2190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468309,0,24,641689,0,0,27973,0,0,0
