StPostal,Fips,Category_001,Category_002,Category_003,Category_004,Category_005,Category_006,Category_010,Category_011,Category_012,Category_013,Category_021,Category_022,Category_023,Category_024,Category_025,Category_026,Category_027,Category_028,Category_029,Category_030,Category_031,Category_032,Category_033,Category_034,Category_036,Category_037,Category_038,Category_041,Category_042,Category_043,Category_044,Category_045,Category_046,Category_047,Category_048,Category_049,Category_052,Category_053,Category_054,Category_056,Category_057,Category_058,Category_059,Category_061,Category_063,Category_066,Category_067,Category_068,Category_069,Category_070,Category_071,Category_072,Category_075,Category_076,Category_082,Category_087,Category_092,Category_111,Category_112,Category_121,Category_122,Category_123,Category_124,Category_131,Category_141,Category_142,Category_143,Category_152,Category_176,Category_190,Category_195,Category_204,Category_205,Category_206,Category_207,Category_208,Category_209,Category_210,Category_211,Category_212,Category_213,Category_214,Category_216,Category_217,Category_218,Category_219,Category_220,Category_221,Category_222,Category_223,Category_224,Category_225,Category_226,Barley_all,Canteloupe_all,Corn_all,Cotton_all,Lettuce_all,Oats_all,Sorghum_all,Soybeans_all,Wheat_Durum_all,Wheat_Winter_all
IA,19165,167719,0,0,0,125473,0,0,0,0,0,26,0,0,4,0,1,5,157,0,0,0,0,0,0,1952,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,288,0,0,0,0,0,0,0,0,0,0,7,0,614,0,27675,3040,344,85,150,3688,2,6,2,45691,1249,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,167719,0,0,157,0,125474,0,5
IA,19167,242294,0,0,0,135630,0,0,0,0,0,2,0,1,214,0,0,2,163,0,0,0,0,0,0,3993,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,9,0,1764,0,41248,5951,1942,355,327,4873,0,482,19,48225,314,4060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,242294,0,0,163,0,135630,0,214
IA,19169,170455,0,0,2,93615,0,0,0,0,0,0,0,0,10,0,0,2,67,0,0,0,0,0,0,578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,219,0,0,0,0,0,1,0,0,0,0,195,0,902,0,32641,8601,2296,719,171,14273,5,2,9,38665,3226,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170455,0,0,67,2,93615,0,10
IA,19171,152421,0,0,0,119772,0,0,0,0,0,0,0,0,3,0,0,2,317,0,0,0,19,0,0,2229,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,0,825,0,0,0,0,0,0,0,0,0,0,338,0,1882,0,33205,4731,502,143,117,25645,6,1,4,105993,10372,3760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152421,0,0,317,0,119772,0,3
IA,19173,56957,0,0,0,50935,0,0,0,0,0,0,0,0,66,0,0,1,70,0,0,0,0,0,0,735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,305,0,0,0,0,0,0,0,0,0,0,2,0,1204,0,17648,3345,206,39,16,38237,30,10,332,170353,1624,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56957,0,0,70,0,50935,0,66
IA,19175,45069,0,0,1,33580,0,0,0,0,0,0,0,0,78,0,0,0,362,3,0,0,0,0,0,2047,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,515,0,0,0,0,0,0,0,0,0,0,5,0,3189,0,15545,3546,381,111,84,29246,108,117,65,137642,855,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45069,0,0,362,1,33580,0,78
IA,19177,38288,0,0,0,29715,0,0,0,0,0,0,0,0,74,0,0,0,76,0,0,0,0,0,0,766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,1,738,0,0,0,0,0,0,0,0,0,0,81,0,5327,0,16368,4146,130,20,96,84927,278,71,701,129085,2684,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38288,0,0,76,0,29715,0,74
IA,19179,53292,0,0,0,33663,0,0,0,0,0,0,0,0,19,0,0,0,124,0,0,0,0,0,0,986,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,250,0,0,0,0,0,0,0,0,0,0,21,0,3405,0,18951,7059,1169,559,93,58055,99,174,81,98087,2597,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53292,0,0,124,0,33663,0,19
IA,19181,56451,0,0,0,41227,0,0,0,0,0,0,0,0,8,0,0,88,81,0,0,0,0,0,0,1269,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,305,0,0,0,9,0,0,0,0,0,0,220,0,2725,0,22487,6789,914,188,22,63410,13,46,50,162159,6441,1948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56451,0,0,81,0,41227,0,8
IA,19183,110766,0,0,1,66394,0,0,0,0,0,0,0,0,43,0,0,0,329,0,0,0,0,0,0,678,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,4,1776,0,0,9,0,0,0,0,0,0,0,1025,0,2166,0,24860,6106,774,176,173,36909,9,0,84,103823,7582,1372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110766,0,0,329,1,66394,0,43
IA,19185,36805,0,0,40,35485,0,0,0,0,0,0,0,0,204,0,21,0,227,0,0,0,0,0,0,2014,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,3,156,0,0,0,0,0,0,0,0,0,0,55,0,1645,0,17079,3004,175,19,6,42903,26,130,151,195885,1202,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36805,0,0,227,40,35506,0,225
IA,19187,213224,0,0,0,127637,0,0,0,0,0,0,0,0,8,0,0,0,72,2,0,0,0,0,0,322,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,9,102,0,0,0,0,0,0,0,0,0,0,992,0,3375,0,37939,6353,1492,706,810,27489,2,2,1,34776,3272,962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213224,0,0,72,0,127637,0,8
IA,19189,129624,0,0,0,70936,0,0,0,0,0,0,0,24,0,0,0,0,30,0,0,0,0,0,0,365,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,557,0,1220,0,23526,1800,288,114,148,3076,0,2,2,22422,816,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129624,0,0,30,0,70936,0,0
IA,19191,113292,0,0,0,44194,0,0,0,0,0,19,0,9,19,12,0,15,1058,0,0,0,1,0,0,8672,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1641,0,0,0,0,0,0,0,0,0,0,43,0,663,0,27129,7788,649,149,196,61801,108,1,1,172183,1661,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,113292,0,0,1058,0,44194,0,19
IA,19193,209224,0,0,0,129284,0,0,0,0,0,0,0,0,9,0,0,0,134,0,0,0,0,0,0,2138,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,969,0,0,0,0,0,0,0,0,0,0,51,0,4151,0,47348,11785,3638,1895,181,20235,36,59,2,124602,2322,3524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209224,0,0,134,0,129284,0,9
IA,19195,119287,0,0,0,73342,0,0,0,0,0,0,0,0,2,0,0,2,64,0,0,0,0,0,0,420,0,0,0,0,0,1,0,0,8,0,0,0,3,0,0,0,0,0,2,415,0,0,0,0,0,0,0,0,0,0,323,0,1332,0,23169,1755,249,71,298,5444,2,3,1,27779,1341,1877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119287,0,0,64,0,73342,0,2
IA,19197,184714,0,0,0,117611,0,0,0,0,0,0,0,0,1,0,0,0,66,0,0,0,0,0,0,219,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,6,146,0,0,0,0,0,5,0,0,0,0,1171,0,1906,0,28914,2732,456,198,323,4332,1,0,0,24806,3796,1424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184714,0,0,66,0,117611,0,1
ID,16001,13163,0,0,0,0,0,0,0,460,0,281,0,957,4087,111,0,4,489,0,0,0,0,0,0,22597,0,0,1218,1245,515,0,0,0,95,0,270,0,219,0,29,1066,49,570,2465,78,0,12,98,5,0,14,11,0,0,0,0,0,4075,0,66761,28862,6040,689,36,13,6175,0,161337,354195,245,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,0,13163,0,0,489,0,0,0,4087
ID,16003,0,0,0,0,0,0,0,0,0,0,1,0,2,9,15,0,0,14,0,0,0,0,0,0,594,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,5,36,1,0,0,0,0,0,0,0,0,0,0,0,0,3317,43,2454,1272,122,5,86,800,504166,0,315028,48626,98,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,0,0,0,9
ID,16005,443,0,0,0,0,0,0,0,5,0,4214,2,5097,18290,21,0,1,179,0,0,0,0,499,0,23931,0,0,29,38,5016,0,0,0,0,0,0,0,3,0,0,0,0,3,6768,0,0,0,0,0,0,0,0,0,0,0,19,0,14864,0,24877,8419,4119,196,464,18631,91068,187,393949,91293,20985,754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4214,0,443,0,0,179,0,0,2,18290
ID,16007,2,0,0,0,0,0,0,0,0,0,3686,0,3505,225,144,0,0,530,0,0,0,0,0,0,12648,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,609,0,0,0,0,0,0,0,0,0,0,0,0,0,39727,0,10716,1588,205,32,198,26181,138123,1259,303937,81020,5081,41949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3686,0,2,0,0,530,0,0,0,225
ID,16009,0,0,0,0,0,0,0,0,0,0,1712,0,5300,24403,46,0,0,330,0,0,7,0,0,0,192,0,0,0,126,0,0,0,0,0,0,0,4198,536,0,0,0,0,7486,1887,65,0,0,0,0,0,0,0,0,0,0,0,0,5569,0,5724,2216,281,30,4,60,335515,1,89933,12973,527,2518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1712,0,0,0,0,330,0,0,0,24403
ID,16011,9143,0,0,3,0,0,0,0,246,0,20549,15,51650,57088,81,0,2,657,0,0,536,0,33,0,77634,0,0,19582,388,76180,0,0,0,395,0,1,0,212,0,0,0,0,89,2277,0,0,0,0,0,0,0,0,0,0,0,42,0,12176,0,44189,6263,1456,241,62709,12399,37998,5,719430,108409,32802,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20549,0,9143,0,0,657,3,0,15,57088
ID,16013,1963,0,0,1,0,0,0,0,4,0,8365,5,1436,2456,5,0,0,559,0,0,4,1,23,0,27528,0,0,1683,307,2285,0,0,0,1,0,0,0,250,0,0,0,0,102,544,0,0,0,0,0,0,0,0,0,0,0,5,0,8088,1553,15619,6791,895,113,193272,473,309430,0,942476,166963,6826,2849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8365,0,1963,0,0,559,1,0,5,2456
ID,16015,4,0,0,0,0,0,0,0,0,0,1,0,9,12,0,0,0,15,0,0,0,0,0,0,484,0,0,0,3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,1420,2303,2046,124,5,1093,3025,675100,0,380674,151781,228,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,15,0,0,0,12
ID,16017,2,0,0,0,0,0,0,0,0,0,0,0,35,5,0,0,0,0,0,0,3,0,0,0,279,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,12,8,57,0,0,0,0,0,0,0,0,0,0,0,0,117246,0,4570,8684,1316,138,19,74,971740,2,93498,17527,7483,5886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5
ID,16019,6161,0,0,2,0,0,0,0,36,0,55034,76,35057,15490,46,0,0,491,0,0,161,0,81,0,34935,0,0,18,35,30079,0,0,0,26,0,0,0,12,0,0,0,0,5,6678,0,0,0,0,0,0,0,0,0,0,0,17,0,11235,0,27592,10902,2729,50,63967,35308,305033,87,455479,94755,5276,19318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55034,0,6161,0,0,491,2,0,76,15490
ID,16021,0,0,0,0,0,0,0,0,0,0,3126,0,5286,9950,2,0,0,29,0,0,1552,0,0,0,3297,0,0,0,1,0,0,0,0,1,0,0,64,413,0,0,0,0,835,330,53,0,0,0,0,0,0,0,0,0,0,0,0,5727,0,5751,3334,317,20,24,188,688497,0,56995,24703,1992,5105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3126,0,0,0,0,29,0,0,0,9950
ID,16023,171,0,0,0,0,0,0,0,2,0,12387,2,2077,869,26,0,1,1985,0,0,9,0,47,0,33770,0,0,4,14,1953,0,0,0,23,0,0,0,5,0,0,0,0,15,2357,0,0,0,0,0,0,0,0,0,0,0,0,0,160,53,8251,6675,3056,43,117879,69,104444,2,984465,147965,304,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12387,0,171,0,0,1985,0,0,2,869
ID,16025,3,0,0,0,0,0,0,0,1,0,4037,0,548,893,238,0,12,65,0,0,0,0,12,0,24082,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,211,704,0,0,0,0,0,0,0,0,0,0,0,0,0,1686,26,5561,477,33,0,435,27,166719,0,281323,201566,1401,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4037,0,3,0,0,65,0,0,0,893
ID,16027,49414,0,0,0,0,5,0,0,3894,0,1497,0,2744,19271,106,0,0,240,0,0,70,0,0,21,64545,0,0,7608,11083,6215,5,0,0,469,0,7246,66,2319,0,737,5876,100,755,5238,5,0,756,847,28,0,156,12,0,0,0,0,0,14188,0,71622,10597,946,4,0,8,467,0,9798,84541,211,2522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1497,0,49414,0,0,240,0,0,0,19271
ID,16029,217,0,0,0,0,0,0,0,2,0,47321,2,14857,17145,61,0,0,267,0,0,6,0,13,0,21603,0,0,1,8,8197,0,0,0,1,0,0,0,357,0,0,0,0,147,6333,0,0,0,0,0,0,0,0,0,0,0,0,0,15957,0,16100,2020,554,77,205,47440,291829,463,539222,103470,2918,14034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47321,0,217,0,0,267,0,0,2,17145
ID,16031,30788,0,0,21,0,0,0,0,237,5,30788,7,13003,49118,2308,0,1,1956,0,0,6,0,133,0,76991,0,0,26564,11253,32724,0,0,0,43,0,4,0,160,0,0,0,0,21,13113,0,0,0,0,0,0,0,0,0,0,0,7,0,9260,3,49286,4454,729,10,508,6319,85918,5,941364,261089,2835,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30788,0,30788,0,0,1956,21,0,7,49118
ID,16033,216,0,0,2,0,0,0,0,15,0,5064,1,2493,1055,14,0,0,119,0,0,10,0,11,0,25889,0,0,2,12,4117,0,0,0,14,0,0,0,6,0,0,0,0,3,1554,0,0,0,0,0,0,0,0,0,0,0,56,0,217,1,7889,1418,513,2,2719,65,176305,13,697906,190567,395,11014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5064,0,216,0,0,119,2,0,1,1055
ID,16035,4,0,0,0,0,0,0,0,0,0,1474,0,2786,8413,0,0,0,41,0,0,170,0,0,20,102,0,0,1,1475,0,0,0,0,2,0,4,243,108,0,0,2,5,716,103,88,0,0,0,0,0,0,0,0,0,0,26,0,15498,0,4632,1486,240,18,719,390,1122359,61,406569,24374,165,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1474,0,4,0,0,41,0,0,0,8413
ID,16037,94,0,0,0,0,0,0,0,1,0,1448,1,767,67,11,0,0,704,0,0,4,0,18,0,18368,0,0,31,6,763,0,0,0,4,0,0,0,3,0,0,0,0,0,315,0,0,0,0,0,0,0,0,0,0,0,8,0,4887,8435,6900,6426,3350,45,76691,64,1171869,7,1407294,437466,4991,8365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1448,0,94,0,0,704,0,0,1,67
ID,16039,10075,0,0,4,0,0,0,0,658,1,847,0,1209,7258,146,0,6922,979,0,0,0,0,0,0,30093,0,0,8535,539,7721,0,0,0,2,0,0,0,9,0,0,1392,0,0,3787,0,0,0,0,0,0,0,0,0,0,0,2,0,11163,723,23206,6721,3275,570,1251,8,387573,0,741359,726152,1637,537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,847,0,10075,0,0,979,4,0,0,7258
ID,16041,3093,0,0,2,0,0,0,0,10,0,3062,2,2201,14735,192,0,2,215,0,0,2,2,1003,0,36110,0,0,22,191,1833,0,0,0,0,0,0,0,14,0,0,0,0,64,4137,0,0,0,0,0,0,0,0,0,0,0,9,0,1926,0,14679,1403,43,1,62,38293,63729,516,188491,44390,5081,2238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3062,0,3093,0,0,215,2,0,2,14735
ID,16043,877,0,0,0,0,0,0,0,8,0,51371,755,26422,1523,2,0,0,77,0,0,484,0,15,0,17954,0,0,2,3,28650,0,0,0,124,0,0,0,102,0,0,0,0,2,161,0,0,0,0,0,0,0,0,0,0,0,9,0,15371,0,13280,1875,126,1,9429,5702,420048,15,532070,64603,8670,13167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51371,0,877,0,0,77,0,0,755,1523
ID,16045,4178,0,0,0,0,0,0,0,79,0,239,0,40,2470,15,0,0,92,0,0,0,0,0,0,16152,0,0,146,337,32,0,0,0,5,0,50,0,28,0,1,126,13,8,295,4,0,1,10,0,0,0,0,0,0,0,0,0,3104,0,9007,1129,110,0,0,504,52108,0,154127,117460,256,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,0,4178,0,0,92,0,0,0,2470
ID,16047,49772,0,0,8,0,0,0,0,1351,1,2090,0,256,2880,380,0,1,439,0,0,3,0,2,0,37574,0,0,1389,3965,6991,0,0,0,1,0,71,0,54,0,0,0,0,0,257,1,0,0,0,0,0,0,0,0,0,0,1,0,2276,0,18602,3527,1098,82,172,0,208,0,232109,103397,643,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2090,0,49772,0,0,439,8,0,0,2880
ID,16049,2,0,0,0,0,0,0,0,1,0,13774,0,11773,58609,82,0,0,2011,0,0,4533,0,0,9,1076,0,0,2,406,0,1,0,0,0,0,2,893,1778,0,0,0,6,4471,12613,237,0,0,0,0,0,0,0,0,0,0,0,0,9135,161,20355,4060,494,12,124,293,4054598,694,720815,518538,281,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13774,0,2,0,0,2011,0,0,0,58609
ID,16051,5242,0,0,9,0,0,0,0,43,0,47736,292,19533,5060,77,0,0,869,0,0,955,0,188,0,100001,0,0,157,126,34005,0,0,0,71,0,0,0,56,0,0,0,0,4,1402,1,0,0,0,0,0,0,0,0,0,0,38,0,7100,0,26564,3135,220,1,310,90,763,0,369167,67776,15292,1262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47736,0,5242,0,0,869,9,0,292,5060
ID,16053,37553,0,0,10,0,0,0,0,767,0,16053,8,2794,9273,84,0,1,480,0,0,1,0,2,0,55408,0,0,11267,12380,12770,0,0,0,1,0,3,0,68,0,0,15,0,5,419,0,0,0,0,0,0,0,0,0,0,0,0,0,1620,0,31338,3397,251,2,0,0,25,0,43955,144935,291,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16053,0,37553,0,0,480,10,0,8,9273
ID,16055,0,0,0,0,0,0,0,0,0,0,65,0,2105,6905,36,0,0,79,0,0,81,0,0,0,2140,0,0,0,15,0,0,0,0,0,0,0,1338,180,0,0,19,0,16106,213,11,0,0,0,0,0,0,0,0,0,0,0,0,44061,0,11122,20470,6481,474,18,50,572807,2,115359,34928,2914,4054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,79,0,0,0,6905
ID,16057,2,0,0,0,0,0,0,0,0,0,12527,0,24912,73610,18,0,0,143,0,0,282,0,0,91,328,0,0,0,17282,1,0,0,0,333,0,3,18190,6898,0,0,0,75,6860,1072,150,0,0,1,0,0,0,0,0,0,0,0,0,115,0,19157,3506,948,88,5,260,338924,7,102464,60456,52,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12527,0,2,0,0,143,0,0,0,73610
ID,16059,10,0,0,2,0,0,0,0,0,0,579,0,326,17,1,0,0,264,0,0,28,0,1,0,3958,0,0,8,0,446,0,0,0,0,0,0,0,0,0,0,0,0,2,112,0,0,0,0,0,0,0,0,0,0,0,1,0,934,233,11799,6202,1566,50,35835,40,1387729,9,848418,617924,4811,3191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,579,0,10,0,0,264,2,0,0,17
ID,16061,0,0,0,0,0,0,0,0,0,0,13853,0,17061,70464,112,0,0,886,0,0,2674,0,0,5,618,0,1,0,1420,0,29,0,0,0,0,0,1851,3823,0,0,0,97,5868,4259,80,0,0,0,0,0,0,0,0,0,0,1,0,500,0,10471,718,118,3,1,26,68067,51,24222,79849,22,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13853,0,0,0,0,886,0,0,0,70464
ID,16063,11427,0,0,2,0,0,0,0,54,0,4970,377,4960,4616,37,0,1,578,0,0,1,0,6,0,28676,0,0,6727,2525,3644,0,0,0,2,0,2,0,13,0,0,0,0,12,456,0,0,0,0,0,0,0,0,0,0,0,0,0,239,0,16748,1304,30,0,4746,0,84,0,517773,160582,1012,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4970,0,11427,0,0,578,2,0,377,4616
ID,16065,341,0,0,1,0,0,0,0,1,0,42979,283,37894,2261,7,0,0,183,0,0,19,0,13,0,19857,0,0,10,1,36655,0,0,0,42,0,0,0,23,0,0,0,0,12,333,0,0,0,0,0,0,0,0,0,0,0,179,0,2123,0,11757,2733,160,1,136,5642,41750,26,63579,21585,11818,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42979,0,341,0,0,183,1,0,283,2261
ID,16067,14258,0,0,67,0,0,0,0,77,3,27262,100,19279,12775,64,0,1,335,0,0,18,0,3,0,40196,0,0,33959,9079,28799,0,0,0,5,0,2,0,105,0,0,1,0,2,666,0,0,0,0,0,0,0,0,0,0,0,1,0,2842,0,22545,3847,718,6,70631,0,6,0,169224,30708,692,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27262,0,14258,0,0,335,67,0,100,12775
ID,16069,2,0,0,0,0,0,0,0,0,0,12767,0,19713,78346,2,0,0,195,0,0,1820,0,0,53,732,0,0,1,17743,1,0,0,0,19,0,2,7313,4462,0,0,9,6,5225,6306,43,0,0,0,0,0,0,0,0,0,0,0,0,3634,0,21399,5535,2047,180,5,1242,122133,112,65372,171378,133,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12767,0,2,0,0,195,0,0,0,78346
ID,16071,768,0,0,2,0,0,0,0,8,0,2641,10,6333,26850,58,0,0,580,0,0,0,0,570,0,29980,0,0,5,53,1251,0,0,0,5,0,0,0,5,0,0,0,0,227,19948,0,0,0,0,0,0,0,0,0,0,0,2,0,641,0,16761,1198,59,0,243,4920,38585,5,468822,144546,2785,1179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2641,0,768,0,0,580,2,0,10,26850
ID,16073,28232,0,0,2,0,0,0,0,449,0,1878,0,1998,5169,442,0,453,1690,0,0,0,0,1,5,60317,0,0,3088,2562,2521,0,0,0,19,0,768,7,153,0,50,442,20,70,4378,1,0,12,28,23,0,40,0,0,0,0,0,0,14331,0,20843,2549,518,32,718,2459,170580,0,3992645,592122,7544,6682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1878,0,28232,0,0,1690,2,0,0,5169
ID,16075,9080,0,0,0,0,0,0,0,201,0,227,0,172,3503,12,0,0,71,0,0,113,0,0,24,21288,0,0,1338,721,990,0,0,0,39,0,1443,136,198,0,4,751,15,88,968,64,0,0,29,0,0,3,0,0,0,0,0,0,2952,0,9909,2277,403,0,0,18,1027,2,42527,160369,194,1230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,0,9080,0,0,71,0,0,0,3503
ID,16077,5389,0,0,2,0,0,0,0,374,1,7441,411,31467,43055,50,0,1,387,0,0,33,0,361,0,13092,0,0,12658,288,36197,0,0,0,14,0,0,0,60,0,0,0,0,29,17208,0,0,0,0,0,0,0,0,0,0,0,23,0,23181,0,24704,2933,831,251,35378,6790,51042,16,482014,122132,5176,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7441,0,5389,0,0,387,2,0,411,43055
ID,16079,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,9,8,2,0,0,0,0,0,0,0,0,0,0,0,0,831,0,1673,2767,1677,133,233,84,1345314,25,329273,2710,171,1678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5
ID,16081,17,0,0,0,0,0,0,0,0,0,32968,1,4728,1633,10,0,0,46,0,0,2,0,5,0,7724,0,0,0,0,5089,0,0,0,0,0,0,0,27,0,0,0,0,1,1375,0,0,0,0,0,0,0,0,0,0,0,0,0,248,0,8708,532,73,22,30,9586,82443,55,87087,23502,10369,11853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32968,0,17,0,0,46,0,0,1,1633
ID,16083,55801,0,0,196,0,0,0,0,3891,7,26849,1,1919,23303,632,0,10,1887,0,0,13,0,19,0,86265,0,0,10159,31852,11783,0,0,0,5,0,14,0,1047,0,0,2,0,15,2307,0,0,0,0,0,0,0,0,0,0,0,2,0,7024,0,43936,9536,3328,760,303,2210,5514,0,661081,241207,1238,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26849,0,55801,0,0,1887,196,0,1,23303
