StPostal,Fips,Category_001,Category_002,Category_003,Category_004,Category_005,Category_006,Category_010,Category_011,Category_012,Category_013,Category_021,Category_022,Category_023,Category_024,Category_025,Category_026,Category_027,Category_028,Category_029,Category_030,Category_031,Category_032,Category_033,Category_034,Category_036,Category_037,Category_038,Category_041,Category_042,Category_043,Category_044,Category_045,Category_046,Category_047,Category_048,Category_049,Category_052,Category_053,Category_056,Category_057,Category_058,Category_059,Category_061,Category_063,Category_067,Category_068,Category_069,Category_070,Category_071,Category_072,Category_082,Category_087,Category_092,Category_111,Category_112,Category_121,Category_122,Category_123,Category_124,Category_131,Category_141,Category_142,Category_143,Category_152,Category_176,Category_190,Category_195,Corn_all,Cotton_all,Sorghum_all,Soybeans_all,Barley_all,Wheat_Durum_all,Wheat_Winter_all,Oats_all,Canteloupe_all,Lettuce_all
IA,19027,229876,0,0,0,135943,0,0,0,0,0,26,0,6,0,0,0,0,158,0,0,0,0,0,0,1812,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,266,0,0,0,0,0,0,0,199,0,755,0,40771,5760,1127,423,160,3959,4,107,2,47664,1494,520,229876,0,0,135943,26,0,0,158,0,0
IA,19029,151357,0,0,0,120161,0,0,0,0,0,5,0,0,7,0,0,0,224,0,0,0,0,0,0,1117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,849,0,0,0,0,0,0,0,21,0,1596,0,32389,6946,795,188,87,8558,5,4,31,139143,2767,408,151357,0,0,120161,5,0,7,224,0,0
IA,19031,211358,0,0,0,105244,0,0,0,0,0,0,0,0,24,0,0,2,184,0,0,0,2,0,0,1356,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,416,0,0,0,0,0,0,0,39,0,2715,0,36691,5297,799,159,180,32302,7,2,5,78960,4362,444,211358,0,0,105244,0,0,24,184,0,0
IA,19033,243259,0,0,0,99419,0,0,0,0,0,1,0,1,1,0,0,0,133,0,0,0,0,0,0,607,0,0,0,0,0,5,0,0,5,0,0,0,11,0,0,0,0,48,334,0,0,0,0,0,0,0,448,0,6722,0,43897,10191,3000,1116,1287,7962,3,2,0,52048,2638,1816,243259,0,0,99419,1,0,1,133,0,0
IA,19035,185035,0,0,0,157724,0,0,0,0,0,2,0,0,5,0,0,0,30,1,0,0,0,0,0,2103,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,141,0,1396,0,37739,3194,680,138,101,12360,41,650,9,72237,811,2351,185035,0,0,157724,2,0,5,30,0,0
IA,19037,171636,0,0,0,101661,0,0,0,0,0,5,0,1,10,0,0,0,778,0,0,0,0,0,0,2750,0,0,0,0,0,1,0,0,11,0,0,0,2,0,0,0,0,1,812,0,0,0,0,0,0,0,249,0,1081,0,33029,3909,571,145,99,17946,9,0,0,73965,8353,443,171636,0,0,101661,5,0,10,778,0,0
IA,19039,31918,0,0,0,22826,0,0,0,0,0,0,0,0,17,0,0,6,170,1,0,0,0,0,0,2595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,96,0,0,0,0,0,0,0,6,0,1113,0,17663,3963,380,72,83,69323,66,282,74,204999,889,29,31918,0,0,22826,0,0,17,170,0,0
IA,19041,201109,0,0,0,145874,0,0,0,0,0,0,0,136,7,0,0,0,111,8,0,0,0,0,0,1311,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,404,0,0,0,0,0,0,0,1147,0,4100,0,37997,3663,1253,414,137,5674,2,3084,22,57042,1052,8156,201109,0,0,145874,0,0,7,111,0,0
IA,19043,140043,0,0,0,36526,0,0,0,0,0,1,0,0,10,2,0,6,806,0,0,0,0,0,0,7377,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1034,0,0,0,0,0,0,0,75,0,14660,0,32557,5988,760,117,259,175540,77,0,19,229656,7851,1397,140043,0,0,36526,1,0,10,806,0,0
IA,19045,249360,0,0,0,106274,0,0,0,0,0,0,0,0,8,0,0,0,280,0,0,0,0,0,0,1974,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,521,0,0,0,0,0,0,0,197,0,13158,0,45437,9653,2588,873,323,33986,43,1,9,95552,23220,3112,249360,0,0,106274,0,0,8,280,0,0
IA,19047,251622,0,0,0,165565,0,0,0,0,0,5,0,2,1,0,0,0,236,0,0,0,0,0,0,2199,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,1227,0,0,0,0,0,0,0,17,0,1030,0,46093,4218,744,251,62,12063,3,192,3,103269,640,1079,251622,0,0,165565,5,0,1,236,0,0
IA,19049,169200,0,0,0,116281,0,0,0,0,0,0,0,0,32,0,0,2,256,0,0,0,0,0,0,584,0,0,0,3,0,1,0,0,301,0,0,0,2,0,0,0,0,49,69,0,0,1,0,0,0,0,181,0,4472,0,40268,9347,1801,288,578,45015,20,7,16,88954,8871,2146,169200,0,0,116281,0,0,32,256,0,0
IA,19051,39622,0,0,4,30039,0,0,0,0,0,0,0,1,36,0,0,0,158,0,0,0,0,0,0,2027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,425,0,0,0,0,0,0,0,36,0,2284,0,20908,3550,181,35,64,91068,191,529,494,222275,2906,163,39622,0,4,30039,0,0,36,158,0,0
IA,19053,33640,0,0,5,26678,0,0,0,0,0,0,0,42,14,0,0,0,133,0,0,0,0,0,0,1053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,77,0,3035,0,21182,5536,206,32,63,92290,129,641,88,253005,2536,72,33640,0,5,26678,0,0,14,133,0,0
IA,19055,237221,0,0,0,50958,0,0,0,0,0,1,0,0,4,0,0,0,1060,0,0,0,0,0,0,6805,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,10,549,0,0,0,0,0,0,0,46,0,1665,0,33572,5318,845,186,298,39634,137,0,3,96943,2630,318,237221,0,0,50958,1,0,4,1060,0,0
IA,19057,96976,0,0,0,57259,0,0,0,0,0,1,0,5,284,0,0,0,139,0,0,0,0,0,0,405,0,0,0,2,3,0,0,0,0,2,0,0,4,0,0,0,0,2,127,0,0,0,0,0,0,0,141,0,11933,0,30139,11874,2141,582,308,66880,150,43,69,62579,11221,1702,96976,0,0,57259,1,0,284,139,0,0
IA,19059,123786,0,0,0,91300,0,0,0,0,0,0,0,25,12,0,0,0,78,2,0,0,0,0,0,2284,0,0,0,1,0,1,0,0,26,0,0,0,0,0,0,0,0,0,974,0,0,0,0,0,0,0,785,0,20330,0,26663,4203,1477,437,273,1171,1,4374,56,47361,102,7829,123786,0,0,91300,0,0,12,78,0,0
IA,19061,123336,0,0,0,25345,0,0,0,0,0,4,0,0,19,0,0,0,1166,0,0,0,0,0,0,10533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,363,0,3,0,0,0,0,0,17,0,7567,0,36809,14544,3899,1237,734,94001,212,9,9,186887,2143,367,123336,0,0,25345,4,0,19,1166,0,0
IA,19063,153109,0,0,0,94658,0,0,0,0,0,0,0,11,110,0,0,0,30,39,0,0,0,0,0,528,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,809,0,0,0,0,0,0,0,788,0,6205,0,26522,1667,338,114,164,2953,4,1003,25,37409,1566,4565,153109,0,0,94658,0,0,110,30,0,0
IA,19065,227788,0,0,0,108100,0,0,0,0,0,6,0,2,1,1,0,0,769,0,0,0,1,0,0,5340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,494,0,0,0,0,0,0,0,61,0,1367,0,42617,8220,994,294,253,59470,22,0,2,143976,3683,548,227788,0,0,108100,6,0,1,769,0,0
IA,19067,182335,0,0,0,103861,0,0,0,0,0,0,0,1,1,0,0,0,230,0,0,0,0,0,0,1233,0,0,0,0,0,49,0,0,6,0,0,0,4,0,0,0,0,13,1011,0,0,0,0,0,0,0,107,0,1911,0,33670,5813,1243,237,275,14673,12,0,2,62049,4708,589,182335,0,0,103861,0,0,1,230,0,0
IA,19069,271288,0,0,0,115211,0,0,0,0,0,0,0,0,3,0,0,9,305,0,0,0,0,0,0,557,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,11,145,0,0,0,0,0,0,0,397,0,769,0,39611,3834,595,136,180,6480,1,0,1,36313,4686,870,271288,0,0,115211,0,0,3,305,0,0
IA,19071,143495,0,0,9,127844,0,0,0,0,0,0,0,0,12,0,0,0,18,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,74,0,0,0,0,0,0,0,1313,0,5345,0,29986,4746,419,111,52,27466,52,2,1,77049,6313,2279,143495,0,9,127844,0,0,12,18,0,0
IA,19073,223327,0,0,1,145852,0,0,0,0,0,0,0,0,34,0,1,0,184,1,0,0,0,0,0,936,0,0,0,1,0,0,0,0,29,0,0,0,0,0,0,0,0,0,46,0,0,0,0,1,0,0,890,0,1919,0,33736,2452,391,98,71,11256,2,0,0,43174,5719,1574,223327,0,1,145853,0,0,35,184,0,0
IA,19075,205398,0,0,0,144620,0,0,0,0,0,0,0,0,2,0,0,0,115,0,0,0,0,0,0,488,0,0,0,0,0,1,0,0,96,0,0,0,0,0,0,0,0,1,44,0,0,0,0,0,0,0,47,0,209,0,33453,3281,493,124,63,1897,3,0,1,23401,1157,153,205398,0,0,144620,0,0,2,115,0,0
IA,19077,139791,0,0,0,89374,0,0,0,0,0,3,0,0,80,0,0,0,287,0,0,0,0,0,0,953,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,9,0,1,903,0,0,0,0,0,0,0,65,0,2767,0,30437,3576,331,75,174,51741,30,15,149,165640,2940,479,139791,0,0,89374,3,0,80,287,0,0
IA,19079,264343,0,0,0,120846,0,0,0,0,0,0,0,0,1,0,0,0,70,0,0,0,0,0,0,561,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,351,0,0,0,0,4,0,0,237,0,1327,0,38994,4656,970,201,171,14027,1,0,0,26235,3245,642,264343,0,0,120846,0,0,1,70,0,0
IA,19081,259170,0,0,0,126589,0,0,0,0,0,0,0,1,0,0,0,0,64,0,0,0,0,0,0,1064,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,141,0,0,0,0,0,0,0,342,0,1995,0,39885,2806,654,257,252,3757,1,10,1,32754,1004,2622,259170,0,0,126589,0,0,0,64,0,0
IA,19083,237795,0,0,0,108555,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,608,0,0,0,0,0,3,0,0,25,0,0,0,1,0,0,0,0,5,188,0,0,0,0,0,0,0,288,0,1288,0,40416,4972,980,264,334,18937,7,1,1,51613,3800,609,237795,0,0,108555,0,0,0,88,0,0
IA,19085,214166,0,0,0,138362,0,0,0,0,0,0,0,0,32,0,0,0,186,0,0,0,0,0,0,1065,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,1,0,0,294,0,0,0,0,0,0,0,216,0,4564,0,41284,5259,1005,174,86,46988,126,4,4,116946,5026,2919,214166,0,0,138362,0,0,32,186,0,0
IA,19087,94990,0,0,0,69457,0,0,0,0,0,0,0,0,66,0,0,0,140,0,0,0,0,0,0,746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,477,0,0,0,0,0,0,0,216,0,2674,0,25004,7326,1101,200,132,59379,61,35,316,93978,3614,737,94990,0,0,69457,0,0,66,140,0,0
IA,19089,157264,0,0,0,99299,0,0,0,0,0,19,0,7,14,0,0,0,762,0,0,0,0,0,0,2421,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1075,0,0,0,0,0,0,0,45,0,470,0,26833,3430,421,126,129,16122,47,0,1,80804,1778,211,157264,0,0,99299,19,0,14,762,0,0
IA,19091,179329,0,0,0,113121,0,0,0,0,0,1,0,0,1,0,0,0,49,0,0,0,0,0,0,394,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,85,0,0,0,0,0,0,0,913,0,1380,0,31527,2655,522,152,160,2535,0,3,2,20415,4971,1614,179329,0,0,113121,1,0,1,49,0,0
IA,19093,159053,0,0,0,113902,0,0,0,0,0,0,0,2,1,0,0,0,92,0,0,0,0,0,0,2988,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,466,0,0,0,0,0,0,0,16,0,562,0,27213,2228,342,98,131,1446,0,153,2,47219,219,721,159053,0,0,113902,0,0,1,92,0,0
IA,19095,142638,0,0,0,81794,0,0,0,0,0,0,0,0,182,0,0,0,838,0,0,0,1,0,0,2565,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,8,1360,0,0,0,0,0,0,0,349,0,2244,0,30374,7071,1087,264,120,30783,7,1,7,168606,10351,4584,142638,0,0,81794,0,0,182,838,0,0
IA,19097,85571,0,0,0,31051,0,0,0,0,0,0,0,0,142,0,0,2,390,0,0,0,1,0,0,4538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,831,0,0,0,0,0,0,0,40,0,13122,0,31553,4849,786,186,133,131596,312,31,42,218799,10597,2042,85571,0,0,31051,0,0,142,390,0,0
IA,19099,210139,0,0,2,136994,0,0,0,0,0,2,0,0,17,0,0,0,471,0,0,0,0,0,0,1047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,727,0,0,0,0,0,0,0,429,0,2799,0,43297,7653,1266,440,122,29880,96,6,7,161733,7390,817,210139,0,2,136994,2,0,17,471,0,0
IA,19101,82473,0,0,1,51204,0,0,0,0,0,0,0,0,97,0,0,0,325,0,0,0,0,0,0,750,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,11,0,17,1234,0,2,0,0,0,0,0,236,0,1689,0,22823,5994,719,131,204,58357,43,6,398,130208,3219,528,82473,0,1,51204,0,0,97,325,0,0
IA,19103,134937,0,0,0,74320,0,0,0,0,0,1,0,0,297,0,0,0,969,0,0,0,0,0,0,1981,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,25,1390,0,10,0,0,0,0,0,518,0,12035,0,40603,17336,4675,1759,831,53036,60,2,25,154559,10566,5062,134937,0,0,74320,1,0,297,969,0,0
IA,19105,178446,0,0,0,66291,0,0,0,0,0,0,0,0,47,2,0,0,353,0,0,0,0,0,0,3272,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,412,0,0,0,0,0,0,0,148,0,3051,0,32898,4839,873,121,261,60579,49,21,2,118926,4924,767,178446,0,0,66291,0,0,47,353,0,0
IA,19107,133993,0,0,0,79016,0,0,0,0,0,0,0,0,60,1,0,0,336,0,0,0,0,0,0,1431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1998,0,1,0,0,0,0,0,272,0,1633,0,30200,8877,391,55,210,42909,4,2,39,164697,10986,1855,133993,0,0,79016,0,0,60,336,0,0
IA,19109,419202,0,0,0,244894,0,0,0,0,0,2,0,31,5,0,0,0,337,9,0,0,0,0,0,668,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,4,378,0,0,0,0,0,0,0,1670,0,1635,0,65863,3984,849,267,393,3935,1,12,2,47962,6902,5439,419202,0,0,244894,2,0,5,337,0,0
IA,19111,83339,0,0,0,60908,0,0,0,0,0,0,0,1,645,0,0,0,81,0,0,0,0,0,0,823,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,298,0,0,0,0,0,0,0,250,0,17383,0,28261,11509,2766,637,328,110509,331,55,287,116807,8525,1164,83339,0,0,60908,0,0,645,81,0,0
IA,19113,187223,0,0,0,101040,0,0,0,0,0,0,0,0,7,0,0,0,536,0,0,0,0,0,0,2465,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,18,715,0,0,0,0,0,0,0,89,0,6974,0,58121,29677,9991,4416,811,59102,36,2,6,120745,15506,979,187223,0,0,101040,0,0,7,536,0,0
IA,19115,106537,0,0,2,61370,0,0,0,0,0,0,0,0,157,0,0,10,108,0,0,0,0,0,0,345,0,0,0,270,52,1,0,0,2,48,0,0,0,0,0,3,0,3,546,0,0,0,0,0,0,0,399,0,16808,0,22064,4004,465,95,57,39208,5,3,52,63824,22110,6331,106537,0,2,61370,0,0,157,108,0,0
IA,19117,24720,0,0,1,19100,0,0,0,0,0,0,0,0,25,0,1,0,197,0,0,0,0,0,0,1396,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,14,0,0,473,0,0,0,0,0,0,0,26,0,2895,0,17936,3438,240,56,11,86268,123,219,133,196510,4144,637,24720,0,1,19101,0,0,26,197,0,0
IA,19119,215291,0,0,0,142428,0,0,0,0,0,36,0,0,102,0,0,7,78,0,0,0,0,0,0,3779,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,9,0,829,0,36546,3014,810,176,112,7100,1,579,10,70309,67,3890,215291,0,0,142428,36,0,102,78,0,0
IA,19121,75842,0,0,0,62816,0,0,0,0,0,0,0,0,42,0,0,1,531,0,0,0,0,0,0,2543,0,0,0,0,0,120,0,0,1,0,0,0,1,0,0,11,0,3,245,0,0,0,0,0,0,0,104,0,1720,0,24778,4329,457,89,382,77883,11,39,97,208825,3394,149,75842,0,0,62816,0,0,42,531,0,0
IA,19123,147207,0,0,0,98102,0,0,0,0,0,0,0,1,50,1,0,0,304,0,0,0,0,0,0,968,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,715,0,0,0,0,0,0,0,405,0,3983,0,32689,9352,1402,309,120,34798,17,4,12,134145,7532,1443,147207,0,0,98102,0,0,50,304,0,0
IA,19125,81598,0,0,2,60008,0,0,0,0,0,0,0,0,20,0,7,0,190,0,0,0,0,0,0,1309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,250,0,0,0,0,0,0,0,181,0,27770,0,27888,8401,1538,495,422,77629,18,12,28,169526,5835,8059,81598,0,2,60015,0,0,27,190,0,0
IA,19127,189867,0,0,0,132240,0,0,0,0,0,0,0,0,55,0,0,0,413,0,0,0,0,0,0,1174,0,0,0,0,0,16,0,0,4,0,0,0,0,0,0,0,0,4,885,0,0,0,0,0,0,0,307,0,1770,0,39311,7044,1365,540,212,14965,4,3,4,74513,7453,1100,189867,0,0,132240,0,0,55,413,0,0
IA,19129,125061,0,0,12,105666,0,0,0,0,0,0,0,0,37,0,0,0,54,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,156,0,3088,0,24959,5749,677,151,103,24109,57,0,0,69528,3108,516,125061,0,12,105666,0,0,37,54,0,0
IA,19131,185557,0,0,0,98534,0,0,0,0,0,1,0,1,11,1,0,33,463,0,0,0,0,0,0,1374,0,0,0,3,1,13,0,0,270,0,0,0,152,0,0,0,0,8,693,0,0,0,0,0,0,0,42,0,947,0,32385,4316,457,132,302,12886,12,0,1,44947,3849,452,185557,0,0,98534,1,0,11,463,0,0
IA,19133,220344,0,0,1,141051,0,0,0,0,0,0,0,0,63,0,0,0,142,0,0,0,0,0,0,1194,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,268,0,0,0,0,0,0,0,479,0,3881,0,39876,3561,608,95,23,49102,516,18,0,108494,3744,3537,220344,0,1,141051,0,0,63,142,0,0
IA,19135,24804,0,0,0,15268,0,0,0,0,0,0,0,0,293,0,1,0,110,0,0,0,0,0,0,2682,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,52,0,0,89,0,0,0,0,0,0,0,12,0,1164,0,16678,4336,260,93,158,104790,39,183,213,185720,1541,53,24804,0,0,15269,0,0,294,110,0,0
IA,19137,105568,0,0,0,93595,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,154,0,0,0,0,0,0,0,13,0,1911,0,24103,4985,518,159,77,13525,10,0,19,102568,2515,307,105568,0,0,93595,0,0,0,48,0,0
IA,19139,122351,0,0,1,62063,0,0,0,0,0,0,0,0,142,0,0,9,323,0,0,0,0,0,0,830,0,0,0,138,118,0,0,0,13,9,0,0,0,0,0,0,0,2,511,0,0,0,0,0,0,0,426,0,9948,0,28547,9249,2730,1022,225,35760,50,1,34,74105,19547,2705,122351,0,1,62063,0,0,142,323,0,0
IA,19141,208368,0,0,0,170617,0,0,0,0,0,1,0,79,8,0,0,0,234,0,0,0,0,0,0,2084,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,55,0,510,0,38383,4259,1173,203,307,3676,14,2006,23,39388,196,1808,208368,0,0,170617,1,0,8,234,0,0
IA,19143,152753,0,0,0,115774,0,0,0,0,0,0,0,13,2,0,0,0,134,0,0,0,0,0,0,1094,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,103,0,825,0,27134,2751,744,95,364,210,0,2256,44,22559,6,3102,152753,0,0,115774,0,0,2,134,0,0
IA,19145,118581,0,0,0,108515,0,0,0,0,0,0,0,0,4,0,0,0,82,0,0,0,0,0,0,890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,234,0,0,0,0,0,0,0,18,0,2330,0,28440,5421,633,191,25,26821,17,0,45,146154,3197,388,118581,0,0,108515,0,0,4,82,0,0
IA,19147,243812,0,0,0,127068,0,0,0,0,0,0,0,6,3,0,0,0,612,1,0,0,0,0,0,1132,0,0,0,0,0,0,0,0,401,0,0,0,0,0,0,0,0,0,459,0,0,0,0,0,0,0,1683,0,4924,0,38022,2580,432,157,178,1139,0,675,6,38324,3375,5315,243812,0,0,127068,0,0,3,612,0,0
IA,19149,284147,0,0,0,211680,0,0,0,0,0,0,0,2,38,0,0,3,212,0,0,0,0,0,0,3342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,129,0,0,0,0,0,0,0,16,0,1913,0,54431,6133,1530,395,275,14037,1,299,2,128357,1101,5477,284147,0,0,211680,0,0,38,212,0,0
IA,19151,230806,0,0,0,165767,0,0,0,0,0,0,0,6,2,0,0,0,211,4,0,0,0,0,0,524,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,942,0,1278,0,43605,3489,493,102,461,1272,1,59,3,25510,1963,1631,230806,0,0,165767,0,0,2,211,0,0
IA,19153,114003,0,0,0,67052,0,0,0,0,0,0,0,0,15,0,1,1,188,0,0,0,0,0,0,313,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,73,165,0,0,4,0,0,0,0,210,0,16132,0,59788,53909,16293,6715,623,36726,18,1,15,98508,14118,3783,114003,0,0,67053,0,0,16,188,0,0
IA,19155,298658,0,0,0,225475,0,0,0,0,0,1,0,1,15,0,0,0,145,0,0,0,0,0,0,946,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,1,220,0,0,0,0,0,0,0,108,0,5242,0,61903,18344,5953,2206,474,31596,89,3,7,133613,6096,1539,298658,0,0,225475,1,0,15,145,0,0
IA,19157,154687,0,0,0,121869,0,0,0,0,0,0,0,0,17,1,0,0,823,0,0,0,0,0,0,3666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1484,0,0,0,0,0,0,0,36,0,1114,0,35620,5103,648,171,169,17480,2,0,1,139683,1322,153,154687,0,0,121869,0,0,17,823,0,0
IA,19159,43620,0,0,11,38811,0,0,0,0,0,0,0,1,184,0,0,0,247,0,0,0,0,0,0,3047,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,358,0,0,0,0,0,0,0,7,0,2141,0,21587,4069,183,27,34,56270,30,60,226,271984,2073,60,43620,0,11,38811,0,0,184,247,0,0
IA,19161,221954,0,0,0,154919,0,0,0,0,0,2,0,2,4,0,0,0,110,0,0,0,0,0,0,1211,0,0,0,0,0,0,0,0,456,0,0,0,0,0,0,1,0,0,81,0,0,0,0,0,0,0,384,0,2350,0,40809,3563,608,135,120,3787,3,304,6,43922,1609,1305,221954,0,0,154919,2,0,4,110,0,0
IA,19163,151960,0,0,0,58134,0,0,0,0,0,0,0,0,12,0,3,0,145,0,0,0,0,0,0,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,113,0,2,0,0,0,0,0,234,0,9742,0,40305,24004,7902,3646,337,24829,18,2,9,50089,12574,2022,151960,0,0,58137,0,0,15,145,0,0
IA,19165,216434,0,0,0,161918,0,0,0,0,0,33,0,0,5,0,1,6,203,0,0,0,0,0,0,2519,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,372,0,0,0,0,0,0,0,9,0,792,0,35713,3923,444,110,194,4759,3,8,3,58962,1612,397,216434,0,0,161919,33,0,6,203,0,0
IA,19167,312670,0,0,0,175025,0,0,0,0,0,3,0,1,276,0,0,2,210,0,0,0,0,0,0,5153,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,11,0,2276,0,53229,7679,2506,458,422,6289,0,622,24,62232,405,5239,312670,0,0,175025,3,0,276,210,0,0
IA,19169,219965,0,0,2,120806,0,0,0,0,0,0,0,0,13,0,0,2,87,0,0,0,0,0,0,746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,283,0,0,0,0,1,0,0,251,0,1164,0,42122,11099,2963,928,221,18419,6,2,12,49896,4163,676,219965,0,2,120806,0,0,13,87,0,0
IA,19171,196693,0,0,0,154561,0,0,0,0,0,0,0,0,4,0,0,2,409,0,0,0,25,0,0,2877,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,4,0,0,1064,0,0,0,0,0,0,0,436,0,2428,0,42849,6105,648,185,151,33094,8,1,5,136780,13385,4852,196693,0,0,154561,0,0,4,409,0,0
IA,19173,73500,0,0,0,65729,0,0,0,0,0,0,0,0,85,0,0,1,90,0,0,0,0,0,0,948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,393,0,0,0,0,0,0,0,3,0,1554,0,22774,4317,266,50,21,49343,39,13,429,219833,2096,89,73500,0,0,65729,0,0,85,90,0,0
IA,19175,58159,0,0,1,43334,0,0,0,0,0,0,0,0,101,0,0,0,467,4,0,0,0,0,0,2642,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,665,0,0,0,0,0,0,0,6,0,4115,0,20060,4576,492,143,109,37741,140,151,84,177621,1103,62,58159,0,1,43334,0,0,101,467,0,0
IA,19177,49409,0,0,0,38346,0,0,0,0,0,0,0,0,95,0,0,0,98,0,0,0,0,0,0,989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,1,952,0,0,0,0,0,0,0,104,0,6874,0,21122,5350,168,26,124,109594,359,92,904,166579,3463,458,49409,0,0,38346,0,0,95,98,0,0
IA,19179,68771,0,0,0,43441,0,0,0,0,0,0,0,0,25,0,0,0,160,0,0,0,0,0,0,1273,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,323,0,0,0,0,0,0,0,27,0,4394,0,24455,9109,1509,722,120,74918,128,225,105,126577,3351,432,68771,0,0,43441,0,0,25,160,0,0
IA,19181,72847,0,0,0,53202,0,0,0,0,0,0,0,0,10,0,0,113,104,0,0,0,0,0,0,1637,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,393,0,0,12,0,0,0,0,284,0,3516,0,29018,8761,1179,243,29,81828,17,60,65,209259,8312,2514,72847,0,0,53202,0,0,10,104,0,0
IA,19183,142939,0,0,1,85679,0,0,0,0,0,0,0,0,56,0,0,0,425,0,0,0,0,0,0,875,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,5,2292,0,12,0,0,0,0,0,1323,0,2795,0,32081,7879,999,227,223,47629,11,0,109,133979,9784,1771,142939,0,1,85679,0,0,56,425,0,0
