StPostal,Fips,Category_001,Category_002,Category_003,Category_004,Category_005,Category_006,Category_010,Category_011,Category_012,Category_013,Category_014,Category_021,Category_022,Category_023,Category_024,Category_025,Category_026,Category_027,Category_028,Category_029,Category_030,Category_031,Category_032,Category_033,Category_034,Category_035,Category_036,Category_037,Category_038,Category_039,Category_041,Category_042,Category_043,Category_044,Category_045,Category_046,Category_047,Category_048,Category_049,Category_050,Category_052,Category_053,Category_054,Category_055,Category_056,Category_057,Category_058,Category_059,Category_060,Category_061,Category_066,Category_067,Category_068,Category_069,Category_070,Category_071,Category_072,Category_074,Category_075,Category_076,Category_077,Category_092,Category_111,Category_112,Category_121,Category_122,Category_123,Category_124,Category_131,Category_141,Category_142,Category_143,Category_152,Category_176,Category_190,Category_195,Category_204,Category_205,Category_206,Category_207,Category_208,Category_209,Category_211,Category_212,Category_213,Category_214,Category_216,Category_217,Category_218,Category_219,Category_220,Category_221,Category_222,Category_223,Category_224,Category_225,Category_226,Category_227,Category_229,Category_230,Category_231,Category_232,Category_234,Category_236,Category_237,Category_238,Category_240,Category_241,Category_242,Category_243,Category_244,Category_245,Category_246,Category_247,Category_248,Category_249,Category_250,Category_254,Corn_all,Cotton_all,Sorghum_all,Soybeans_all,Barley_all,Wheat_Durum_all,Wheat_Winter_all,Oats_all,Canteloupe_all,Lettuce_all
IA,19061,469116,0,0,2,108338,0,0,0,0,0,0,78,0,0,103,0,0,1,2208,0,0,0,0,0,0,0,49917,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,180,0,0,0,7,0,0,0,0,0,0,0,0,25060,0,100978,48634,17520,5513,1317,308419,214,0,75,628573,6024,1859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,469117,0,2,108339,78,0,103,2208,0,0
IA,19063,485965,0,0,0,391103,0,0,0,3,684,0,0,0,91,1629,0,0,67,328,75,0,0,0,0,0,0,3854,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,20819,0,63206,6612,2006,500,505,7610,5,3136,12,150839,6118,13249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485965,0,0,391103,0,0,1629,328,0,0
IA,19065,772222,0,0,0,468326,0,0,0,41,0,0,22,0,7,1,0,0,4,733,0,0,13,0,0,0,0,24329,386,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,3901,0,94885,33623,5692,1341,391,197629,26,0,0,495388,4782,684,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,772223,0,0,468327,22,0,1,733,0,0
IA,19067,601969,0,0,0,447486,0,0,0,88,1,0,0,0,0,7,0,0,0,256,0,0,0,0,0,0,0,5390,269,0,0,0,0,0,44,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,254,0,0,0,1,0,0,0,0,0,0,0,0,7467,0,78678,24966,6331,1005,358,48432,10,0,0,201042,16850,1701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601969,0,0,447486,0,0,7,256,0,0
IA,19069,910271,0,0,6,458065,0,0,0,7,0,0,23,0,0,1,0,0,0,281,0,0,0,0,0,0,0,3715,223,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,31,18,0,41,0,0,0,0,0,0,0,0,0,0,0,0,3431,0,94997,17353,4255,704,544,22433,20,0,0,143977,13229,3791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,910271,0,6,458065,23,0,1,281,0,0
IA,19071,427059,0,0,615,457335,0,0,0,0,22,0,0,0,0,24,0,0,0,4,0,0,0,0,0,0,0,1577,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,33501,0,0,0,0,0,0,0,0,0,0,0,0,20489,0,81192,20300,2080,551,106,89159,42,0,0,246655,21778,84320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427059,0,615,457335,0,0,24,4,0,0
IA,19073,775025,0,0,1,536811,0,0,0,0,131,0,0,0,0,409,0,0,1,1213,0,0,0,0,0,0,0,5878,401,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,2,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,7294,0,82992,10413,1857,455,504,46136,2,0,16,158053,12115,3713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,775025,0,1,536811,0,0,409,1213,0,0
IA,19075,665585,0,0,0,577859,0,0,0,1089,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,2223,36,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,527,0,0,0,0,0,0,0,0,0,0,0,0,736,0,80983,13988,3534,447,158,6239,5,0,0,89648,2729,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,665585,0,0,577859,0,0,0,33,0,0
IA,19077,491852,0,0,25,374454,0,0,0,0,3,0,0,0,0,7,0,0,0,634,0,0,0,0,0,0,0,14246,1786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,10642,0,73483,13771,1497,330,606,178884,17,19,254,534356,8926,790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491852,0,25,374454,0,0,7,634,0,0
IA,19079,903756,0,0,0,460615,0,0,0,0,5,0,2,0,0,3,0,0,0,122,0,0,0,0,0,0,0,2967,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,46,0,0,0,0,0,0,0,0,0,0,0,0,5182,0,96744,17340,6843,1090,350,46216,18,0,0,110354,8015,1841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903756,0,0,460615,2,0,3,122,0,0
IA,19081,864279,0,0,0,488509,0,0,0,7,2,0,6,0,2,10,0,0,0,360,0,0,0,0,0,0,0,4597,898,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,6612,0,92723,12959,4138,1166,574,11299,4,0,0,144765,3515,12892,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,864279,0,0,488509,6,0,10,360,0,0
IA,19083,799930,0,0,0,441481,0,0,0,372,0,0,3,0,0,0,0,0,0,85,0,0,0,0,0,0,0,4227,532,0,0,0,0,0,2,0,0,0,0,0,0,0,15,0,0,0,0,0,2,0,670,0,0,0,0,0,0,0,0,0,0,0,0,6091,0,98451,20444,6274,1186,701,61868,14,0,0,182741,12993,2336,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,799930,0,0,441481,3,0,0,85,0,0
IA,19085,742744,0,0,287,533052,0,0,0,0,935,0,0,0,9,1534,0,0,8,306,0,0,0,11,0,0,0,9677,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,0,0,0,0,0,0,0,0,0,0,0,0,16282,0,109664,20380,5051,990,247,140397,449,160,24,410615,15008,8442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,742745,0,287,533053,0,0,1534,306,0,0
IA,19087,345861,0,0,0,269676,0,0,0,0,0,0,40,0,0,327,0,0,0,48,0,0,0,0,0,0,0,7468,1475,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3211,0,0,0,0,0,0,0,0,0,0,0,0,8596,0,57383,27353,5203,950,400,208534,344,151,1567,308651,7417,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,345862,0,0,269677,40,0,327,48,0,0
IA,19089,526738,0,0,0,397280,0,0,0,60,0,0,17,0,106,0,0,0,16,1309,0,0,0,0,0,0,0,12144,87,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,1674,0,64558,15038,2756,454,264,51119,166,0,0,284787,4450,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526738,0,0,397280,17,0,0,1309,0,0
IA,19091,584994,0,0,0,460350,0,0,0,1,16,0,0,0,0,7,0,0,0,54,0,0,0,0,0,0,0,2064,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4937,0,69858,12442,2955,618,614,12298,5,0,0,85056,13994,3610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,584994,0,0,460350,0,0,7,54,0,0
IA,19093,516948,0,0,2,442557,0,0,0,0,3,0,0,0,4,45,0,0,5,571,0,0,0,0,0,0,0,19020,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2134,0,65812,8535,1622,418,259,3847,27,1260,1,176147,967,3570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,516949,0,2,442558,0,0,45,571,0,0
IA,19095,489300,0,0,3,344770,0,0,0,0,0,0,0,0,0,33,0,0,0,337,0,0,0,0,0,0,0,21047,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,14461,0,0,0,0,0,0,0,0,0,0,0,0,8396,0,71360,29562,5791,1113,151,101782,5,0,0,560007,33592,8752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,489301,0,3,344771,0,0,33,337,0,0
IA,19097,329118,0,0,0,161100,0,0,0,0,0,0,1,0,0,0,0,0,0,434,45,0,0,0,0,0,0,23875,1180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8563,0,0,0,0,0,0,0,0,0,0,0,0,41274,0,82205,15523,3730,735,358,420153,124,0,51,733858,37844,9632,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329118,0,0,161100,1,0,0,434,0,0
IA,19099,690777,0,0,540,591885,0,0,0,7,0,0,0,0,0,0,0,0,0,464,0,0,0,0,0,0,0,12589,736,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,1547,0,0,0,0,0,0,0,0,0,0,0,0,9016,0,115870,29764,6488,1815,195,106824,39,0,0,520662,18602,1414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,690777,0,540,591885,0,0,0,464,0,0
IA,19101,278308,0,0,10,233128,0,0,0,0,0,0,0,0,0,417,0,0,0,99,0,0,0,0,0,0,0,8265,11520,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5202,0,0,0,0,0,0,0,0,0,0,0,0,5008,0,51884,24509,3384,643,312,208058,85,126,1461,418551,5054,740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,278311,0,10,233131,0,0,417,99,0,0
IA,19103,471305,0,0,63,324218,0,0,0,3,0,0,0,0,0,1036,0,2,0,267,0,0,0,0,0,0,0,22307,128,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,14465,0,0,0,0,0,0,0,0,0,0,0,0,37003,0,114547,63273,23704,7393,1834,169646,14,0,1,497808,30177,15289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471305,0,63,324220,0,0,1038,267,0,0
IA,19105,632652,0,0,0,282359,0,0,0,0,0,0,10,0,2,83,0,0,19,327,0,0,0,0,0,0,0,21284,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5733,0,0,0,0,0,0,0,0,0,0,0,0,8086,0,78845,17534,4570,610,980,203421,70,0,1,394882,7166,802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,632652,0,0,282359,10,0,83,327,0,0
IA,19107,469869,0,0,5,335637,0,0,0,0,0,0,0,0,0,55,0,0,0,165,0,0,0,0,0,0,0,10546,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7004,0,0,0,0,0,0,0,0,0,0,0,0,4921,0,62818,38164,2981,341,938,121142,3,0,8,577036,31707,5149,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,469949,0,5,335717,0,0,55,165,0,0
IA,19109,1375735,0,0,0,977696,0,0,0,737,66,0,0,0,0,63,0,0,0,1997,0,0,0,0,0,0,0,5682,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,6161,0,147587,19627,5045,1144,1161,15719,0,1,0,211521,20128,13100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1375735,0,0,977696,0,0,63,1997,0,0
IA,19111,296324,0,0,0,250199,0,0,0,0,0,0,0,0,0,1805,0,25,1,51,0,0,0,0,0,0,0,9287,787,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,0,0,1596,0,0,0,0,0,0,0,0,0,0,0,0,57773,0,59789,41493,10201,2741,672,390128,1612,180,1373,390577,29963,3609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,296324,0,0,250224,0,0,1830,51,0,0
IA,19113,614553,0,0,0,455527,0,0,0,10,0,0,0,0,26,87,0,0,0,316,0,0,0,0,0,0,0,15793,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,8850,0,0,0,0,0,0,0,0,0,0,0,0,19968,0,169498,102719,43561,18264,1855,200241,42,1,3,391114,40575,2221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,614553,0,0,455527,0,0,87,316,0,0
IA,19115,343269,0,0,0,232165,0,0,0,16,0,0,0,0,0,1029,0,0,16,87,0,0,0,0,0,0,0,2104,426,0,0,0,2952,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30939,0,0,0,0,0,0,0,0,0,0,0,0,57300,0,55405,17192,2783,525,153,121061,84,0,4,232660,78257,22884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343269,0,0,232165,0,0,1029,87,0,0
IA,19117,94794,0,0,0,107387,0,0,0,0,0,0,0,0,0,140,0,0,1,102,0,0,0,0,0,0,0,14181,5515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,19,0,2390,0,0,0,0,0,0,0,0,0,0,0,0,9334,0,46136,14060,1110,266,10,311636,388,983,426,626576,10019,3768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94794,0,0,107387,0,0,140,102,0,0
IA,19119,715708,0,0,0,570539,0,0,0,0,0,0,7,0,696,1023,0,0,0,11,0,0,0,0,0,0,0,13273,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3684,0,88535,9498,4067,563,164,26463,0,914,53,250309,23,5121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,715708,0,0,570540,8,0,1023,11,0,0
IA,19121,273037,0,0,1,298068,0,0,0,73,0,0,2,0,5,78,0,0,31,685,0,0,0,0,0,0,0,19257,11371,0,0,0,0,0,345,0,0,0,0,0,0,0,8,0,0,0,0,10,575,0,928,0,0,0,0,0,0,0,0,0,0,0,0,6556,0,57504,17358,2428,632,1191,272138,61,55,221,645949,8906,695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273037,0,1,298068,2,0,78,685,0,0
IA,19123,509301,0,0,0,385795,0,0,0,0,0,0,0,0,0,32,0,0,0,529,1,0,0,0,0,0,0,11702,973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,0,0,15290,0,0,0,0,0,0,0,0,0,0,0,0,13193,0,69707,38883,7264,1405,278,110801,50,0,109,458485,20822,5210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,0,0,0,0,0,0,0,0,0,0,509546,0,0,386040,0,0,32,529,0,0
IA,19125,316422,0,0,0,280921,0,0,0,6,0,0,0,0,0,20,0,0,0,606,0,0,0,0,0,0,0,13140,1322,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,12017,0,0,0,0,0,0,0,0,0,0,0,0,97821,0,65146,30213,8101,2358,613,261290,25,11,67,506187,19438,26128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,316423,0,0,280922,0,0,20,606,0,0
IA,19127,627709,0,0,0,515779,0,0,0,0,0,0,0,0,0,0,0,0,0,567,0,0,0,0,0,0,0,5757,164,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1309,0,0,0,0,0,0,0,0,0,0,0,0,6591,0,102116,26541,6297,2104,788,49469,19,0,0,280847,20179,2753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,627709,0,0,515779,0,0,0,567,0,0
IA,19129,396509,0,0,601,417386,0,0,0,0,0,0,0,0,0,182,0,0,0,107,0,0,0,0,0,0,0,3249,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,6805,0,0,0,0,0,0,0,0,0,0,0,0,10933,0,64905,24686,3095,762,296,81857,64,0,0,238902,7388,7353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396509,0,601,417386,0,0,182,107,0,0
IA,19131,637405,0,0,0,395470,0,0,0,330,0,0,10,0,722,3,0,0,56,783,0,0,0,0,0,0,0,5562,275,0,0,0,0,0,12,0,0,0,0,0,0,0,495,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,3612,0,72091,19380,3399,535,517,40458,3,0,0,154979,13772,1452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,637405,0,0,395470,10,0,3,783,0,0
IA,19133,741971,0,0,0,575934,0,0,0,0,230,0,0,0,216,105,0,0,0,42,0,0,0,32,0,0,0,11516,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,4116,0,0,0,0,0,0,0,0,0,0,0,0,13876,0,105892,14091,2631,391,70,145549,1689,11,0,370864,13520,8390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,741971,0,0,575936,2,0,105,42,0,0
IA,19135,97695,0,0,26,106584,0,0,0,0,0,0,0,0,0,170,0,0,0,83,0,0,0,0,0,0,0,28536,5487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1078,0,0,1719,0,0,0,0,0,0,0,0,0,0,0,0,3228,0,37885,16716,1585,536,235,374101,211,1042,1307,568431,2552,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97696,0,26,106584,0,0,171,83,0,0
IA,19137,351314,0,0,3,368463,0,0,0,0,7,0,0,0,0,250,0,0,3,323,0,0,0,0,0,0,0,3610,884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,404,0,0,0,0,0,0,0,0,0,0,0,0,5224,0,58396,21695,2230,724,237,51426,43,16,9,351237,4719,1168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351314,0,3,368463,0,0,250,323,0,0
IA,19139,408874,0,0,0,263663,0,0,0,20,0,0,0,0,0,658,0,3,92,147,0,0,0,0,0,0,0,7336,51,0,0,0,1521,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9640,0,0,0,0,0,0,0,0,0,0,0,0,30273,0,75594,33469,12163,4559,539,107565,23,2,29,254946,73289,7551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408874,0,0,263666,0,0,661,147,0,0
IA,19141,703970,0,0,0,655719,0,0,0,0,4,0,0,0,216,29,0,0,0,53,0,0,0,2,0,0,0,6119,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2430,0,85794,12881,4992,657,623,11705,10,6947,5,154931,421,2233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,703970,0,0,655722,3,0,29,53,0,0
IA,19143,516264,0,0,0,436807,0,0,0,0,2,0,0,0,63,52,0,0,0,252,0,0,0,0,0,0,0,4741,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3288,0,59537,7826,3375,303,600,303,3,6281,2,105237,3,4652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516264,0,0,436807,0,0,52,252,0,0
IA,19145,409373,0,0,45,427344,0,0,0,0,0,0,0,0,0,453,0,0,11,174,6,0,0,0,0,0,0,4739,1550,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19,0,0,1650,0,0,0,0,0,0,0,0,0,0,0,0,6428,0,73773,23342,2435,848,74,94640,90,10,80,487682,4661,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,409373,0,45,427349,0,0,453,179,0,0
IA,19147,796660,0,0,0,512482,0,0,0,57,1509,0,0,0,0,209,0,0,0,3267,15,0,0,0,0,0,0,5982,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,16900,0,85792,10922,2889,710,712,3668,15,43,1,169410,12244,14806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,796660,0,0,512482,0,0,209,3267,0,0
IA,19149,949352,0,0,0,833684,0,0,0,0,0,0,0,0,265,122,0,0,0,6,0,0,0,0,0,0,0,21849,1005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,8238,0,130232,21364,7953,1383,312,57091,0,2211,4,437875,1851,11277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,949352,0,0,833684,0,0,122,6,0,0
IA,19151,768911,0,0,0,653920,0,0,0,1,166,0,0,0,0,13,0,0,0,1231,0,0,0,0,0,0,0,3492,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4784,0,86479,17535,2804,490,1601,4845,1,5,0,108595,6590,4970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,768911,0,0,653920,0,0,13,1231,0,0
IA,19153,371417,0,0,0,293451,0,0,0,155,2,0,9,0,23,4,0,0,6,221,1,0,0,0,0,0,0,3384,6431,0,0,0,0,0,29,0,0,0,0,0,0,0,42,0,0,0,1,1,3041,0,9189,0,0,0,9,4,0,0,0,0,0,0,0,56068,0,194222,194823,81879,27741,1125,121827,7,8,55,287626,40455,9578,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371417,0,0,293451,9,0,4,221,0,0
IA,19155,966703,0,0,8,863269,0,0,0,0,1,0,0,0,1,2058,0,0,3,1123,0,0,0,0,0,0,0,15227,689,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2311,0,0,0,0,0,0,0,0,0,0,0,0,18681,0,158468,72349,25590,10214,986,97504,146,20,11,503625,17202,5409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649,0,0,0,0,0,0,0,0,0,0,967352,0,8,863918,0,0,2058,1123,0,0
